merchant_sku,source_type,identity_source_type,image_source_type,source_page_url,source_image_url,prepared_image_path,mime,width,height,file_size,sha256,perceptual_hash,identity_status,duplicate_status,storage_path,public_url,upload_status,upload_http_status,public_get_status,remote_sha256,sha_match,verified_at
ARD-2437,official_distributor,official_distributor,official_distributor,https://www.lattafa.my/perfumes/lattafa/hayaati-al-maleky/,https://www.lattafa.my/cdn/perfumes/lattafa/hayaati-al-maleky-100-ml-men-lattafa-edp/large/image.jpg,E:/Project/DilMart-Store/.tmp-product-import/ard-al-khaleej/batch100/images/ARD-2437.webp,image/webp,1200,1200,38368,C6950561032B6D9A768662572F413071B2194DB920450CA7BA8D874D69C8E12D,0caca4a4aca0a2e2,VERIFIED,unique,ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-2437.webp,https://ztplxqlthuqkuktbznbo.supabase.co/storage/v1/object/public/products/ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-2437.webp,uploaded_verified,201,200,C6950561032B6D9A768662572F413071B2194DB920450CA7BA8D874D69C8E12D,true,2026-08-04T11:57:12.330Z
ARD-2471,official_distributor,official_distributor,official_distributor,https://www.lattafa.my/perfumes/lattafa/oudain/,https://www.lattafa.my/cdn/perfumes/lattafa/oudain-lattafa-perfume-lelaki-woody-smoky-100ml-edp/large/image.jpg,E:/Project/DilMart-Store/.tmp-product-import/ard-al-khaleej/batch100/images/ARD-2471.webp,image/webp,1200,1200,74662,6E2D35E1CAA9D7934089313A12F023FB11584B14E41DEF38B52C88FCBE4A04A3,409094cc8c9ebcec,VERIFIED,unique,ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-2471.webp,https://ztplxqlthuqkuktbznbo.supabase.co/storage/v1/object/public/products/ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-2471.webp,uploaded_verified,201,200,6E2D35E1CAA9D7934089313A12F023FB11584B14E41DEF38B52C88FCBE4A04A3,true,2026-08-04T11:57:12.411Z
ARD-2493,official_distributor,official_distributor,official_distributor,https://www.lattafa.my/perfumes/lattafa/simply-oud/,https://www.lattafa.my/cdn/perfumes/lattafa/simply-oud-lattafa-perfume-lelaki-oud-smoky-100ml-edp/large/image.jpg,E:/Project/DilMart-Store/.tmp-product-import/ard-al-khaleej/batch100/images/ARD-2493.webp,image/webp,1200,1200,118950,946B25EAF395984827F3B730B906161298B17EB37E656F4C7A2526E88AEFD0DF,b2f6d4d2b2b4e460,VERIFIED,unique,ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-2493.webp,https://ztplxqlthuqkuktbznbo.supabase.co/storage/v1/object/public/products/ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-2493.webp,uploaded_verified,201,200,946B25EAF395984827F3B730B906161298B17EB37E656F4C7A2526E88AEFD0DF,true,2026-08-04T11:57:12.424Z
ARD-2494,official_distributor,trusted_retailer,official_distributor,https://www.lattafa.my/perfumes/lattafa/sutoor-lattafa-women-perfumes/,https://www.lattafa.my/cdn/perfumes/lattafa/sutoor-lattafa-perfumes-wangiworld-malaysia-8-100ml-edp/large/image.jpg,E:/Project/DilMart-Store/.tmp-product-import/ard-al-khaleej/batch100/images/ARD-2494.webp,image/webp,1200,1200,80760,A7F5CF74E953D9A24711E9641957781F5E48DDB6BE321A4BC1391689B95F623C,d0e0acf8b2e6e6f2,VERIFIED,unique,ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-2494.webp,https://ztplxqlthuqkuktbznbo.supabase.co/storage/v1/object/public/products/ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-2494.webp,uploaded_verified,201,200,A7F5CF74E953D9A24711E9641957781F5E48DDB6BE321A4BC1391689B95F623C,true,2026-08-04T11:57:12.477Z
ARD-2511,official_distributor,official_distributor,official_distributor,https://www.lattafa.my/perfumes/lattafa/ana-abiyedh-poudree/,https://www.lattafa.my/cdn/ana-abiyedh-poudree-by-lattafa-60ml-5/large/image.jpg,E:/Project/DilMart-Store/.tmp-product-import/ard-al-khaleej/batch100/images/ARD-2511.webp,image/webp,1200,1200,71592,6D300DCD9E4A60C6B71AFF827AF4C2E067E7F74E492F265D87417E2B684EEEB7,30d8c8ccdcd8c8c0,VERIFIED,unique,ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-2511.webp,https://ztplxqlthuqkuktbznbo.supabase.co/storage/v1/object/public/products/ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-2511.webp,uploaded_verified,201,200,6D300DCD9E4A60C6B71AFF827AF4C2E067E7F74E492F265D87417E2B684EEEB7,true,2026-08-04T11:57:12.567Z
ARD-2512,official_distributor,official_distributor,official_distributor,https://www.lattafa.my/perfumes/lattafa/hayaati-gold-elixir/,https://www.lattafa.my/cdn/perfumes/lattafa/hayaati-gold-elixir-by-lattafa-100ml-edp-malaysia/large/image.jpg,E:/Project/DilMart-Store/.tmp-product-import/ard-al-khaleej/batch100/images/ARD-2512.webp,image/webp,1200,1200,91890,4183CEBD649F2D6EA94D4C73B5F1E9C04061C1EF85323E70EE8A6D4D2B559CFC,40c8ccccc8c8c8c8,VERIFIED,unique,ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-2512.webp,https://ztplxqlthuqkuktbznbo.supabase.co/storage/v1/object/public/products/ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-2512.webp,uploaded_verified,201,200,4183CEBD649F2D6EA94D4C73B5F1E9C04061C1EF85323E70EE8A6D4D2B559CFC,true,2026-08-04T11:57:12.674Z
ARD-2515,official_distributor,official_distributor,official_distributor,https://www.lattafa.my/perfumes/lattafa/ana-abiyedh-leather/,https://www.lattafa.my/cdn/ana-abiyedh-leather-60ml-by-lattafa-perfumes-6/large/image.jpg,E:/Project/DilMart-Store/.tmp-product-import/ard-al-khaleej/batch100/images/ARD-2515.webp,image/webp,1200,1200,45724,E700EC2AE87C20DA95F0CE9132E411673904126793F7133A906F66781D2C8462,90b6669666e62626,VERIFIED,unique,ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-2515.webp,https://ztplxqlthuqkuktbznbo.supabase.co/storage/v1/object/public/products/ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-2515.webp,uploaded_verified,201,200,E700EC2AE87C20DA95F0CE9132E411673904126793F7133A906F66781D2C8462,true,2026-08-04T11:57:12.612Z
ARD-2583,official_distributor,official_distributor,official_distributor,https://www.lattafa.my/perfumes/lattafa/najdia-tribute/,https://www.lattafa.my/cdn/perfumes/lattafa/68f547af5202c1760905135-100ml-edp/large/image.jpg,E:/Project/DilMart-Store/.tmp-product-import/ard-al-khaleej/batch100/images/ARD-2583.webp,image/webp,1200,1200,134558,5A4AC176B998D946A0E92F31AE41AF3FCDC63DC2F28C6D4F84EA54E3016E8085,30b4e6e6f0ace0c0,VERIFIED,unique,ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-2583.webp,https://ztplxqlthuqkuktbznbo.supabase.co/storage/v1/object/public/products/ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-2583.webp,uploaded_verified,201,200,5A4AC176B998D946A0E92F31AE41AF3FCDC63DC2F28C6D4F84EA54E3016E8085,true,2026-08-04T11:57:12.620Z
ARD-2648,official_distributor,official_distributor,official_distributor,https://www.lattafa.my/perfumes/lattafa/al-azal/,https://www.lattafa.my/cdn/perfumes/lattafa/al-azal-lattafa-perfume-lelaki-woody-amber-100ml-edp/large/image.jpg,E:/Project/DilMart-Store/.tmp-product-import/ard-al-khaleej/batch100/images/ARD-2648.webp,image/webp,1200,1200,56230,7BD0EA5EECB2CD2E608DB768BF6E642CF851FE4AD0C08E98AB5CC532D405398B,0cc0f4f8dcd8dc00,VERIFIED,unique,ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-2648.webp,https://ztplxqlthuqkuktbznbo.supabase.co/storage/v1/object/public/products/ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-2648.webp,uploaded_verified,201,200,7BD0EA5EECB2CD2E608DB768BF6E642CF851FE4AD0C08E98AB5CC532D405398B,true,2026-08-04T11:57:12.797Z
ARD-2745,official_distributor,official_distributor,official_distributor,https://www.lattafa.my/perfumes/lattafa/mohra/,https://www.lattafa.my/cdn/d968d4d7-7b4e-4bf9-b627-8fdb517be300/large/image.jpg,E:/Project/DilMart-Store/.tmp-product-import/ard-al-khaleej/batch100/images/ARD-2745.webp,image/webp,1200,1200,55564,62FFEBBE6DA378135B8EDEC91547FC5F34578D6EB00E4AE910E9E0D9A22EE543,00d2f0d0d0d8f000,VERIFIED,unique,ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-2745.webp,https://ztplxqlthuqkuktbznbo.supabase.co/storage/v1/object/public/products/ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-2745.webp,uploaded_verified,201,200,62FFEBBE6DA378135B8EDEC91547FC5F34578D6EB00E4AE910E9E0D9A22EE543,true,2026-08-04T11:57:12.750Z
ARD-2753,official_distributor,official_distributor,official_distributor,https://www.lattafa.my/perfumes/lattafa/opulent-red/,https://www.lattafa.my/cdn/perfumes/lattafa/opulent-red-lattafa-wanita-fruity-floral-amber-100ml-edp/large/image.jpg,E:/Project/DilMart-Store/.tmp-product-import/ard-al-khaleej/batch100/images/ARD-2753.webp,image/webp,1200,1200,69482,11C4FB16451B98B6AC84D9F30B7631173B0463AA96E5943269E0396FBD67CF3A,04d2d1d0d0d0dc82,VERIFIED,unique,ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-2753.webp,https://ztplxqlthuqkuktbznbo.supabase.co/storage/v1/object/public/products/ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-2753.webp,uploaded_verified,201,200,11C4FB16451B98B6AC84D9F30B7631173B0463AA96E5943269E0396FBD67CF3A,true,2026-08-04T11:57:12.874Z
ARD-2760,official_distributor,official_distributor,official_distributor,https://www.lattafa.my/perfumes/lattafa/asad/,https://www.lattafa.my/cdn/perfumes/lattafa/asad-by-lattafa-100ml-edp-men-malaysia/large/image.jpg,E:/Project/DilMart-Store/.tmp-product-import/ard-al-khaleej/batch100/images/ARD-2760.webp,image/webp,1200,1200,78158,79617E4FC42257F1C50ABC566678E5FD9A0C2868E29B923DAF881C93F5C0D591,40c0988882888c84,VERIFIED,unique,ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-2760.webp,https://ztplxqlthuqkuktbznbo.supabase.co/storage/v1/object/public/products/ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-2760.webp,uploaded_verified,201,200,79617E4FC42257F1C50ABC566678E5FD9A0C2868E29B923DAF881C93F5C0D591,true,2026-08-04T11:57:12.820Z
ARD-2765,trusted_retailer,trusted_retailer,trusted_retailer,https://www.nahdionline.com/en-ae/lattafa-muna-eau-de-parfum-for-women-100-ml/pdp/103564360,https://ecombe.nahdionline.com/media/catalog/product/1/0/103564360_a7d2c044e6fb578f3_23611.jpg,E:/Project/DilMart-Store/.tmp-product-import/ard-al-khaleej/batch100/images/ARD-2765.webp,image/webp,1200,1200,57254,BBC8712C9CD22CADB09A628EEB1D29DAE39B9141C121159E6F7A65499ABF9E8F,b0b2716969696968,VERIFIED,unique,ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-2765.webp,https://ztplxqlthuqkuktbznbo.supabase.co/storage/v1/object/public/products/ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-2765.webp,uploaded_verified,201,200,BBC8712C9CD22CADB09A628EEB1D29DAE39B9141C121159E6F7A65499ABF9E8F,true,2026-08-04T11:57:12.953Z
ARD-2773,official_distributor,official_distributor,official_distributor,https://www.lattafa.my/perfumes/lattafa/oud-mood-reminiscence/,https://www.lattafa.my/cdn/oud-mood-reminiscence-lattafa-100ml-9/large/image.jpg,E:/Project/DilMart-Store/.tmp-product-import/ard-al-khaleej/batch100/images/ARD-2773.webp,image/webp,1200,1200,55274,9246A7B1020D56FC8B9C5E2B89BE08353AFAE451132BA8A80B5F78DEEBC7D7DB,d2d2d4c4ccecc4c4,VERIFIED,unique,ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-2773.webp,https://ztplxqlthuqkuktbznbo.supabase.co/storage/v1/object/public/products/ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-2773.webp,uploaded_verified,201,200,9246A7B1020D56FC8B9C5E2B89BE08353AFAE451132BA8A80B5F78DEEBC7D7DB,true,2026-08-04T11:57:12.951Z
ARD-2793,official_distributor,official_manufacturer,official_distributor,https://www.lattafa.my/perfumes/lattafa/fakhar-silver/,https://www.lattafa.my/cdn/perfumes/lattafa/fakhar-silver-lattafa-100ml-edp-perfume-lelaki-malaysia/large/image.jpg,E:/Project/DilMart-Store/.tmp-product-import/ard-al-khaleej/batch100/images/ARD-2793.webp,image/webp,1200,1200,88986,C9B3B5FDA7E35B62CECA8E35D72533778237CFB121613DECC37B185C939EC391,18f646d69292d481,VERIFIED,unique,ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-2793.webp,https://ztplxqlthuqkuktbznbo.supabase.co/storage/v1/object/public/products/ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-2793.webp,uploaded_verified,201,200,C9B3B5FDA7E35B62CECA8E35D72533778237CFB121613DECC37B185C939EC391,true,2026-08-04T11:57:12.968Z
ARD-2797,official_distributor,official_manufacturer,official_distributor,https://www.lattafa.my/perfumes/lattafa/fakhar-rose/,https://www.lattafa.my/cdn/perfumes/lattafa/fakhar-rose-gold-lattafa-perfume-wanita-rose-sweet-100ml-edp/large/image.jpg,E:/Project/DilMart-Store/.tmp-product-import/ard-al-khaleej/batch100/images/ARD-2797.webp,image/webp,1200,1200,85032,D6B96865145CA6B638FBEE55AA1F2715C086C6BF543FF7D18C248F5A63D759E7,6ebc7c68f8c4c442,VERIFIED,unique,ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-2797.webp,https://ztplxqlthuqkuktbznbo.supabase.co/storage/v1/object/public/products/ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-2797.webp,uploaded_verified,201,200,D6B96865145CA6B638FBEE55AA1F2715C086C6BF543FF7D18C248F5A63D759E7,true,2026-08-04T11:57:13.008Z
ARD-287,official_distributor,official_distributor,official_distributor,https://www.lattafa.my/perfumes/lattafa/ana-abiyedh/,https://www.lattafa.my/cdn/perfumes/lattafa/ana-abiyedh-by-lattafa-60ml-edp-unisex-malaysia/large/image.jpg,E:/Project/DilMart-Store/.tmp-product-import/ard-al-khaleej/batch100/images/ARD-287.webp,image/webp,1200,1200,36032,6577F1DE9F65126A853A1B746ACAECFB755BDF202A3E009A8F09808F3BE8C164,61f294dce4d0d0d2,VERIFIED,unique,ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-287.webp,https://ztplxqlthuqkuktbznbo.supabase.co/storage/v1/object/public/products/ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-287.webp,uploaded_verified,201,200,6577F1DE9F65126A853A1B746ACAECFB755BDF202A3E009A8F09808F3BE8C164,true,2026-08-04T11:57:13.177Z
ARD-2876,official_distributor,official_distributor,official_distributor,https://www.lattafa.my/perfumes/lattafa/qasaed-al-sultan/,https://www.lattafa.my/cdn/perfumes/lattafa/qasaed-al-sultan-lattafa-perfumes-malaysia3-100ml-edp/large/image.jpg,E:/Project/DilMart-Store/.tmp-product-import/ard-al-khaleej/batch100/images/ARD-2876.webp,image/webp,1200,1200,258212,634661BDA3FA62D50D85C95DEE9A77075BD4B32BE9150B53ED29E478D517F419,00b0909296b6a6c0,VERIFIED,unique,ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-2876.webp,https://ztplxqlthuqkuktbznbo.supabase.co/storage/v1/object/public/products/ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-2876.webp,uploaded_verified,201,200,634661BDA3FA62D50D85C95DEE9A77075BD4B32BE9150B53ED29E478D517F419,true,2026-08-04T11:57:13.233Z
ARD-2879,official_distributor,official_distributor,official_distributor,https://www.lattafa.my/perfumes/lattafa/khamrah/,https://www.lattafa.my/cdn/perfumes/lattafa/khamrah-lattafa-perfume-malaysia-vanilla1-100ml-edp/large/image.jpg,E:/Project/DilMart-Store/.tmp-product-import/ard-al-khaleej/batch100/images/ARD-2879.webp,image/webp,1200,1200,123360,8FE6336D4E7EC5A4E930DB1BBFFFDEC892B4DCDBC003C2FF4856FCF193FEF626,00d0d1d0d2d28c84,VERIFIED,unique,ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-2879.webp,https://ztplxqlthuqkuktbznbo.supabase.co/storage/v1/object/public/products/ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-2879.webp,uploaded_verified,201,200,8FE6336D4E7EC5A4E930DB1BBFFFDEC892B4DCDBC003C2FF4856FCF193FEF626,true,2026-08-04T11:57:13.120Z
ARD-2932,trusted_retailer,trusted_retailer,trusted_retailer,https://scentclones.com/lattafa-al-awsaaf-review/,https://scentclones.com/wp-content/uploads/2026/03/lattafa-al-awsaaf-review-featured.webp,E:/Project/DilMart-Store/.tmp-product-import/ard-al-khaleej/batch100/images/ARD-2932.webp,image/webp,1200,1200,49982,2861C3DBBE50F9CA72C1540E87930BBD69EA9BEA9879AD332A38D3B5826F14C1,00714e1f1fbb0900,VERIFIED,unique,ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-2932.webp,https://ztplxqlthuqkuktbznbo.supabase.co/storage/v1/object/public/products/ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-2932.webp,uploaded_verified,201,200,2861C3DBBE50F9CA72C1540E87930BBD69EA9BEA9879AD332A38D3B5826F14C1,true,2026-08-04T11:57:13.235Z
