merchant_sku,storage_path,public_url,upload_status,upload_http_status,public_get_status,local_sha256,remote_sha256,sha_match,error,verified_at
ARD-2512,ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-2512.webp,https://ztplxqlthuqkuktbznbo.supabase.co/storage/v1/object/public/products/ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-2512.webp,uploaded_verified,201,200,4183CEBD649F2D6EA94D4C73B5F1E9C04061C1EF85323E70EE8A6D4D2B559CFC,4183CEBD649F2D6EA94D4C73B5F1E9C04061C1EF85323E70EE8A6D4D2B559CFC,true,,2026-08-04T11:57:12.674Z
ARD-2515,ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-2515.webp,https://ztplxqlthuqkuktbznbo.supabase.co/storage/v1/object/public/products/ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-2515.webp,uploaded_verified,201,200,E700EC2AE87C20DA95F0CE9132E411673904126793F7133A906F66781D2C8462,E700EC2AE87C20DA95F0CE9132E411673904126793F7133A906F66781D2C8462,true,,2026-08-04T11:57:12.612Z
ARD-2583,ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-2583.webp,https://ztplxqlthuqkuktbznbo.supabase.co/storage/v1/object/public/products/ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-2583.webp,uploaded_verified,201,200,5A4AC176B998D946A0E92F31AE41AF3FCDC63DC2F28C6D4F84EA54E3016E8085,5A4AC176B998D946A0E92F31AE41AF3FCDC63DC2F28C6D4F84EA54E3016E8085,true,,2026-08-04T11:57:12.620Z
ARD-2648,ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-2648.webp,https://ztplxqlthuqkuktbznbo.supabase.co/storage/v1/object/public/products/ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-2648.webp,uploaded_verified,201,200,7BD0EA5EECB2CD2E608DB768BF6E642CF851FE4AD0C08E98AB5CC532D405398B,7BD0EA5EECB2CD2E608DB768BF6E642CF851FE4AD0C08E98AB5CC532D405398B,true,,2026-08-04T11:57:12.797Z
ARD-2745,ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-2745.webp,https://ztplxqlthuqkuktbznbo.supabase.co/storage/v1/object/public/products/ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-2745.webp,uploaded_verified,201,200,62FFEBBE6DA378135B8EDEC91547FC5F34578D6EB00E4AE910E9E0D9A22EE543,62FFEBBE6DA378135B8EDEC91547FC5F34578D6EB00E4AE910E9E0D9A22EE543,true,,2026-08-04T11:57:12.750Z
ARD-2753,ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-2753.webp,https://ztplxqlthuqkuktbznbo.supabase.co/storage/v1/object/public/products/ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-2753.webp,uploaded_verified,201,200,11C4FB16451B98B6AC84D9F30B7631173B0463AA96E5943269E0396FBD67CF3A,11C4FB16451B98B6AC84D9F30B7631173B0463AA96E5943269E0396FBD67CF3A,true,,2026-08-04T11:57:12.874Z
ARD-2760,ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-2760.webp,https://ztplxqlthuqkuktbznbo.supabase.co/storage/v1/object/public/products/ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-2760.webp,uploaded_verified,201,200,79617E4FC42257F1C50ABC566678E5FD9A0C2868E29B923DAF881C93F5C0D591,79617E4FC42257F1C50ABC566678E5FD9A0C2868E29B923DAF881C93F5C0D591,true,,2026-08-04T11:57:12.820Z
ARD-2765,ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-2765.webp,https://ztplxqlthuqkuktbznbo.supabase.co/storage/v1/object/public/products/ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-2765.webp,uploaded_verified,201,200,BBC8712C9CD22CADB09A628EEB1D29DAE39B9141C121159E6F7A65499ABF9E8F,BBC8712C9CD22CADB09A628EEB1D29DAE39B9141C121159E6F7A65499ABF9E8F,true,,2026-08-04T11:57:12.953Z
ARD-2773,ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-2773.webp,https://ztplxqlthuqkuktbznbo.supabase.co/storage/v1/object/public/products/ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-2773.webp,uploaded_verified,201,200,9246A7B1020D56FC8B9C5E2B89BE08353AFAE451132BA8A80B5F78DEEBC7D7DB,9246A7B1020D56FC8B9C5E2B89BE08353AFAE451132BA8A80B5F78DEEBC7D7DB,true,,2026-08-04T11:57:12.951Z
ARD-2793,ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-2793.webp,https://ztplxqlthuqkuktbznbo.supabase.co/storage/v1/object/public/products/ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-2793.webp,uploaded_verified,201,200,C9B3B5FDA7E35B62CECA8E35D72533778237CFB121613DECC37B185C939EC391,C9B3B5FDA7E35B62CECA8E35D72533778237CFB121613DECC37B185C939EC391,true,,2026-08-04T11:57:12.968Z
ARD-2797,ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-2797.webp,https://ztplxqlthuqkuktbznbo.supabase.co/storage/v1/object/public/products/ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-2797.webp,uploaded_verified,201,200,D6B96865145CA6B638FBEE55AA1F2715C086C6BF543FF7D18C248F5A63D759E7,D6B96865145CA6B638FBEE55AA1F2715C086C6BF543FF7D18C248F5A63D759E7,true,,2026-08-04T11:57:13.008Z
ARD-287,ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-287.webp,https://ztplxqlthuqkuktbznbo.supabase.co/storage/v1/object/public/products/ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-287.webp,uploaded_verified,201,200,6577F1DE9F65126A853A1B746ACAECFB755BDF202A3E009A8F09808F3BE8C164,6577F1DE9F65126A853A1B746ACAECFB755BDF202A3E009A8F09808F3BE8C164,true,,2026-08-04T11:57:13.177Z
ARD-2876,ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-2876.webp,https://ztplxqlthuqkuktbznbo.supabase.co/storage/v1/object/public/products/ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-2876.webp,uploaded_verified,201,200,634661BDA3FA62D50D85C95DEE9A77075BD4B32BE9150B53ED29E478D517F419,634661BDA3FA62D50D85C95DEE9A77075BD4B32BE9150B53ED29E478D517F419,true,,2026-08-04T11:57:13.233Z
ARD-2879,ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-2879.webp,https://ztplxqlthuqkuktbznbo.supabase.co/storage/v1/object/public/products/ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-2879.webp,uploaded_verified,201,200,8FE6336D4E7EC5A4E930DB1BBFFFDEC892B4DCDBC003C2FF4856FCF193FEF626,8FE6336D4E7EC5A4E930DB1BBFFFDEC892B4DCDBC003C2FF4856FCF193FEF626,true,,2026-08-04T11:57:13.120Z
ARD-2932,ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-2932.webp,https://ztplxqlthuqkuktbznbo.supabase.co/storage/v1/object/public/products/ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-2932.webp,uploaded_verified,201,200,2861C3DBBE50F9CA72C1540E87930BBD69EA9BEA9879AD332A38D3B5826F14C1,2861C3DBBE50F9CA72C1540E87930BBD69EA9BEA9879AD332A38D3B5826F14C1,true,,2026-08-04T11:57:13.235Z
ARD-2933,ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-2933.webp,https://ztplxqlthuqkuktbznbo.supabase.co/storage/v1/object/public/products/ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-2933.webp,uploaded_verified,201,200,073D137B2799157F0A6A1144E77B33AA749D88960DFDC074BBE02FEB52ECDC64,073D137B2799157F0A6A1144E77B33AA749D88960DFDC074BBE02FEB52ECDC64,true,,2026-08-04T11:57:13.254Z
ARD-308,ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-308.webp,https://ztplxqlthuqkuktbznbo.supabase.co/storage/v1/object/public/products/ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-308.webp,uploaded_verified,201,200,9CA66F7D26517F5872A673766071E1EC0CDEDB8349EB5F95B4971C141EB1F425,9CA66F7D26517F5872A673766071E1EC0CDEDB8349EB5F95B4971C141EB1F425,true,,2026-08-04T11:57:13.304Z
ARD-309,ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-309.webp,https://ztplxqlthuqkuktbznbo.supabase.co/storage/v1/object/public/products/ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-309.webp,uploaded_verified,201,200,7B42105D5A270E954F5EC107F048C4E48479B2BBCDC9BDF01FFB4152C07CC8E1,7B42105D5A270E954F5EC107F048C4E48479B2BBCDC9BDF01FFB4152C07CC8E1,true,,2026-08-04T11:57:13.464Z
ARD-310,ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-310.webp,https://ztplxqlthuqkuktbznbo.supabase.co/storage/v1/object/public/products/ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-310.webp,uploaded_verified,201,200,403BE6A272ABC533C347A3CAB51AE50FB9AB412116040E68961D82672FB26749,403BE6A272ABC533C347A3CAB51AE50FB9AB412116040E68961D82672FB26749,true,,2026-08-04T11:57:13.577Z
ARD-311,ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-311.webp,https://ztplxqlthuqkuktbznbo.supabase.co/storage/v1/object/public/products/ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-311.webp,uploaded_verified,201,200,C48DBA012D3F98CE8278EAF42DB2F99C1E33124A65585048A9CD338D739ADA67,C48DBA012D3F98CE8278EAF42DB2F99C1E33124A65585048A9CD338D739ADA67,true,,2026-08-04T11:57:13.497Z
ARD-3117,ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-3117.webp,https://ztplxqlthuqkuktbznbo.supabase.co/storage/v1/object/public/products/ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-3117.webp,uploaded_verified,201,200,A70C51ED4E4F37495A29360D7F257994AFE6947F1038E843629C3F57D9C6CC24,A70C51ED4E4F37495A29360D7F257994AFE6947F1038E843629C3F57D9C6CC24,true,,2026-08-04T11:57:13.530Z
ARD-312,ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-312.webp,https://ztplxqlthuqkuktbznbo.supabase.co/storage/v1/object/public/products/ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-312.webp,uploaded_verified,201,200,6B12A1C5B8575639026C4D7AAC613EC6EFFF6ACEC3E139BBB1D395AE1D4AFC1F,6B12A1C5B8575639026C4D7AAC613EC6EFFF6ACEC3E139BBB1D395AE1D4AFC1F,true,,2026-08-04T11:57:13.636Z
ARD-3149,ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-3149.webp,https://ztplxqlthuqkuktbznbo.supabase.co/storage/v1/object/public/products/ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-3149.webp,uploaded_verified,201,200,732878627672514DE614B4DF9CB73E132B075B98DD9352A4DE9F2B56059A3D70,732878627672514DE614B4DF9CB73E132B075B98DD9352A4DE9F2B56059A3D70,true,,2026-08-04T11:57:13.691Z
ARD-3240,ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-3240.webp,https://ztplxqlthuqkuktbznbo.supabase.co/storage/v1/object/public/products/ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-3240.webp,uploaded_verified,201,200,AAB430A4C95F2C2814E96BAB250EA749E4FD6A687D3F60C13DFE6DDAFD8E9271,AAB430A4C95F2C2814E96BAB250EA749E4FD6A687D3F60C13DFE6DDAFD8E9271,true,,2026-08-04T11:57:13.710Z
ARD-3242,ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-3242.webp,https://ztplxqlthuqkuktbznbo.supabase.co/storage/v1/object/public/products/ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-3242.webp,uploaded_verified,201,200,E9B3593FF80C366BDB1F284E3E0992DD9F48A3F9D42C6D02AF8AB2241493B741,E9B3593FF80C366BDB1F284E3E0992DD9F48A3F9D42C6D02AF8AB2241493B741,true,,2026-08-04T11:57:13.753Z
ARD-3244,ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-3244.webp,https://ztplxqlthuqkuktbznbo.supabase.co/storage/v1/object/public/products/ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-3244.webp,uploaded_verified,201,200,81357500C8EA32101F3DD11A644D829592C1204F0333ACDAFD9C70C3F54CF7D3,81357500C8EA32101F3DD11A644D829592C1204F0333ACDAFD9C70C3F54CF7D3,true,,2026-08-04T11:57:13.781Z
ARD-3245,ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-3245.webp,https://ztplxqlthuqkuktbznbo.supabase.co/storage/v1/object/public/products/ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-3245.webp,uploaded_verified,201,200,3EE9E203044271A79D376322D2EB35CB728AA667F6A39061D16D7A23625693AF,3EE9E203044271A79D376322D2EB35CB728AA667F6A39061D16D7A23625693AF,true,,2026-08-04T11:57:13.825Z
ARD-3260,ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-3260.webp,https://ztplxqlthuqkuktbznbo.supabase.co/storage/v1/object/public/products/ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-3260.webp,uploaded_verified,201,200,BB7FB27873511D6B2B44DD23FD458665AC9C2ED331D4F97A6D7B1E1B92F7856C,BB7FB27873511D6B2B44DD23FD458665AC9C2ED331D4F97A6D7B1E1B92F7856C,true,,2026-08-04T11:57:13.864Z
ARD-3274,ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-3274.webp,https://ztplxqlthuqkuktbznbo.supabase.co/storage/v1/object/public/products/ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-3274.webp,uploaded_verified,201,200,D816C1BC49844C33AFC266CF57020D995873392E3871CFEF4C365F0C3C782022,D816C1BC49844C33AFC266CF57020D995873392E3871CFEF4C365F0C3C782022,true,,2026-08-04T11:57:13.946Z
ARD-3347,ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-3347.webp,https://ztplxqlthuqkuktbznbo.supabase.co/storage/v1/object/public/products/ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-3347.webp,uploaded_verified,201,200,E2E5EB2EBAFF46AC2F57A5D3DD7D5B92F23377655A8B15F91A9D1D7D2C0F2F8F,E2E5EB2EBAFF46AC2F57A5D3DD7D5B92F23377655A8B15F91A9D1D7D2C0F2F8F,true,,2026-08-04T11:57:13.940Z
ARD-3349,ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-3349.webp,https://ztplxqlthuqkuktbznbo.supabase.co/storage/v1/object/public/products/ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-3349.webp,uploaded_verified,201,200,E71B8E535EC3D658D1C4BB42BFDF587868D270487B8CA1061D9DB9013DE8C173,E71B8E535EC3D658D1C4BB42BFDF587868D270487B8CA1061D9DB9013DE8C173,true,,2026-08-04T11:57:13.977Z
ARD-3350,ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-3350.webp,https://ztplxqlthuqkuktbznbo.supabase.co/storage/v1/object/public/products/ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-3350.webp,uploaded_verified,201,200,E7AF185E11F1A2D985D231ADACD959D9CEA8E9BDD9878DF5ECB4C45C2D0382FA,E7AF185E11F1A2D985D231ADACD959D9CEA8E9BDD9878DF5ECB4C45C2D0382FA,true,,2026-08-04T11:57:13.988Z
ARD-3351,ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-3351.webp,https://ztplxqlthuqkuktbznbo.supabase.co/storage/v1/object/public/products/ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-3351.webp,uploaded_verified,201,200,3F31B8B6E643E40116C71362DF89E1AB06AA7C10AD708C4A5BB1C9C1626EF227,3F31B8B6E643E40116C71362DF89E1AB06AA7C10AD708C4A5BB1C9C1626EF227,true,,2026-08-04T11:57:14.140Z
ARD-3352,ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-3352.webp,https://ztplxqlthuqkuktbznbo.supabase.co/storage/v1/object/public/products/ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-3352.webp,uploaded_verified,201,200,8F69C673200D39F022E3097BD8B630A3425DE0658713B9211E1F36414E6917BC,8F69C673200D39F022E3097BD8B630A3425DE0658713B9211E1F36414E6917BC,true,,2026-08-04T11:57:14.202Z
ARD-3353,ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-3353.webp,https://ztplxqlthuqkuktbznbo.supabase.co/storage/v1/object/public/products/ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-3353.webp,uploaded_verified,201,200,6BD6A7EC31E60484A0AA8ADD2BC694F6B6292AD1CC64DAAF68C7F4A85D41A257,6BD6A7EC31E60484A0AA8ADD2BC694F6B6292AD1CC64DAAF68C7F4A85D41A257,true,,2026-08-04T11:57:14.154Z
ARD-3531,ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-3531.webp,https://ztplxqlthuqkuktbznbo.supabase.co/storage/v1/object/public/products/ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-3531.webp,uploaded_verified,201,200,384727D3B7A8B8A5AFB028032783AE837A07FA891F205637F8613BB4A02FC184,384727D3B7A8B8A5AFB028032783AE837A07FA891F205637F8613BB4A02FC184,true,,2026-08-04T11:57:14.131Z
ARD-3536,ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-3536.webp,https://ztplxqlthuqkuktbznbo.supabase.co/storage/v1/object/public/products/ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-3536.webp,uploaded_verified,201,200,ACE8BCEF574A0C6FD66ABAE8B4F7272686B5BC54063138F6F98CCFC892848003,ACE8BCEF574A0C6FD66ABAE8B4F7272686B5BC54063138F6F98CCFC892848003,true,,2026-08-04T11:57:14.265Z
ARD-3627,ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-3627.webp,https://ztplxqlthuqkuktbznbo.supabase.co/storage/v1/object/public/products/ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-3627.webp,uploaded_verified,201,200,669335365C6BDB07A49471B51F6995EE38D796A4204E58E9C2A816199339D35C,669335365C6BDB07A49471B51F6995EE38D796A4204E58E9C2A816199339D35C,true,,2026-08-04T11:57:14.371Z
ARD-3628,ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-3628.webp,https://ztplxqlthuqkuktbznbo.supabase.co/storage/v1/object/public/products/ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-3628.webp,uploaded_verified,201,200,93527DA84BEFEFFC95684B92F140E2E4FD9550111DC39E60D9A7BFFA1BA927B5,93527DA84BEFEFFC95684B92F140E2E4FD9550111DC39E60D9A7BFFA1BA927B5,true,,2026-08-04T11:57:14.320Z
ARD-3709,ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-3709.webp,https://ztplxqlthuqkuktbznbo.supabase.co/storage/v1/object/public/products/ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-3709.webp,uploaded_verified,201,200,0D2D5756EC289C668D2DFA021B35F98216EBB0754E4B50E757BB23AC75BFCA84,0D2D5756EC289C668D2DFA021B35F98216EBB0754E4B50E757BB23AC75BFCA84,true,,2026-08-04T11:57:14.335Z
