sku,name,slug,brand,sizes,category_slug,price,image_url,short_description,description,stock,is_active,is_published,visibility_status,discount_price,merchant_id
ARD-2437,عطر حياتي الملكي 100 مل,عطر-حياتي-الملكي-100-مل-ard-2437,Lattafa,100 مل,perfumes,15000,https://ztplxqlthuqkuktbznbo.supabase.co/storage/v1/object/public/products/ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-2437.webp,عطر حياتي الملكي من لطافة بحجم 100 مل، بافتتاحية حمضية وقلب من الخوخ والزعفران والجلد، وقاعدة فانيليا ومسك عنبري.,"عائلة عطرية: Amber | المقدمة: Grapefruit, bergamot, cassis | القلب: Peach, saffron, leather | القاعدة: Vetiver, vanilla, amber musk",0,false,false,private,,ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7
ARD-2471,عطر عودين 100 مل,عطر-عودين-100-مل-ard-2471,Lattafa,100 مل,perfumes,16000,https://ztplxqlthuqkuktbznbo.supabase.co/storage/v1/object/public/products/ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-2471.webp,عطر عودين من لطافة بحجم 100 مل، بمزيج مشرق من البرتقال والزعفران مع كراميل وعنبر وفانيليا دافئة.,"عائلة عطرية: Sweet Oriental Woody | المقدمة: Orange, saffron | القلب: Caramel, dry amber | القاعدة: Tonka, vanilla",0,false,false,private,,ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7
ARD-2493,عطر سمبلي عود 100 مل,عطر-سمبلي-عود-100-مل-ard-2493,Lattafa,100 مل,perfumes,19000,https://ztplxqlthuqkuktbznbo.supabase.co/storage/v1/object/public/products/ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-2493.webp,عطر سمبلي عود من لطافة بحجم 100 مل للجنسين، بتركيبة عودية دافئة مع لمسات زهرية وحارة ولمسة عنبرية ناعمة.,"عائلة عطرية: Woody Oud | المقدمة: Cardamom, pepper | القلب: Jasmine, praline, raspberry, rose | القاعدة: Oud, amber, moss, musk",0,false,false,private,,ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7
ARD-2494,عطر سطور 100 مل,عطر-سطور-100-مل-ard-2494,Lattafa,100 مل,perfumes,20000,https://ztplxqlthuqkuktbznbo.supabase.co/storage/v1/object/public/products/ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-2494.webp,عطر سطور من لطافة بحجم 100 مل، برائحة فاكهية شرقية غنية مع لمسات دافئة من الفانيليا والأخشاب الناعمة.,"عائلة عطرية: Fruity Oriental | المقدمة: Peach, blood orange, cardamom | القلب: Brandy, rum, jasmine, davana | القاعدة: Amber, vanilla, cashmere wood, sandalwood, styrax, vetiver, patchouli, tonka, cistus",0,false,false,private,,ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7
ARD-2511,عطر انا الابيض بودري,عطر-انا-الابيض-بودري-ard-2511,Lattafa,100 مل,perfumes,18000,https://ztplxqlthuqkuktbznbo.supabase.co/storage/v1/object/public/products/ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-2511.webp,عطر أنا الأبيض بودري من لطافة، إصدار بودري ناعم للجنسين بطابع مسكي أنيق.,عائلة عطرية: powdery musky,0,false,false,private,,ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7
ARD-2512,عطر حياتي ذهبي الكسير,عطر-حياتي-ذهبي-الكسير-ard-2512,Lattafa,100 مل,perfumes,15000,https://ztplxqlthuqkuktbznbo.supabase.co/storage/v1/object/public/products/ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-2512.webp,عطر حياتي الذهبي إكسير من لطافة بحجم 100 مل، بطابع دافئ أنيق.,,0,false,false,private,,ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7
ARD-2515,عطر انا الابيض لذر 60 مل,عطر-انا-الابيض-لذر-60-مل-ard-2515,Lattafa,60 مل,perfumes,16000,https://ztplxqlthuqkuktbznbo.supabase.co/storage/v1/object/public/products/ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-2515.webp,عطر أنا الأبيض ليذر من لطافة بحجم 60 مل، برائحة جلدية أنيقة مع لمسات حارة وزهرية وقاعدة مسك وعنبر.,"عائلة عطرية: Leather Woody | المقدمة: Juniper berries, cardamom, pink pepper, raspberry | القلب: Iris, ginger, rose | القاعدة: Leather, white musk, amber",0,false,false,private,,ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7
ARD-2583,عطر نجدية تربيوت,عطر-نجدية-تربيوت-ard-2583,Lattafa,100 مل,perfumes,14000,https://ztplxqlthuqkuktbznbo.supabase.co/storage/v1/object/public/products/ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-2583.webp,عطر عطر نجدية تربيوت من Lattafa بحجم 100 مل، للجنسين بطابع عطري عربي واضح مناسب لليومي والمناسبات الخاصة.,,0,false,false,private,,ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7
ARD-2648,عطر الازل 100 مل,عطر-الازل-100-مل-ard-2648,Lattafa,100 مل,perfumes,14000,https://ztplxqlthuqkuktbznbo.supabase.co/storage/v1/object/public/products/ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-2648.webp,عطر الأزل من لطافة بحجم 100 مل، بافتتاحية حمضية عشبية وقلب زهري وقاعدة فانيليا ومسك وخشب أرز دافئة.,"عائلة عطرية: Woody Oriental | المقدمة: Bergamot, lemon, rosemary | القلب: Lavender, geranium, rose | القاعدة: Vanilla, musk, cedarwood",0,false,false,private,,ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7
ARD-2745,عطر مهرة 100 مل,عطر-مهرة-100-مل-ard-2745,Lattafa,100 مل,perfumes,19000,https://ztplxqlthuqkuktbznbo.supabase.co/storage/v1/object/public/products/ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-2745.webp,عطر مهرة من لطافة بحجم 100 مل للجنسين، بمزيج حار زهري مع زعفران وورد وقاعدة خشبية مسكية أنيقة.,"عائلة عطرية: Woody Spicy Floral | المقدمة: Bergamot, blood orange, lavender, saffron | القلب: Rose, black pepper, cashmeran | القاعدة: Cedar, sandalwood, patchouli, labdanum, musk",0,false,false,private,,ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7
ARD-2753,عطر اوبلينت ريد 100 مل,عطر-اوبلينت-ريد-100-مل-ard-2753,Lattafa,100 مل,perfumes,14000,https://ztplxqlthuqkuktbznbo.supabase.co/storage/v1/object/public/products/ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-2753.webp,عطر أوبلينت ريد من لطافة بحجم 100 مل، برائحة فاكهية زهرية دافئة مع زعفران وكاشمران وقاعدة عنبر وخشب.,"عائلة عطرية: Floral Fruity / Gourmand Woody | المقدمة: Saffron, bergamot | القلب: Patchouli, cashmeran, gourmand | القاعدة: Dry amber, leatherwood, cedarwood",0,false,false,private,,ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7
ARD-2760,عطر اسد 100 مل,عطر-اسد-100-مل-ard-2760,Lattafa,100 مل,perfumes,30000,https://ztplxqlthuqkuktbznbo.supabase.co/storage/v1/object/public/products/ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-2760.webp,عطر أسد من لطافة بحجم 100 مل للرجال، برائحة كهرمانية قوية مع فلفل أسود وتبغ وقهوة وقاعدة فانيليا وعنبر.,"عائلة عطرية: Amber | المقدمة: Black pepper, pineapple, tobacco | القلب: Coffee, iris, patchouli | القاعدة: Amber, vanilla, dry woods, benzoin, labdanum",0,false,false,private,,ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7
ARD-2765,عطر منى 100 مل,عطر-منى-100-مل-ard-2765,Lattafa,100 مل,perfumes,14000,https://ztplxqlthuqkuktbznbo.supabase.co/storage/v1/object/public/products/ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-2765.webp,عطر منى من لطافة بحجم 100 مل، برائحة زهرية فاكهية خفيفة مع بطيخ وورد دمشق وقاعدة مسكية خشبية ناعمة.,"عائلة عطرية: Floral Fruity | المقدمة: Watermelon, strawberry | القلب: Damascus rose, cyclamen, peony, magnolia | القاعدة: Woody notes, musk",0,false,false,private,,ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7
ARD-2773,عطر عود مود تذكر 100 مل,عطر-عود-مود-تذكر-100-مل-ard-2773,Lattafa,100 مل,perfumes,19000,https://ztplxqlthuqkuktbznbo.supabase.co/storage/v1/object/public/products/ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-2773.webp,عطر عود مود تذكر من لطافة بحجم 100 مل، برائحة شرقية عودية مع ورد وزعفران وقاعدة فانيليا ومسك وطحلب.,"عائلة عطرية: Oriental Woody | المقدمة: Rose, saffron, cinnamon | القلب: Patchouli, dry amber | القاعدة: Vanilla, musk, oakmoss, oud",0,false,false,private,,ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7
ARD-2793,معطر جو لطافة جديد فخر لطافة هوم,معطر-جو-لطافة-جديد-فخر-لطافة-هوم-ard-2793,Lattafa,300 مل,home-linen-air,3000,https://ztplxqlthuqkuktbznbo.supabase.co/storage/v1/object/public/products/ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-2793.webp,معطر جو فخر لطافة من لطافة، لتعطير المنزل برائحة فخر الأنيقة المنعشة بحجم منزلي عملي وثابت.,,0,false,false,private,,ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7
ARD-2797,معطر جو لطافة جديد فخر لطافة نسائي,معطر-جو-لطافة-جديد-فخر-لطافة-نسائي-ard-2797,Lattafa,300 مل,home-linen-air,3000,https://ztplxqlthuqkuktbznbo.supabase.co/storage/v1/object/public/products/ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-2797.webp,معطر جو فخر لطافة نسائي من لطافة، يعطّر الأجواء برائحة زهرية أنثوية مستوحاة من عطر فخر للنساء.,"المقدمة: Orange blossom | القلب: Tuberose, jasmine | القاعدة: Vetiver, patchouli | التصنيف الرسمي: women",0,false,false,private,,ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7
ARD-287,عطر انا الابيض,عطر-انا-الابيض-ard-287,Lattafa,100 مل,perfumes,18000,https://ztplxqlthuqkuktbznbo.supabase.co/storage/v1/object/public/products/ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-287.webp,عطر أنا الأبيض من لطافة، رائحة مسكية منعشة للجنسين بطابع نظيف وأنيق للاستخدام اليومي.,عائلة عطرية: musky fresh,0,false,false,private,,ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7
ARD-2876,عطر قصائد السلطان 100 مل,عطر-قصائد-السلطان-100-مل-ard-2876,Lattafa,100 مل,perfumes,15000,https://ztplxqlthuqkuktbznbo.supabase.co/storage/v1/object/public/products/ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-2876.webp,عطر قصائد السلطان من لطافة بحجم 100 مل، برائحة جلدية شرقية دافئة مع عسل وتوابل وقاعدة عود وفانيليا.,"عائلة عطرية: Leather Oriental | المقدمة: Bergamot, amber | القلب: Spices, honey, leather | القاعدة: Sandalwood, patchouli, vanilla, oud",0,false,false,private,,ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7
ARD-2879,عطر خمرة 100 مل,عطر-خمرة-100-مل-ard-2879,Lattafa,100 مل,perfumes,40000,https://ztplxqlthuqkuktbznbo.supabase.co/storage/v1/object/public/products/ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-2879.webp,عطر خمرة من لطافة بحجم 100 مل للجنسين، برائحة غورماند حارة مع قرفة وتمر وبراالين وقاعدة فانيليا وتونكا.,"عائلة عطرية: Aromatic Spicy Gourmand | المقدمة: Bergamot, cinnamon, nutmeg | القلب: Dates, lily of the valley, praline, tuberose | القاعدة: Roasted tonka, benzoin, myrrh, akigalawood, vanilla, amberwood",0,false,false,private,,ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7
ARD-2932,عطر الاوصاف 100 مل,عطر-الاوصاف-100-مل-ard-2932,Lattafa,100 مل,perfumes,13000,https://ztplxqlthuqkuktbznbo.supabase.co/storage/v1/object/public/products/ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-2932.webp,عطر الأوصاف من لطافة بحجم 100 مل، برائحة خشبية راتنجية داكنة مع مر وعود وباتشولي تناسب الأمسيات والأجواء الباردة.,"عائلة عطرية: Woody Resinous Amber | المقدمة: Myrrh, tonka bean, spices, cedar | القاعدة: Patchouli, oud, cedar, musk, oakmoss",0,false,false,private,,ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7
ARD-2933,عطر تميمة 100 مل,عطر-تميمة-100-مل-ard-2933,Lattafa,100 مل,perfumes,16000,https://ztplxqlthuqkuktbznbo.supabase.co/storage/v1/object/public/products/ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-2933.webp,عطر تميمة من لطافة بحجم 100 مل للنساء، برائحة فاكهية صيفية خفيفة مع توت وكيوي وقلب زهري وقاعدة صندل ومسك.,"عائلة عطرية: Fruity Floral | المقدمة: Pink pepper, rhubarb, redcurrant, kiwi | القلب: Cyclamen, jasmine, watermelon | القاعدة: Sandalwood, musk, woody notes, cedar | التصنيف الرسمي: women",0,false,false,private,,ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7
ARD-308,عطر اختياري,عطر-اختياري-ard-308,Lattafa,100 مل,perfumes,12000,https://ztplxqlthuqkuktbznbo.supabase.co/storage/v1/object/public/products/ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-308.webp,عطر اختياري (إختياري) من لطافة، عطر فاكهي عطري للجنسين بطابع منعش يناسب الاستخدام اليومي.,عائلة عطرية: aromatic fruity,0,false,false,private,,ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7
ARD-309,عطر وشوشه,عطر-وشوشه-ard-309,Lattafa,100 مل,perfumes,15000,https://ztplxqlthuqkuktbznbo.supabase.co/storage/v1/object/public/products/ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-309.webp,عطر وشوشة من لطافة للنساء، بتركيبة زهرية فاكهية ناعمة تناسب الإطلالة اليومية والمناسبات.,عائلة عطرية: floral fruity,0,false,false,private,,ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7
ARD-310,عطر رغبه رجالي,عطر-رغبه-رجالي-ard-310,Lattafa,100 مل,perfumes,14000,https://ztplxqlthuqkuktbznbo.supabase.co/storage/v1/object/public/products/ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-310.webp,عطر رغبة الرجالي من لطافة، بطابع حلو دخاني رجالي يناسب الاستخدام اليومي والمساء.,عائلة عطرية: sweet smoky,0,false,false,private,,ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7
ARD-311,عطر رمز لطافه فضي,عطر-رمز-لطافه-فضي-ard-311,Lattafa,100 مل,perfumes,17000,https://ztplxqlthuqkuktbznbo.supabase.co/storage/v1/object/public/products/ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-311.webp,عطر رمز لطافة الفضي من لطافة للرجال، بتركيبة منعشة حارة بطابع عصري واضح.,عائلة عطرية: fresh spicy,0,false,false,private,,ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7
ARD-3117,عطر انسام سلفر,عطر-انسام-سلفر-ard-3117,Lattafa,100 مل,perfumes,45000,https://ztplxqlthuqkuktbznbo.supabase.co/storage/v1/object/public/products/ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-3117.webp,عطر عطر انسام سلفر من Lattafa بحجم 100 مل، للجنسين بطابع عطري عربي واضح مناسب لليومي والمناسبات الخاصة.,,0,false,false,private,,ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7
ARD-312,عطر اعجازي لطافة,عطر-اعجازي-لطافة-ard-312,Lattafa,90 مل,perfumes,15000,https://ztplxqlthuqkuktbznbo.supabase.co/storage/v1/object/public/products/ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-312.webp,عطر إعجازي من لطافة للرجال، بتركيبة عطرية خشبية بطابع قوي يناسب الحضور اليومي.,عائلة عطرية: woody aromatic,0,false,false,private,,ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7
ARD-3149,عطر يارا موي 100 مل,عطر-يارا-موي-100-مل-ard-3149,Lattafa,100 مل,perfumes,30000,https://ztplxqlthuqkuktbznbo.supabase.co/storage/v1/object/public/products/ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-3149.webp,عطر يارا موي من لطافة بحجم 100 مل للنساء، برائحة فاكهية زهرية أنثوية مع كمثرى وتيوبيروز وقاعدة فانيليا وكاشمران.,"عائلة عطرية: Floral Fruity | المقدمة: Pear, pink pepper, blackcurrant | القلب: Tuberose, jasmine, almond | القاعدة: Vanilla, cashmeran, patchouli",0,false,false,private,,ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7
ARD-3240,عطر هيا 100 مل,عطر-هيا-100-مل-ard-3240,Lattafa,100 مل,perfumes,30000,https://ztplxqlthuqkuktbznbo.supabase.co/storage/v1/object/public/products/ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-3240.webp,عطر هيا من لطافة بحجم 100 مل للنساء، برائحة فاكهية زهرية حلوة مع شمبانيا وردية وغاردينيا وقاعدة برالين وعنبر.,"عائلة عطرية: Fruity Floral Gourmand | المقدمة: Pink champagne, pink berries, orange, mandarin, pink strawberry | القلب: Gardenia, vanilla, orchid, jasmine | القاعدة: Praline, amber, sandalwood",0,false,false,private,,ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7
ARD-3242,عطر سكينة 100 مل,عطر-سكينة-100-مل-ard-3242,Lattafa,100 مل,perfumes,30000,https://ztplxqlthuqkuktbznbo.supabase.co/storage/v1/object/public/products/ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-3242.webp,عطر سكينة من لطافة بحجم 100 مل للنساء، برائحة فاكهية غورماند مع باشون فروت وورد وقاعدة برالين وفانيليا.,"عائلة عطرية: Fruity Gourmand | المقدمة: Mandarin, ozonic notes, passion fruit | القلب: Orange blossom, rose, sea salt, berries | القاعدة: Musk, vanilla, praline, toffee",0,false,false,private,,ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7
ARD-3244,عطر تاويل 100 مل,عطر-تاويل-100-مل-ard-3244,Lattafa,100 مل,perfumes,27000,https://ztplxqlthuqkuktbznbo.supabase.co/storage/v1/object/public/products/ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-3244.webp,عطر تأويل من لطافة بحجم 100 مل للرجال، برائحة عطرية خشبية مع برغموت وزنجبيل ولافندر وقاعدة جلدية وأمبروكسان.,"عائلة عطرية: Aromatic Woody | المقدمة: Bergamot, ginger, juniper, nutmeg | القلب: Orange blossom, lavender | القاعدة: Vetiver, patchouli, leather, ambroxan | التصنيف الرسمي: men",0,false,false,private,,ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7
ARD-3245,عطر ايمان 100 مل,عطر-ايمان-100-مل-ard-3245,Lattafa,100 مل,perfumes,30000,https://ztplxqlthuqkuktbznbo.supabase.co/storage/v1/object/public/products/ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-3245.webp,عطر إيمان من لطافة بحجم 100 مل للنساء، برائحة شيبريه زهرية مع زهر البرتقال وتيوبيروز وقاعدة فانيليا ومسك أبيض.,"عائلة عطرية: Chypre Floral | المقدمة: Orange blossom, bergamot, blackcurrant | القلب: Tuberose, marigold, jasmine | القاعدة: Vanilla, white musk, cedarwood, patchouli | التصنيف الرسمي: women",0,false,false,private,,ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7
ARD-3260,عطر ماهر لاغسي 100 مل,عطر-ماهر-لاغسي-100-مل-ard-3260,Lattafa,100 مل,perfumes,35000,https://ztplxqlthuqkuktbznbo.supabase.co/storage/v1/object/public/products/ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-3260.webp,عطر ماهر ليغاسي من لطافة بحجم 100 مل للرجال، برائحة حمضية منعشة مع نعناع وأناناس وقاعدة فيتيفير وأمبروكسان.,"عائلة عطرية: Citrus Aromatic Woody | المقدمة: Lime, grapefruit, lavender, spearmint, pineapple | القلب: Juniper berry, rosemary, olibanum, geranium, black pepper | القاعدة: Vetiver, cashmeran, ambrox, oakmoss, tonka bean",0,false,false,private,,ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7
ARD-3274,عطر ذوق 80 مل,عطر-ذوق-80-مل-ard-3274,Lattafa,80 مل,perfumes,45000,https://ztplxqlthuqkuktbznbo.supabase.co/storage/v1/object/public/products/ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-3274.webp,عطر ذوق من لطافة بحجم 80 مل للنساء، بافتتاحية برغموت وليتشي وقلب ورد وبخور وقاعدة عنبر وفيتيفير.,"عائلة عطرية: Floral Woody | المقدمة: Bergamot, litchi | القلب: Rose, incense | القاعدة: Amber, vetiver",0,false,false,private,,ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7
ARD-3347,عطر عود نجدية,عطر-عود-نجدية-ard-3347,Lattafa,100 مل,perfumes,14000,https://ztplxqlthuqkuktbznbo.supabase.co/storage/v1/object/public/products/ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-3347.webp,عطر عطر عود نجدية من Lattafa بحجم 100 مل، للجنسين بطابع عطري عربي واضح مناسب لليومي والمناسبات الخاصة ويتميز بطابع Oud ضمن تشكيلة موثّقة.,,0,false,false,private,,ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7
