priority,source_row,merchant_sku,product_name,brand,size,category,current_image_status,source_product_url,image_source_url,source_type,acquisition_status,review_notes
15,542,ARD-2761,"عطر اكسكلوسف روز 100 مل","Alhambra","100 مل",perfumes,PENDING_ACQUISITION,,,merchant_backfill_required,QUEUED_FOR_BACKFILL,"Staged as metadata-only IMAGE_PENDING"
16,543,ARD-2762,"عطر برايت بيج 80 مل توم فورد","Alhambra","80 مل",perfumes,PENDING_ACQUISITION,,,merchant_backfill_required,QUEUED_FOR_BACKFILL,"Staged as metadata-only IMAGE_PENDING"
17,544,ARD-2763,"عطر لوفلي جيري 80 مل توم فورد","Alhambra","80 مل",perfumes,PENDING_ACQUISITION,,,merchant_backfill_required,QUEUED_FOR_BACKFILL,"Staged as metadata-only IMAGE_PENDING"
18,545,ARD-2764,"عطر اكسكلوسف سافرون 100 مل","Alhambra","100 مل",perfumes,PENDING_ACQUISITION,,,merchant_backfill_required,QUEUED_FOR_BACKFILL,"Staged as metadata-only IMAGE_PENDING"
19,546,ARD-2766,"عطر اكسكلوسف عود 100 مل","Alhambra","100 مل",perfumes,PENDING_ACQUISITION,,,merchant_backfill_required,QUEUED_FOR_BACKFILL,"Staged as metadata-only IMAGE_PENDING"
20,547,ARD-2767,"عطر رومان لذر 80 مل","Alhambra","80 مل",perfumes,PENDING_ACQUISITION,,,merchant_backfill_required,QUEUED_FOR_BACKFILL,"Staged as metadata-only IMAGE_PENDING"
21,548,ARD-2769,"عطر فري فلفت نوير 100 مل","Alhambra","100 مل",perfumes,PENDING_ACQUISITION,,,merchant_backfill_required,QUEUED_FOR_BACKFILL,"Staged as metadata-only IMAGE_PENDING"
22,549,ARD-2774,"عطر اكسكلوسف تاباك 100 مل","Alhambra","100 مل",perfumes,PENDING_ACQUISITION,,,merchant_backfill_required,QUEUED_FOR_BACKFILL,"Staged as metadata-only IMAGE_PENDING"
23,550,ARD-2777,"عطر ذاارتست رقم2 100 مل","Alhambra","100 مل",perfumes,PENDING_ACQUISITION,,,merchant_backfill_required,QUEUED_FOR_BACKFILL,"Staged as metadata-only IMAGE_PENDING"
24,551,ARD-2778,"عطر تيرا 50 مل","Alhambra","50 مل",perfumes,PENDING_ACQUISITION,,,merchant_backfill_required,QUEUED_FOR_BACKFILL,"Staged as metadata-only IMAGE_PENDING"
25,552,ARD-2779,"عطر ال عود 100 مل","Alhambra","100 مل",perfumes,PENDING_ACQUISITION,,,merchant_backfill_required,QUEUED_FOR_BACKFILL,"Staged as metadata-only IMAGE_PENDING"
26,553,ARD-2781,"عطر ماغارا 50 مل","Alhambra","50 مل",perfumes,PENDING_ACQUISITION,,,merchant_backfill_required,QUEUED_FOR_BACKFILL,"Staged as metadata-only IMAGE_PENDING"
27,554,ARD-2782,"عطر بينك شيمر انتينس 100 مل","Alhambra","100 مل",perfumes,PENDING_ACQUISITION,,,merchant_backfill_required,QUEUED_FOR_BACKFILL,"Staged as metadata-only IMAGE_PENDING"
28,555,ARD-2783,"عطر بينك شيمر عود 100 مل","Alhambra","100 مل",perfumes,PENDING_ACQUISITION,,,merchant_backfill_required,QUEUED_FOR_BACKFILL,"Staged as metadata-only IMAGE_PENDING"
29,556,ARD-2786,"عطر وودي عود 80 مل توم فورد","Alhambra","80 مل",perfumes,PENDING_ACQUISITION,,,merchant_backfill_required,QUEUED_FOR_BACKFILL,"Staged as metadata-only IMAGE_PENDING"
30,557,ARD-2801,"عطر جورج دي بروفيندو","Alhambra","",perfumes,PENDING_ACQUISITION,,,merchant_backfill_required,QUEUED_FOR_BACKFILL,"Staged as metadata-only IMAGE_PENDING"
31,558,ARD-2802,"عطر ذا توكس 90 مل","Alhambra","90 مل",perfumes,PENDING_ACQUISITION,,,merchant_backfill_required,QUEUED_FOR_BACKFILL,"Staged as metadata-only IMAGE_PENDING"
32,559,ARD-2814,"عطر روزي عود","Alhambra","",perfumes,PENDING_ACQUISITION,,,merchant_backfill_required,QUEUED_FOR_BACKFILL,"Staged as metadata-only IMAGE_PENDING"
33,560,ARD-2825,"عطر انفيني عود 100 مل","Alhambra","100 مل",perfumes,PENDING_ACQUISITION,,,merchant_backfill_required,QUEUED_FOR_BACKFILL,"Staged as metadata-only IMAGE_PENDING"
34,561,ARD-2874,"عطر قسمت انجل 100 مل","Alhambra","100 مل",perfumes,PENDING_ACQUISITION,,,merchant_backfill_required,QUEUED_FOR_BACKFILL,"Staged as metadata-only IMAGE_PENDING"
35,562,ARD-2944,"عطر انكود بلو","Alhambra","",perfumes,PENDING_ACQUISITION,,,merchant_backfill_required,QUEUED_FOR_BACKFILL,"Staged as metadata-only IMAGE_PENDING"
36,563,ARD-2945,"عطر فيرونا ومن 100 مل","Alhambra","100 مل",perfumes,PENDING_ACQUISITION,,,merchant_backfill_required,QUEUED_FOR_BACKFILL,"Staged as metadata-only IMAGE_PENDING"
37,564,ARD-2946,"عطر زافيرو كولكشن عود 100 مل","Alhambra","100 مل",perfumes,PENDING_ACQUISITION,,,merchant_backfill_required,QUEUED_FOR_BACKFILL,"Staged as metadata-only IMAGE_PENDING"
38,565,ARD-2947,"عطر زافيرو كولكشن رياكل 100 مل","Alhambra","100 مل",perfumes,PENDING_ACQUISITION,,,merchant_backfill_required,QUEUED_FOR_BACKFILL,"Staged as metadata-only IMAGE_PENDING"
39,566,ARD-2963,"عطر فري فلفت اكوا 100 مل","Alhambra","100 مل",perfumes,PENDING_ACQUISITION,,,merchant_backfill_required,QUEUED_FOR_BACKFILL,"Staged as metadata-only IMAGE_PENDING"
40,567,ARD-2965,"عطر فري فلفت اوركيد 100 مل","Alhambra","100 مل",perfumes,PENDING_ACQUISITION,,,merchant_backfill_required,QUEUED_FOR_BACKFILL,"Staged as metadata-only IMAGE_PENDING"
41,568,ARD-2966,"عطر فري فلفت روج 100 مل","Alhambra","100 مل",perfumes,PENDING_ACQUISITION,,,merchant_backfill_required,QUEUED_FOR_BACKFILL,"Staged as metadata-only IMAGE_PENDING"
42,569,ARD-2982,"عطر ذاارتست رقم1 100 مل","Alhambra","100 مل",perfumes,PENDING_ACQUISITION,,,merchant_backfill_required,QUEUED_FOR_BACKFILL,"Staged as metadata-only IMAGE_PENDING"
43,570,ARD-3121,"عطر سويدي 100 مل","Alhambra","100 مل",perfumes,PENDING_ACQUISITION,,,merchant_backfill_required,QUEUED_FOR_BACKFILL,"Staged as metadata-only IMAGE_PENDING"
44,571,ARD-3230,"عطر الايف ناو 100 مل","Alhambra","100 مل",perfumes,PENDING_ACQUISITION,,,merchant_backfill_required,QUEUED_FOR_BACKFILL,"Staged as metadata-only IMAGE_PENDING"
45,572,ARD-3243,"عطر ناريسا امبري 100 مل","Alhambra","100 مل",perfumes,PENDING_ACQUISITION,,,merchant_backfill_required,QUEUED_FOR_BACKFILL,"Staged as metadata-only IMAGE_PENDING"
46,573,ARD-3246,"عطر انفيني الكسير 100 مل","Alhambra","100 مل",perfumes,PENDING_ACQUISITION,,,merchant_backfill_required,QUEUED_FOR_BACKFILL,"Staged as metadata-only IMAGE_PENDING"
47,574,ARD-3253,"عطر كلاسير لي نوير 100 مل","Alhambra","100 مل",perfumes,PENDING_ACQUISITION,,,merchant_backfill_required,QUEUED_FOR_BACKFILL,"Staged as metadata-only IMAGE_PENDING"
48,575,ARD-3254,"عطر كلاسير الترا 100 مل","Alhambra","100 مل",perfumes,PENDING_ACQUISITION,,,merchant_backfill_required,QUEUED_FOR_BACKFILL,"Staged as metadata-only IMAGE_PENDING"
49,576,ARD-3257,"عطر سالفو الكسير 60 مل","Alhambra","60 مل",perfumes,PENDING_ACQUISITION,,,merchant_backfill_required,QUEUED_FOR_BACKFILL,"Staged as metadata-only IMAGE_PENDING"
50,577,ARD-3258,"عطر بانثر بور هوم 100 مل","Alhambra","100 مل",perfumes,PENDING_ACQUISITION,,,merchant_backfill_required,QUEUED_FOR_BACKFILL,"Staged as metadata-only IMAGE_PENDING"
51,578,ARD-3268,"عطر كلاسير بيلا 100 مل","Alhambra","100 مل",perfumes,PENDING_ACQUISITION,,,merchant_backfill_required,QUEUED_FOR_BACKFILL,"Staged as metadata-only IMAGE_PENDING"
52,579,ARD-3271,"عطر كلاسير بولد 100 مل","Alhambra","100 مل",perfumes,PENDING_ACQUISITION,,,merchant_backfill_required,QUEUED_FOR_BACKFILL,"Staged as metadata-only IMAGE_PENDING"
53,580,ARD-3272,"عطر جيك فلفت فيرت سيكرت 100 مل","Alhambra","100 مل",perfumes,PENDING_ACQUISITION,,,merchant_backfill_required,QUEUED_FOR_BACKFILL,"Staged as metadata-only IMAGE_PENDING"
54,581,ARD-3285,"عطر وايت ليدي اوروس 100 مل","Alhambra","100 مل",perfumes,PENDING_ACQUISITION,,,merchant_backfill_required,QUEUED_FOR_BACKFILL,"Staged as metadata-only IMAGE_PENDING"
55,582,ARD-3286,"عطر ذا سيربينت 100 مل","Alhambra","100 مل",perfumes,PENDING_ACQUISITION,,,merchant_backfill_required,QUEUED_FOR_BACKFILL,"Staged as metadata-only IMAGE_PENDING"
56,583,ARD-3294,"عطر كلاسير بور هوم 100 مل","Alhambra","100 مل",perfumes,PENDING_ACQUISITION,,,merchant_backfill_required,QUEUED_FOR_BACKFILL,"Staged as metadata-only IMAGE_PENDING"
57,584,ARD-3297,"عطر بريشيوس كولد 80 مل","Alhambra","80 مل",perfumes,PENDING_ACQUISITION,,,merchant_backfill_required,QUEUED_FOR_BACKFILL,"Staged as metadata-only IMAGE_PENDING"
58,585,ARD-3365,"عطر رينا بور فيم 100 مل","Alhambra","100 مل",perfumes,PENDING_ACQUISITION,,,merchant_backfill_required,QUEUED_FOR_BACKFILL,"Staged as metadata-only IMAGE_PENDING"
59,586,ARD-3366,"عطر هيركوليان لذر 80 مل","Alhambra","80 مل",perfumes,PENDING_ACQUISITION,,,merchant_backfill_required,QUEUED_FOR_BACKFILL,"Staged as metadata-only IMAGE_PENDING"
60,587,ARD-3378,"عطر ذا ترايل 100 مل","Alhambra","100 مل",perfumes,PENDING_ACQUISITION,,,merchant_backfill_required,QUEUED_FOR_BACKFILL,"Staged as metadata-only IMAGE_PENDING"
61,588,ARD-3379,"عطر جيك فلفت وردي سيكرت 100 مل","Alhambra","100 مل",perfumes,PENDING_ACQUISITION,,,merchant_backfill_required,QUEUED_FOR_BACKFILL,"Staged as metadata-only IMAGE_PENDING"
62,589,ARD-3384,"عطر بريشيوس اكسكلوسف 100 مل","Alhambra","100 مل",perfumes,PENDING_ACQUISITION,,,merchant_backfill_required,QUEUED_FOR_BACKFILL,"Staged as metadata-only IMAGE_PENDING"
63,590,ARD-3404,"عطر دارلنك بلو فور لايف هوم 100 مل","Alhambra","100 مل",perfumes,PENDING_ACQUISITION,,,merchant_backfill_required,QUEUED_FOR_BACKFILL,"Staged as metadata-only IMAGE_PENDING"
64,591,ARD-3405,"عطر كانديد هوم 100 مل","Alhambra","100 مل",perfumes,PENDING_ACQUISITION,,,merchant_backfill_required,QUEUED_FOR_BACKFILL,"Staged as metadata-only IMAGE_PENDING"
65,592,ARD-3481,"عطر مونتايجن فانيلا 100 مل","Alhambra","100 مل",perfumes,PENDING_ACQUISITION,,,merchant_backfill_required,QUEUED_FOR_BACKFILL,"Staged as metadata-only IMAGE_PENDING"
66,593,ARD-3602,"عطر دارك دور سبورت 100 مل","Alhambra","100 مل",perfumes,PENDING_ACQUISITION,,,merchant_backfill_required,QUEUED_FOR_BACKFILL,"Staged as metadata-only IMAGE_PENDING"
67,594,ARD-3604,"عطر فكتوريوسو مايث 100 مل","Alhambra","100 مل",perfumes,PENDING_ACQUISITION,,,merchant_backfill_required,QUEUED_FOR_BACKFILL,"Staged as metadata-only IMAGE_PENDING"
68,595,ARD-3605,"عطر ذا جانت 100 مل","Alhambra","100 مل",perfumes,PENDING_ACQUISITION,,,merchant_backfill_required,QUEUED_FOR_BACKFILL,"Staged as metadata-only IMAGE_PENDING"
69,596,ARD-3606,"عطر ذا مايث 100 مل","Alhambra","100 مل",perfumes,PENDING_ACQUISITION,,,merchant_backfill_required,QUEUED_FOR_BACKFILL,"Staged as metadata-only IMAGE_PENDING"
70,597,ARD-3630,"عطر كالوس 100 مل","Alhambra","100 مل",perfumes,PENDING_ACQUISITION,,,merchant_backfill_required,QUEUED_FOR_BACKFILL,"Staged as metadata-only IMAGE_PENDING"
71,598,ARD-3644,"عطر اكويلو هوم 100 مل","Alhambra","100 مل",perfumes,PENDING_ACQUISITION,,,merchant_backfill_required,QUEUED_FOR_BACKFILL,"Staged as metadata-only IMAGE_PENDING"
72,599,ARD-3645,"عطر قسمت موسكو 100 مل / همبر","Alhambra","100 مل",perfumes,PENDING_ACQUISITION,,,merchant_backfill_required,QUEUED_FOR_BACKFILL,"Staged as metadata-only IMAGE_PENDING"
73,600,ARD-3646,"عطر انفيني عود جويوس 100 مل","Alhambra","100 مل",perfumes,PENDING_ACQUISITION,,,merchant_backfill_required,QUEUED_FOR_BACKFILL,"Staged as metadata-only IMAGE_PENDING"
74,601,ARD-3652,"عطر جورج دي بروفومو ديب بلو","Alhambra","",perfumes,PENDING_ACQUISITION,,,merchant_backfill_required,QUEUED_FOR_BACKFILL,"Staged as metadata-only IMAGE_PENDING"
75,602,ARD-3718,"عطر جوبلنت نوير 100 مل","Alhambra","100 مل",perfumes,PENDING_ACQUISITION,,,merchant_backfill_required,QUEUED_FOR_BACKFILL,"Staged as metadata-only IMAGE_PENDING"
76,603,ARD-3719,"عطر مونتايجن كوكو 100 مل","Alhambra","100 مل",perfumes,PENDING_ACQUISITION,,,merchant_backfill_required,QUEUED_FOR_BACKFILL,"Staged as metadata-only IMAGE_PENDING"
77,604,ARD-3720,"عطر ناريسا بيج 100 مل","Alhambra","100 مل",perfumes,PENDING_ACQUISITION,,,merchant_backfill_required,QUEUED_FOR_BACKFILL,"Staged as metadata-only IMAGE_PENDING"
78,605,ARD-3721,"عطر فكتوريا فلور اوركيد 100 مل","Alhambra","100 مل",perfumes,PENDING_ACQUISITION,,,merchant_backfill_required,QUEUED_FOR_BACKFILL,"Staged as metadata-only IMAGE_PENDING"
79,606,ARD-3844,"عطر ناريسا روبي 100 مل","Alhambra","100 مل",perfumes,PENDING_ACQUISITION,,,merchant_backfill_required,QUEUED_FOR_BACKFILL,"Staged as metadata-only IMAGE_PENDING"
80,607,ARD-3861,"عطر لاروج باروك 100 مل","Alhambra","100 مل",perfumes,PENDING_ACQUISITION,,,merchant_backfill_required,QUEUED_FOR_BACKFILL,"Staged as metadata-only IMAGE_PENDING"
81,608,ARD-3862,"عطر فلور اديكشن 100 مل","Alhambra","100 مل",perfumes,PENDING_ACQUISITION,,,merchant_backfill_required,QUEUED_FOR_BACKFILL,"Staged as metadata-only IMAGE_PENDING"
82,609,ARD-3863,"عطر ماتيري دي بلو 100 مل","Alhambra","100 مل",perfumes,PENDING_ACQUISITION,,,merchant_backfill_required,QUEUED_FOR_BACKFILL,"Staged as metadata-only IMAGE_PENDING"
83,610,ARD-3869,"عطر فكتوريوسو نيرو 100 مل","Alhambra","100 مل",perfumes,PENDING_ACQUISITION,,,merchant_backfill_required,QUEUED_FOR_BACKFILL,"Staged as metadata-only IMAGE_PENDING"
84,611,ARD-3870,"عطر قسمت ماجيك 100 مل","Alhambra","100 مل",perfumes,PENDING_ACQUISITION,,,merchant_backfill_required,QUEUED_FOR_BACKFILL,"Staged as metadata-only IMAGE_PENDING"
85,612,ARD-3946,"عطر اوبلنس لذز 100 مل","Alhambra","100 مل",perfumes,PENDING_ACQUISITION,,,merchant_backfill_required,QUEUED_FOR_BACKFILL,"Staged as metadata-only IMAGE_PENDING"
86,613,ARD-3947,"عطر لاروج باروك اكستريم 100 مل","Alhambra","100 مل",perfumes,PENDING_ACQUISITION,,,merchant_backfill_required,QUEUED_FOR_BACKFILL,"Staged as metadata-only IMAGE_PENDING"
87,614,ARD-4139,"عطر مان دولسيزا 100 مل","Alhambra","100 مل",perfumes,PENDING_ACQUISITION,,,merchant_backfill_required,QUEUED_FOR_BACKFILL,"Staged as metadata-only IMAGE_PENDING"
88,615,ARD-4140,"عطر ايبيني 90 مل / هامبرا","Alhambra","90 مل",perfumes,PENDING_ACQUISITION,,,merchant_backfill_required,QUEUED_FOR_BACKFILL,"Staged as metadata-only IMAGE_PENDING"
89,616,ARD-4146,"عطر شوكر سيكرت 100 مل","Alhambra","100 مل",perfumes,PENDING_ACQUISITION,,,merchant_backfill_required,QUEUED_FOR_BACKFILL,"Staged as metadata-only IMAGE_PENDING"
90,617,ARD-4151,"عطر لافيفاسيتي 100 مل","Alhambra","100 مل",perfumes,PENDING_ACQUISITION,,,merchant_backfill_required,QUEUED_FOR_BACKFILL,"Staged as metadata-only IMAGE_PENDING"
91,618,ARD-4153,"عطر غراي اش 100 مل","Alhambra","100 مل",perfumes,PENDING_ACQUISITION,,,merchant_backfill_required,QUEUED_FOR_BACKFILL,"Staged as metadata-only IMAGE_PENDING"
92,619,ARD-4154,"عطر فيوشن انتنس 80 مل","Alhambra","80 مل",perfumes,PENDING_ACQUISITION,,,merchant_backfill_required,QUEUED_FOR_BACKFILL,"Staged as metadata-only IMAGE_PENDING"
93,620,ARD-4162,"عطر ونسوم 90 مل","Alhambra","90 مل",perfumes,PENDING_ACQUISITION,,,merchant_backfill_required,QUEUED_FOR_BACKFILL,"Staged as metadata-only IMAGE_PENDING"
94,621,ARD-4163,"عطر لافا 100 مل","Alhambra","100 مل",perfumes,PENDING_ACQUISITION,,,merchant_backfill_required,QUEUED_FOR_BACKFILL,"Staged as metadata-only IMAGE_PENDING"
95,622,ARD-4164,"عطر جوبلنت روز 100 مل","Alhambra","100 مل",perfumes,PENDING_ACQUISITION,,,merchant_backfill_required,QUEUED_FOR_BACKFILL,"Staged as metadata-only IMAGE_PENDING"
96,623,ARD-4168,"عطر لاجارمانتي اكلاتانت 100 مل","Alhambra","100 مل",perfumes,PENDING_ACQUISITION,,,merchant_backfill_required,QUEUED_FOR_BACKFILL,"Staged as metadata-only IMAGE_PENDING"
97,624,ARD-4170,"عطر جوبلنت ايسنس 100 مل","Alhambra","100 مل",perfumes,PENDING_ACQUISITION,,,merchant_backfill_required,QUEUED_FOR_BACKFILL,"Staged as metadata-only IMAGE_PENDING"
98,625,ARD-4171,"عطر ناريسا موي 100 مل","Alhambra","100 مل",perfumes,PENDING_ACQUISITION,,,merchant_backfill_required,QUEUED_FOR_BACKFILL,"Staged as metadata-only IMAGE_PENDING"
99,626,ARD-4173,"عطر فوجي نايت 100 مل","Alhambra","100 مل",perfumes,PENDING_ACQUISITION,,,merchant_backfill_required,QUEUED_FOR_BACKFILL,"Staged as metadata-only IMAGE_PENDING"
100,627,ARD-4174,"عطر كاميل 100 مل","Alhambra","100 مل",perfumes,PENDING_ACQUISITION,,,merchant_backfill_required,QUEUED_FOR_BACKFILL,"Staged as metadata-only IMAGE_PENDING"
101,628,ARD-4175,"عطر بينك ايكلبس 100 مل","Alhambra","100 مل",perfumes,PENDING_ACQUISITION,,,merchant_backfill_required,QUEUED_FOR_BACKFILL,"Staged as metadata-only IMAGE_PENDING"
102,629,ARD-4176,"عطر سنشوال فانيلا 100 مل","Alhambra","100 مل",perfumes,PENDING_ACQUISITION,,,merchant_backfill_required,QUEUED_FOR_BACKFILL,"Staged as metadata-only IMAGE_PENDING"
103,630,ARD-4177,"عطر سيليستي 100 مل","Alhambra","100 مل",perfumes,PENDING_ACQUISITION,,,merchant_backfill_required,QUEUED_FOR_BACKFILL,"Staged as metadata-only IMAGE_PENDING"
104,631,ARD-4178,"عطر لاجارمانتي 100 مل","Alhambra","100 مل",perfumes,PENDING_ACQUISITION,,,merchant_backfill_required,QUEUED_FOR_BACKFILL,"Staged as metadata-only IMAGE_PENDING"
105,632,ARD-4188,"ديسدنت وندر 100 مل","Alhambra","100 مل",perfumes,PENDING_ACQUISITION,,,merchant_backfill_required,QUEUED_FOR_BACKFILL,"Staged as metadata-only IMAGE_PENDING"
106,633,ARD-4190,"عطر يور تج عود 100 مل","Alhambra","100 مل",perfumes,PENDING_ACQUISITION,,,merchant_backfill_required,QUEUED_FOR_BACKFILL,"Staged as metadata-only IMAGE_PENDING"
107,634,ARD-4192,"عطر اكسكويسايت كلوب 100 مل","Alhambra","100 مل",perfumes,PENDING_ACQUISITION,,,merchant_backfill_required,QUEUED_FOR_BACKFILL,"Staged as metadata-only IMAGE_PENDING"
108,635,ARD-4194,"عطر روز اورجامي 100 مل","Alhambra","100 مل",perfumes,PENDING_ACQUISITION,,,merchant_backfill_required,QUEUED_FOR_BACKFILL,"Staged as metadata-only IMAGE_PENDING"
109,636,ARD-4195,"عطر يور تج توباكو 100 مل","Alhambra","100 مل",perfumes,PENDING_ACQUISITION,,,merchant_backfill_required,QUEUED_FOR_BACKFILL,"Staged as metadata-only IMAGE_PENDING"
110,637,ARD-4199,"عطر يور تج امبر 100 مل","Alhambra","100 مل",perfumes,PENDING_ACQUISITION,,,merchant_backfill_required,QUEUED_FOR_BACKFILL,"Staged as metadata-only IMAGE_PENDING"
111,638,ARD-4207,"عطر فكتوريوسو هيرويك 100 مل","Alhambra","100 مل",perfumes,PENDING_ACQUISITION,,,merchant_backfill_required,QUEUED_FOR_BACKFILL,"Staged as metadata-only IMAGE_PENDING"
112,639,ARD-4208,"عطر فكتوريوسو فيرلس 100 مل","Alhambra","100 مل",perfumes,PENDING_ACQUISITION,,,merchant_backfill_required,QUEUED_FOR_BACKFILL,"Staged as metadata-only IMAGE_PENDING"
113,640,ARD-4209,"عطر سموكي تج 80 مل","Alhambra","80 مل",perfumes,PENDING_ACQUISITION,,,merchant_backfill_required,QUEUED_FOR_BACKFILL,"Staged as metadata-only IMAGE_PENDING"
114,641,ARD-4210,"عطر جاردين دي رايف 100 مل","Alhambra","100 مل",perfumes,PENDING_ACQUISITION,,,merchant_backfill_required,QUEUED_FOR_BACKFILL,"Staged as metadata-only IMAGE_PENDING"
115,642,ARD-4211,"عطر اثينا 100 مل","Alhambra","100 مل",perfumes,PENDING_ACQUISITION,,,merchant_backfill_required,QUEUED_FOR_BACKFILL,"Staged as metadata-only IMAGE_PENDING"
116,643,ARD-4217,"عطر فكتوريوسو لاغاسي 100 مل","Alhambra","100 مل",perfumes,PENDING_ACQUISITION,,,merchant_backfill_required,QUEUED_FOR_BACKFILL,"Staged as metadata-only IMAGE_PENDING"
117,644,ARD-4240,"عطر ايسنس ايبوني 80 مل","Alhambra","80 مل",perfumes,PENDING_ACQUISITION,,,merchant_backfill_required,QUEUED_FOR_BACKFILL,"Staged as metadata-only IMAGE_PENDING"
118,645,ARD-4241,"عطر تورو كلاس 100 مل","Alhambra","100 مل",perfumes,PENDING_ACQUISITION,,,merchant_backfill_required,QUEUED_FOR_BACKFILL,"Staged as metadata-only IMAGE_PENDING"
119,646,ARD-4243,"عطر سيبتري اوسيانا 100 مل","Alhambra","100 مل",perfumes,PENDING_ACQUISITION,,,merchant_backfill_required,QUEUED_FOR_BACKFILL,"Staged as metadata-only IMAGE_PENDING"
120,647,ARD-4244,"عطر فليمنك الكسير 80 مل","Alhambra","80 مل",perfumes,PENDING_ACQUISITION,,,merchant_backfill_required,QUEUED_FOR_BACKFILL,"Staged as metadata-only IMAGE_PENDING"
121,648,ARD-4245,"عطر اكلات دي لون 100 مل","Alhambra","100 مل",perfumes,PENDING_ACQUISITION,,,merchant_backfill_required,QUEUED_FOR_BACKFILL,"Staged as metadata-only IMAGE_PENDING"
122,649,ARD-4247,"عطر جيان لوي فرايجي 100 مل","Alhambra","100 مل",perfumes,PENDING_ACQUISITION,,,merchant_backfill_required,QUEUED_FOR_BACKFILL,"Staged as metadata-only IMAGE_PENDING"
123,650,ARD-4248,"عطر سيبتري برونزايت 100 مل","Alhambra","100 مل",perfumes,PENDING_ACQUISITION,,,merchant_backfill_required,QUEUED_FOR_BACKFILL,"Staged as metadata-only IMAGE_PENDING"
124,651,ARD-4249,"عطر سيبتري امازونايت 100 مل","Alhambra","100 مل",perfumes,PENDING_ACQUISITION,,,merchant_backfill_required,QUEUED_FOR_BACKFILL,"Staged as metadata-only IMAGE_PENDING"
125,652,ARD-4250,"عطر مايستيريوس امبر 80 مل","Alhambra","80 مل",perfumes,PENDING_ACQUISITION,,,merchant_backfill_required,QUEUED_FOR_BACKFILL,"Staged as metadata-only IMAGE_PENDING"
126,653,ARD-4251,"عطر لوف سبارك 80 مل","Alhambra","80 مل",perfumes,PENDING_ACQUISITION,,,merchant_backfill_required,QUEUED_FOR_BACKFILL,"Staged as metadata-only IMAGE_PENDING"
