priority,merchant_sku,product_name,source_product_url,image_source_url,source_type,identity_match,review_status,downloaded_at,normalized_file,mime,width,height,bytes,sha256,notes
30,ARD-1322,عطر رائد ذهبي,https://www.lattafa-usa.com/products/raed-gold,https://cdn.shopify.com/s/files/1/0754/4936/8799/files/1_94ee3c24-9796-4fd9-9a6d-b9ed3d2394e9.png?v=1747501138,official_distributor,YES,APPROVED,2026-08-05T13:16:17.696087Z,.tmp-product-import\ard-al-khaleej\bulk2200\normalized\ARD-1322.webp,image/webp,1200,1200,69460,7321E30069B2DE23D73B1DFA6FE61103B484DB89AE937997FB9CB87C6EFC0D0E,alias raed-gold->raed-gold
31,ARD-1323,عطر رائد سلفر,https://www.lattafa-usa.com/products/raed-silver,https://cdn.shopify.com/s/files/1/0754/4936/8799/files/1_04b14af2-b763-40e3-9bc7-c36207fad915.png?v=1756362112,official_distributor,YES,APPROVED,2026-08-05T13:06:29.413157Z,.tmp-product-import\ard-al-khaleej\bulk2200\normalized\ARD-1323.webp,image/webp,1200,1200,55572,D1BB1C30E08911E89A4A61E14B9B15EA8A3C6FAD85057C4B05EABCD9E22E1332,official_sitemap score=1.0 raed-silver
32,ARD-1330,عطر اجيال,https://www.perfumeoutlet.com/products/lattafa-ajial-by-lattafa-eau-de-parfum,https://cdn.shopify.com/s/files/1/0576/2727/9453/files/FXP563818.jpg?v=1700000000,specialty_retailer,YES,APPROVED,2026-08-05T13:30:25.426150Z,.tmp-product-import\ard-al-khaleej\bulk2200\normalized\ARD-1330.webp,image/webp,750,750,48776,413CCEB9A646B59612BE6E77C6389D3BA892F53CBCE1482BB6503361653A3D8B,Ajial/Ajyal EDP
33,ARD-1338,عطر عروق العود اميرلد,https://www.oriental-style.de/en/products/lattafa-urooq-al-oud-eau-de-parfum-spray-perfume,https://cdn.shopify.com/s/files/1/0958/5809/8515/files/b363fbbeada03db6b42a392c4e9c0040.png?v=1776700657,reputable_retailer,YES,APPROVED,2026-08-05T13:39:16.100879Z,.tmp-product-import\ard-al-khaleej\bulk2200\normalized\ARD-1338.webp,image/webp,1200,1200,53698,EB65276E099FB18756E9D4E88EBFC3E3D08401EB78F40DDB25926BDD60A3FA73,Urooq Al Oud Emerald
34,ARD-1433,عطر بديع العود,https://lattafaparfum.eu/products/badee-al-oud,https://cdn.shopify.com/s/files/1/0957/1231/3609/files/LattafaBadeeAlOud_2.webp?v=1777207149,official_distributor,YES,APPROVED,2026-08-05T13:06:39.013734Z,.tmp-product-import\ard-al-khaleej\bulk2200\normalized\ARD-1433.webp,image/webp,1200,1200,72206,1B76AB8B6D70A669BD1638063031402BFA4AADE52CE0E896C5112AC161FF58C6,corpus score=1.0
35,ARD-1438,كونفيدينتال ذهبي,https://www.lattafa-usa.com/products/confidential-private-gold,https://cdn.shopify.com/s/files/1/0754/4936/8799/files/1_95dc51cc-eca3-4200-bc3e-3afa255dcd41.png?v=1747500665,official_distributor,YES,APPROVED,2026-08-05T13:18:17.368661Z,.tmp-product-import\ard-al-khaleej\bulk2200\normalized\ARD-1438.webp,image/webp,1200,1200,37080,02D3B1FC47658511E40CCCC7B1A470139AE2101D12E9CF410EB61C4A7625B498,Confidential Private Gold
36,ARD-1439,كونفيدينتال سلفر,https://dubaiesencias.com/products/confidential-silver-lattafa,http://dubaiesencias.com/cdn/shop/files/Confidential-silver-Lattafa-100-ML-Lattafa-66484843.webp?v=1729277948,reputable_retailer,YES,APPROVED,2026-08-05T13:26:41.617892Z,.tmp-product-import\ard-al-khaleej\bulk2200\normalized\ARD-1439.webp,image/webp,713,713,59124,34853E488E0053DBFC998E1DA1C0D29C96FA48E6DFB2C253AF5DE14EE9A6DF6D,confidential-silver-lattafa
37,ARD-1513,عطر خالص عودي,https://tripletraders.com/products/khalis-oudi-pure-arabian-oudi-floral-musky-vanilla-eau-de-parfum-by-lattafa-100ml-by-khalis-oudi,https://cdn.shopify.com/s/files/1/0014/6590/9313/products/63707b1fb778ce74f21c7f02.png?v=1680196368,reputable_retailer,YES,APPROVED,2026-08-05T13:18:18.188231Z,.tmp-product-import\ard-al-khaleej\bulk2200\normalized\ARD-1513.webp,image/webp,1200,1200,283320,FC909A1BEB7B5B463D02E3EF77F6BB99B83904E1945471488C23173FC0F8A55C,Khalis Pure Oudi
38,ARD-1672,عطر شيخ الشيوخ / اصدار نهائي,https://www.myperfumeshop.ae/products/lattafa-sheikh-al-shuyukh-final-edition-edp,https://cdn.shopify.com/s/files/1/0388/7287/5140/files/lattafa-sheikh-al-shuyukh-final-edition-edp-perfume-cologne-566059.png?v=1714655772,reputable_retailer,YES,APPROVED,2026-08-05T13:18:22.282221Z,.tmp-product-import\ard-al-khaleej\bulk2200\normalized\ARD-1672.webp,image/webp,1200,1200,71076,924BDFAE78D99671C8651AF8C45CE3272C4A3E2E5006C1F8C9BBAFB293380028,Sheikh Final Edition
40,ARD-1702,عطر ملك الطيور مركز,https://www.oriental-style.de/en/products/parfum-malik-al-tayoor-concentrated-eau-de-parfum-100ml-spray-von-lattafa,https://cdn.shopify.com/s/files/1/0958/5809/8515/files/a970b7e39661834e38c19bb9c2fd6010.png?v=1776706418,reputable_retailer,YES,APPROVED,2026-08-05T13:18:23.233687Z,.tmp-product-import\ard-al-khaleej\bulk2200\normalized\ARD-1702.webp,image/webp,1200,1200,97448,FB802B3B75F9F530226B93A75E1FE5938CA000F9663F9D7F4F1E0B326A191C1F,Malik Al Tayoor Concentrated
41,ARD-1744,عطر اديب,https://www.lattafa-usa.com/products/adeeb,https://cdn.shopify.com/s/files/1/0754/4936/8799/files/1_be28bab2-341d-473a-b449-0ccca8040994.png?v=1747500290,official_distributor,YES,APPROVED,2026-08-05T13:06:30.328488Z,.tmp-product-import\ard-al-khaleej\bulk2200\normalized\ARD-1744.webp,image/webp,1200,1200,31120,043E561D1ADE2C241996FAFAD141A7B63B1447A3DDEBA44628BCF0B338BAFACA,official_sitemap score=1.0 adeeb
42,ARD-1774,عطر سر حبي,https://olvio.co.uk/products/ser-hubbee-perfume,https://cdn.shopify.com/s/files/1/0849/5218/7206/files/Lattafa_Ser_Hubbee_Perfume_100ml_EDP_Box_and_Bottle.jpg?v=1726992549,reputable_retailer,YES,APPROVED,2026-08-05T13:18:24.068991Z,.tmp-product-import\ard-al-khaleej\bulk2200\normalized\ARD-1774.webp,image/webp,1200,1200,215566,A2EBCEDDADE341D5832ABB452F35666D474D86E331811E2F383F5945B18A29D4,Ser Hubbee
43,ARD-1816,عطر الفرسان عود اديشن,https://www.lattafa-usa.com/products/qaed-al-fursan,https://cdn.shopify.com/s/files/1/0754/4936/8799/files/1_9fb3182c-ce4b-4238-ac54-ed0498a19be6.png?v=1747501113,official_distributor,YES,APPROVED,2026-08-05T13:09:54.039848Z,.tmp-product-import\ard-al-khaleej\bulk2200\normalized\ARD-1816.webp,image/webp,1200,1200,67086,F2C0E9D99844F56750162C065CC533A8FDABB5636B7D9DEDE37D4A89B4BC6AC4,"curated slug=qaed-al-fursan cands=['qaed-al-fursan', 'qaed-al-fursan-unlimited', 'qaed-al-fursan-unlimited-1']"
44,ARD-1856,عطر قلائد,https://www.rioperfumes.co.za/products/lattafa-qalaad-100ml-eau-de-parfum,https://cdn.shopify.com/s/files/1/0092/0246/6896/products/1_1.jpg?v=1632741924,reputable_retailer,YES,APPROVED,2026-08-05T13:18:24.427336Z,.tmp-product-import\ard-al-khaleej\bulk2200\normalized\ARD-1856.webp,image/webp,680,680,32784,87F1D15763695A953D1476A16782CD8A1AEDF8753353C1DDB56960E9320EF8BF,Qalaad
45,ARD-1910,عطر ماهر اسود,https://lattafaparfum.eu/products/maahir-black,https://cdn.shopify.com/s/files/1/0957/1231/3609/files/2-64.jpg?v=1777206210,official_distributor,YES,APPROVED,2026-08-05T13:06:40.140470Z,.tmp-product-import\ard-al-khaleej\bulk2200\normalized\ARD-1910.webp,image/webp,1200,1200,19766,57836FEF50B646D09E1955EFB3F036026190332CAA8A861EF85AFD4AE6235F1F,corpus score=1.0
46,ARD-2105,عطر اجود,https://www.lattafaindia.com/products/ajwad,https://cdn.shopify.com/s/files/1/0635/2270/1395/files/03_6.png?v=1768994998,official_distributor,YES,APPROVED,2026-08-05T13:18:28.067658Z,.tmp-product-import\ard-al-khaleej\bulk2200\normalized\ARD-2105.webp,image/webp,1200,1200,117432,7F24CDA6B6E21AFCCB9D898231FF984D6E265AB40E84076A80B8150A4612C904,Ajwad
47,ARD-2116,عطر الاثال 100 مل,https://www.perfumenz.co.nz/products/al-athal-by-lattafa-100ml-edp,https://cdn.shopify.com/s/files/1/0259/7733/files/lattafa-al-athal.png?v=1724801391,reputable_retailer,YES,APPROVED,2026-08-05T13:18:28.595504Z,.tmp-product-import\ard-al-khaleej\bulk2200\normalized\ARD-2116.webp,image/webp,760,760,78280,080FB4B983E61DA26D46788EEED0159A14E26F8594A81FBCBCF04219F88EB36C,Al Athal
48,ARD-2117,عطر اعجازي لطافة سلفر,https://www.lattafa-usa.com/products/ejaazi,https://cdn.shopify.com/s/files/1/0754/4936/8799/files/1_9e48a67b-8701-4929-a666-ca6e8ba5391a.png?v=1747500687,official_distributor,YES,APPROVED,2026-08-05T13:16:20.862262Z,.tmp-product-import\ard-al-khaleej\bulk2200\normalized\ARD-2117.webp,image/webp,1200,1200,35014,6C428BD6227133BE2D370D7CB041FCA8489AB1AA4834A6558D08425033310C6C,alias ejaazi->ejaazi
53,ARD-2150,عطر اصحاب,https://www.simplyislam.com/products/ashaab-100ml-edp-by-lattafa-perfume-new-arabian-fragrance-fast-fruity-citrus,https://cdn.shopify.com/s/files/1/1802/1391/files/ashaab-100ml-edp-by-lattafa-perfume-new-arabian-fragrance-fast-fruity-citrus-simplyislam.png?v=1717723186,reputable_retailer,YES,APPROVED,2026-08-05T13:39:19.602257Z,.tmp-product-import\ard-al-khaleej\bulk2200\normalized\ARD-2150.webp,image/webp,1200,1200,99296,C2A0532045B31B1E383321899678E652A5B30A56AD58AC44500EABA67E85345D,Ashaab 100ml
54,ARD-2151,عطر ثريا,https://www.perfumenz.co.nz/products/thuraya-by-lattafa-100ml-edp,https://cdn.shopify.com/s/files/1/0259/7733/files/lattafa-thuraya---2_86e3bf4c-5220-4f89-8707-b9320bdf90c4.png?v=1724979942,reputable_retailer,YES,APPROVED,2026-08-05T13:18:29.236011Z,.tmp-product-import\ard-al-khaleej\bulk2200\normalized\ARD-2151.webp,image/webp,655,655,52802,C97FAF36482CCF4571555778F06AC455CF195AE78CCEF86B0E355003CD6EA22F,Thuraya
55,ARD-2497,عطر خلطة لطافة 100 مل,https://www.lattafa-usa.com/products/khaltat-al-arabia-royal-blend,https://cdn.shopify.com/s/files/1/0754/4936/8799/files/1_a254afa0-c918-4be5-a17d-937014313595.png?v=1747498318,official_distributor,YES,APPROVED,2026-08-05T13:16:18.274236Z,.tmp-product-import\ard-al-khaleej\bulk2200\normalized\ARD-2497.webp,image/webp,1200,1200,22726,EF7F1EC7AE09E687621CD67E41D71A22EC9C4501FC6EFBCF2426284547DD009C,alias khaltat-al-arabia-royal-blend->khaltat-al-arabia-royal-blend
56,ARD-2503,عطر محاسن كرستال,https://www.lattafa-usa.com/products/mahasin-crystal,https://cdn.shopify.com/s/files/1/0754/4936/8799/files/1_5c19a45f-a17d-42f7-8e58-ecf341f13ca4.png?v=1747498457,official_distributor,YES,APPROVED,2026-08-05T13:16:18.893433Z,.tmp-product-import\ard-al-khaleej\bulk2200\normalized\ARD-2503.webp,image/webp,1200,1200,24764,46F8C3D4D3638F9D30269B425A3A8A2CBF0E36F2178C3BC2851780A9276240C2,alias mahasin-crystal->mahasin-crystal
58,ARD-2519,عطر المؤرخ 100 مل,https://www.oriental-style.de/en/products/lattafa-al-muarikh-the-historian-perfume-spray,https://www.oriental-style.de/cdn/shop/files/b923888a46ebe04e1660af8dbe7ed338.png?v=1776704577&width=2048,reputable_retailer,YES,APPROVED,2026-08-05T13:18:31.208999Z,.tmp-product-import\ard-al-khaleej\bulk2200\normalized\ARD-2519.webp,image/webp,1200,1200,247124,0B618CC3734ED5133D274311C6BCC2429A25FC1A9BC6E37E882AEB83ADD2A996,Al Muarikh Historian
59,ARD-2768,عطر مهرة سيلكي روز وردي 100 مل,https://emiratesoud.co.uk/products/mohra-silky-rose-perfume-100ml-edp-lattafa,https://cdn.shopify.com/s/files/1/0798/6898/5693/files/mohra-silky-rose-perfume-100ml-edp-lattafa-emirates-oud.jpg?v=1713056634,reputable_retailer,YES,APPROVED,2026-08-05T13:39:15.449271Z,.tmp-product-import\ard-al-khaleej\bulk2200\normalized\ARD-2768.webp,image/webp,1200,1200,43358,F2AB3C100E4324DEDBD3302F0B971A6172C32CA1370A4B0B9F6A8675F0C3654E,Mohra Silky Rose labeled 100ml
60,ARD-2868,عطر ميار,https://lattafaparfum.eu/products/mayar,https://cdn.shopify.com/s/files/1/0957/1231/3609/files/LattafaMayar_1.webp?v=1777205641,official_distributor,YES,APPROVED,2026-08-05T13:06:44.985043Z,.tmp-product-import\ard-al-khaleej\bulk2200\normalized\ARD-2868.webp,image/webp,1200,1200,50924,9A5C220935865C7BE4187B0756B106A082A2ABBF3A94250BA2E7BA27FB379D91,corpus score=1.0
61,ARD-2875,عطر مسمم,https://soghaat.co.uk/products/musamam-100ml-edp-by-lattafa/,http://soghaat.co.uk/cdn/shop/files/lattafa-perfumes-musamam-edp-100-ml-oae-original.1800x1800w.jpg?v=1777399482,reputable_retailer,YES,APPROVED,2026-08-05T13:21:23.708950Z,.tmp-product-import\ard-al-khaleej\bulk2200\normalized\ARD-2875.webp,image/webp,1200,1200,133700,B475E647F3EED6CD426FA35B1BC19BF03E760CF40C22B9CBE3B4BC7899D9BA9D,Musamam
62,ARD-2962,عطر نشيط,https://soghaat.co.uk/products/nasheet-100ml-edp-by-lattafa/,https://soghaat.co.uk/cdn/shop/files/lattafa-nasheet-100ml-apa-de-parfum_8368667.jpg?v=1777397313,reputable_retailer,YES,APPROVED,2026-08-05T13:18:32.114890Z,.tmp-product-import\ard-al-khaleej\bulk2200\normalized\ARD-2962.webp,image/webp,640,640,63558,406C1F0E7FE3B175526A8ED4EC6DBDCA68B9E5E4C9CFB63C5A47899216964937,Nasheet
