batch_id,source_row_number,merchant_sku,normalized_name,slug,category,brand,size,price_source_status,image_source,normalized_image_path,image_sha256,validation_status,rejection_reason
batch001,15,ARD-3829,عطر اكوا شهامه الليل 100 مل,عطر-اكوا-شهامه-الليل-100-مل-ard-3829,perfumes,Saif Al Fares,100 مل,VALID,.tmp-product-import/ard-al-khaleej/bulk2200/normalized/ARD-3829.webp,ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/bulk2200/ARD-3829-789C0F5E.webp,789C0F5E6129E73D533E2584258037FB37DA83677A64C15FD16D6DC38A0070DC,READY,
batch001,16,ARD-3830,عطر اكوا شهامه الروح 100 مل,عطر-اكوا-شهامه-الروح-100-مل-ard-3830,perfumes,Saif Al Fares,100 مل,VALID,.tmp-product-import/ard-al-khaleej/bulk2200/normalized/ARD-3830.webp,ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/bulk2200/ARD-3830-C5FB18BD.webp,C5FB18BD754A08FDF895DC529B8E92A2846B179F0539234BFA6C322CCC63CFF2,READY,
batch001,17,ARD-3831,عطر اكوا شهامه الاحلام 100 مل,عطر-اكوا-شهامه-الاحلام-100-مل-ard-3831,perfumes,Saif Al Fares,100 مل,VALID,.tmp-product-import/ard-al-khaleej/bulk2200/normalized/ARD-3831.webp,ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/bulk2200/ARD-3831-01516A66.webp,01516A6664D823E984DCAB0E765838E5DBFAFA55338EA2A19C2E38C8B813B629,READY,
batch001,18,ARD-3832,عطر اكوا شهامه الشغف 100 مل,عطر-اكوا-شهامه-الشغف-100-مل-ard-3832,perfumes,Saif Al Fares,100 مل,VALID,.tmp-product-import/ard-al-khaleej/bulk2200/normalized/ARD-3832.webp,ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/bulk2200/ARD-3832-412CA3B6.webp,412CA3B6CFF582069831C2C3A4C6311B3B45FECE0D93C7F78E5ADF160890C0AC,READY,
batch001,19,ARD-3833,عطر اكوا اصالة عود 100 مل,عطر-اكوا-اصالة-عود-100-مل-ard-3833,perfumes,Saif Al Fares,100 مل,VALID,.tmp-product-import/ard-al-khaleej/bulk2200/normalized/ARD-3833.webp,ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/bulk2200/ARD-3833-DDB3EEFB.webp,DDB3EEFB3DD3FC85E33CEE15405FBF93EB1C9F771C22BF84286F9C08126DE0C4,READY,
batch001,20,ARD-3834,عطر اكوا اصالة صفا 100 مل,عطر-اكوا-اصالة-صفا-100-مل-ard-3834,perfumes,Saif Al Fares,100 مل,VALID,.tmp-product-import/ard-al-khaleej/bulk2200/normalized/ARD-3834.webp,ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/bulk2200/ARD-3834-8411530D.webp,8411530D2CA165FD4A0A4F4CD8297A431861BA32F07D403F82CA775993971C09,READY,
batch001,21,ARD-3835,عطر اكوا اصالة مسك 100 مل,عطر-اكوا-اصالة-مسك-100-مل-ard-3835,perfumes,Saif Al Fares,100 مل,VALID,.tmp-product-import/ard-al-khaleej/bulk2200/normalized/ARD-3835.webp,ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/bulk2200/ARD-3835-5C2E0485.webp,5C2E0485227700EF69BEC4BA8F64619FD3716AF8B497EE7D4C72E846CF09E4D2,READY,
batch001,22,ARD-3836,عطر اكوا اصالة مروة 100 مل,عطر-اكوا-اصالة-مروة-100-مل-ard-3836,perfumes,Saif Al Fares,100 مل,VALID,.tmp-product-import/ard-al-khaleej/bulk2200/normalized/ARD-3836.webp,ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/bulk2200/ARD-3836-EA921E4C.webp,EA921E4C3E76963740480A4C3B7D7B1EFF81B3E010DA8E01C75F44174A575D18,READY,
batch001,23,ARD-3837,عطر اكوا اصالة شروق 100 مل,عطر-اكوا-اصالة-شروق-100-مل-ard-3837,perfumes,Saif Al Fares,100 مل,VALID,.tmp-product-import/ard-al-khaleej/bulk2200/normalized/ARD-3837.webp,ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/bulk2200/ARD-3837-8958B30B.webp,8958B30B31732F4955A8A0516D0B607154E46A4BF8DCFD97FD184E63040DEF41,READY,
batch001,24,ARD-3838,عطر اكوا كلماتي قمر 100 مل,عطر-اكوا-كلماتي-قمر-100-مل-ard-3838,perfumes,Saif Al Fares,100 مل,VALID,.tmp-product-import/ard-al-khaleej/bulk2200/normalized/ARD-3838.webp,ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/bulk2200/ARD-3838-C415A34A.webp,C415A34A430FE27D774FF375B62CA785638758A29747E51B2343831DBF1E95B8,READY,
batch001,25,ARD-3839,عطر اكوا كلماتي شمس 100 مل,عطر-اكوا-كلماتي-شمس-100-مل-ard-3839,perfumes,Saif Al Fares,100 مل,VALID,.tmp-product-import/ard-al-khaleej/bulk2200/normalized/ARD-3839.webp,ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/bulk2200/ARD-3839-8EE594FB.webp,8EE594FB71CE340C75F85E31D4E77F8301AD01E07C6C046D135B5F666019B565,READY,
batch001,26,ARD-3840,عطر اكوا كلماتي رحمة 100 مل,عطر-اكوا-كلماتي-رحمة-100-مل-ard-3840,perfumes,Saif Al Fares,100 مل,VALID,.tmp-product-import/ard-al-khaleej/bulk2200/normalized/ARD-3840.webp,ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/bulk2200/ARD-3840-AA54BB0A.webp,AA54BB0AA5519C297B84E979B1D5303CAD749A7CB499EB33C2515F5E80CE626A,READY,
batch001,27,ARD-3842,عطر اكوا كلماتي شوق 100 مل,عطر-اكوا-كلماتي-شوق-100-مل-ard-3842,perfumes,Saif Al Fares,100 مل,VALID,.tmp-product-import/ard-al-khaleej/bulk2200/normalized/ARD-3842.webp,ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/bulk2200/ARD-3842-A8DAE749.webp,A8DAE749B4843DB3D7D9429A597923E0E5B695661F4CA1BBAA6C1E649E2D5132,READY,
batch001,29,ARD-249,عطر قائد,عطر-قائد-ard-249,perfumes,Lattafa,,VALID,.tmp-product-import/ard-al-khaleej/batch100/images-source/ARD-249.webp,ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/bulk2200/ARD-249-282E4A14.webp,282E4A14E12C98CA43F5DB49536B0CF115F234F097DA9527A671966C0EAC45E7,READY,
batch001,36,ARD-422,عطر خشبي,عطر-خشبي-ard-422,perfumes,Lattafa,,VALID,.tmp-product-import/ard-al-khaleej/batch100/images-source/ARD-422.jpg,ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/bulk2200/ARD-422-38A232D7.webp,38A232D75F58018BBB79C1DDEFC728E55A8439B85B8FF30F666BC8C75F966C78,READY,
batch001,41,ARD-468,عطر خلطات عربيه ذهبي,عطر-خلطات-عربيه-ذهبي-ard-468,perfumes,Lattafa,,VALID,.tmp-product-import/ard-al-khaleej/batch100/images-source/ARD-468.jpg,ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/bulk2200/ARD-468-77D3C129.webp,77D3C1294FBC003613C304E0783762AA9FEF1BBC9E5552FD07B3D44A130D5F02,READY,
batch001,58,ARD-1249,عطر سر الخلود الذهبي,عطر-سر-الخلود-الذهبي-ard-1249,perfumes,Lattafa,,VALID,.tmp-product-import/ard-al-khaleej/bulk2200/normalized/ARD-1249.webp,ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/bulk2200/ARD-1249-54D5EC31.webp,54D5EC31432F4326BE2021C51AC0486A120E40929379F3ECCDF3E0C45DC3E782,READY,
batch001,59,ARD-1250,عطر امير العود,عطر-امير-العود-ard-1250,perfumes,Lattafa,,VALID,.tmp-product-import/ard-al-khaleej/bulk2200/normalized/ARD-1250.webp,ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/bulk2200/ARD-1250-A9149A05.webp,A9149A05773481EF5EA0CDC6482725CAA5B4E6BAD68A615E6BE729326326B159,READY,
batch001,60,ARD-1256,عطر ماهر الذهبي,عطر-ماهر-الذهبي-ard-1256,perfumes,Lattafa,,VALID,.tmp-product-import/ard-al-khaleej/bulk2200/normalized/ARD-1256.webp,ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/bulk2200/ARD-1256-1287F538.webp,1287F538133494DFB6CCC5ADDCBEF34BEDF50E446B0A0C12D81B8E842479CC54,READY,
batch001,61,ARD-1322,عطر رائد ذهبي,عطر-رائد-ذهبي-ard-1322,perfumes,Lattafa,,VALID,.tmp-product-import/ard-al-khaleej/bulk2200/normalized/ARD-1322.webp,ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/bulk2200/ARD-1322-7321E300.webp,7321E30069B2DE23D73B1DFA6FE61103B484DB89AE937997FB9CB87C6EFC0D0E,READY,
batch001,62,ARD-1323,عطر رائد سلفر,عطر-رائد-سلفر-ard-1323,perfumes,Lattafa,,VALID,.tmp-product-import/ard-al-khaleej/bulk2200/normalized/ARD-1323.webp,ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/bulk2200/ARD-1323-D1BB1C30.webp,D1BB1C30E08911E89A4A61E14B9B15EA8A3C6FAD85057C4B05EABCD9E22E1332,READY,
batch001,63,ARD-1330,عطر اجيال,عطر-اجيال-ard-1330,perfumes,Lattafa,,VALID,.tmp-product-import/ard-al-khaleej/bulk2200/normalized/ARD-1330.webp,ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/bulk2200/ARD-1330-413CCEB9.webp,413CCEB9A646B59612BE6E77C6389D3BA892F53CBCE1482BB6503361653A3D8B,READY,
batch001,64,ARD-1338,عطر عروق العود اميرلد,عطر-عروق-العود-اميرلد-ard-1338,perfumes,Lattafa,,VALID,.tmp-product-import/ard-al-khaleej/bulk2200/normalized/ARD-1338.webp,ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/bulk2200/ARD-1338-EB65276E.webp,EB65276E099FB18756E9D4E88EBFC3E3D08401EB78F40DDB25926BDD60A3FA73,READY,
batch001,67,ARD-1433,عطر بديع العود,عطر-بديع-العود-ard-1433,perfumes,Lattafa,,VALID,.tmp-product-import/ard-al-khaleej/bulk2200/normalized/ARD-1433.webp,ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/bulk2200/ARD-1433-1B76AB8B.webp,1B76AB8B6D70A669BD1638063031402BFA4AADE52CE0E896C5112AC161FF58C6,READY,
batch001,68,ARD-1438,كونفيدينتال ذهبي,كونفيدينتال-ذهبي-ard-1438,perfumes,Lattafa,,VALID,.tmp-product-import/ard-al-khaleej/bulk2200/normalized/ARD-1438.webp,ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/bulk2200/ARD-1438-02D3B1FC.webp,02D3B1FC47658511E40CCCC7B1A470139AE2101D12E9CF410EB61C4A7625B498,READY,
batch001,69,ARD-1439,كونفيدينتال سلفر,كونفيدينتال-سلفر-ard-1439,perfumes,Lattafa,,VALID,.tmp-product-import/ard-al-khaleej/bulk2200/normalized/ARD-1439.webp,ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/bulk2200/ARD-1439-34853E48.webp,34853E488E0053DBFC998E1DA1C0D29C96FA48E6DFB2C253AF5DE14EE9A6DF6D,READY,
batch001,71,ARD-1513,عطر خالص عودي,عطر-خالص-عودي-ard-1513,perfumes,Lattafa,,VALID,.tmp-product-import/ard-al-khaleej/bulk2200/normalized/ARD-1513.webp,ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/bulk2200/ARD-1513-FC909A1B.webp,FC909A1BEB7B5B463D02E3EF77F6BB99B83904E1945471488C23173FC0F8A55C,READY,
batch001,72,ARD-1672,عطر شيخ الشيوخ / اصدار نهائي,عطر-شيخ-الشيوخ-اصدار-نهائي-ard-1672,perfumes,Lattafa,,VALID,.tmp-product-import/ard-al-khaleej/bulk2200/normalized/ARD-1672.webp,ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/bulk2200/ARD-1672-924BDFAE.webp,924BDFAE78D99671C8651AF8C45CE3272C4A3E2E5006C1F8C9BBAFB293380028,READY,
batch001,74,ARD-1702,عطر ملك الطيور مركز,عطر-ملك-الطيور-مركز-ard-1702,perfumes,Lattafa,,VALID,.tmp-product-import/ard-al-khaleej/bulk2200/normalized/ARD-1702.webp,ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/bulk2200/ARD-1702-FB802B3B.webp,FB802B3B75F9F530226B93A75E1FE5938CA000F9663F9D7F4F1E0B326A191C1F,READY,
batch001,75,ARD-1744,عطر اديب,عطر-اديب-ard-1744,perfumes,Lattafa,,VALID,.tmp-product-import/ard-al-khaleej/bulk2200/normalized/ARD-1744.webp,ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/bulk2200/ARD-1744-043E561D.webp,043E561D1ADE2C241996FAFAD141A7B63B1447A3DDEBA44628BCF0B338BAFACA,READY,
batch001,76,ARD-1774,عطر سر حبي,عطر-سر-حبي-ard-1774,perfumes,Lattafa,,VALID,.tmp-product-import/ard-al-khaleej/bulk2200/normalized/ARD-1774.webp,ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/bulk2200/ARD-1774-A2EBCEDD.webp,A2EBCEDDADE341D5832ABB452F35666D474D86E331811E2F383F5945B18A29D4,READY,
batch001,77,ARD-1816,عطر الفرسان عود اديشن,عطر-الفرسان-عود-اديشن-ard-1816,perfumes,Lattafa,,VALID,.tmp-product-import/ard-al-khaleej/bulk2200/normalized/ARD-1816.webp,ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/bulk2200/ARD-1816-F2C0E9D9.webp,F2C0E9D99844F56750162C065CC533A8FDABB5636B7D9DEDE37D4A89B4BC6AC4,READY,
batch001,78,ARD-1856,عطر قلائد,عطر-قلائد-ard-1856,perfumes,Lattafa,,VALID,.tmp-product-import/ard-al-khaleej/bulk2200/normalized/ARD-1856.webp,ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/bulk2200/ARD-1856-87F1D157.webp,87F1D15763695A953D1476A16782CD8A1AEDF8753353C1DDB56960E9320EF8BF,READY,
batch001,80,ARD-1910,عطر ماهر اسود,عطر-ماهر-اسود-ard-1910,perfumes,Lattafa,,VALID,.tmp-product-import/ard-al-khaleej/bulk2200/normalized/ARD-1910.webp,ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/bulk2200/ARD-1910-57836FEF.webp,57836FEF50B646D09E1955EFB3F036026190332CAA8A861EF85AFD4AE6235F1F,READY,
batch001,81,ARD-2105,عطر اجود,عطر-اجود-ard-2105,perfumes,Lattafa,,VALID,.tmp-product-import/ard-al-khaleej/bulk2200/normalized/ARD-2105.webp,ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/bulk2200/ARD-2105-7F24CDA6.webp,7F24CDA6B6E21AFCCB9D898231FF984D6E265AB40E84076A80B8150A4612C904,READY,
batch001,82,ARD-2116,عطر الاثال 100 مل,عطر-الاثال-100-مل-ard-2116,perfumes,Lattafa,100 مل,VALID,.tmp-product-import/ard-al-khaleej/bulk2200/normalized/ARD-2116.webp,ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/bulk2200/ARD-2116-080FB4B9.webp,080FB4B983E61DA26D46788EEED0159A14E26F8594A81FBCBCF04219F88EB36C,READY,
batch001,83,ARD-2117,عطر اعجازي لطافة سلفر,عطر-اعجازي-لطافة-سلفر-ard-2117,perfumes,Lattafa,,VALID,.tmp-product-import/ard-al-khaleej/bulk2200/normalized/ARD-2117.webp,ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/bulk2200/ARD-2117-6C428BD6.webp,6C428BD6227133BE2D370D7CB041FCA8489AB1AA4834A6558D08425033310C6C,READY,
batch001,89,ARD-2150,عطر اصحاب,عطر-اصحاب-ard-2150,perfumes,Lattafa,,VALID,.tmp-product-import/ard-al-khaleej/bulk2200/normalized/ARD-2150.webp,ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/bulk2200/ARD-2150-C2A05320.webp,C2A0532045B31B1E383321899678E652A5B30A56AD58AC44500EABA67E85345D,READY,
batch001,90,ARD-2151,عطر ثريا,عطر-ثريا-ard-2151,perfumes,Lattafa,,VALID,.tmp-product-import/ard-al-khaleej/bulk2200/normalized/ARD-2151.webp,ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/bulk2200/ARD-2151-C97FAF36.webp,C97FAF36482CCF4571555778F06AC455CF195AE78CCEF86B0E355003CD6EA22F,READY,
batch001,97,ARD-2497,عطر خلطة لطافة 100 مل,عطر-خلطة-لطافة-100-مل-ard-2497,perfumes,Lattafa,100 مل,VALID,.tmp-product-import/ard-al-khaleej/bulk2200/normalized/ARD-2497.webp,ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/bulk2200/ARD-2497-EF7F1EC7.webp,EF7F1EC7AE09E687621CD67E41D71A22EC9C4501FC6EFBCF2426284547DD009C,READY,
batch001,98,ARD-2503,عطر محاسن كرستال,عطر-محاسن-كرستال-ard-2503,perfumes,Lattafa,,VALID,.tmp-product-import/ard-al-khaleej/bulk2200/normalized/ARD-2503.webp,ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/bulk2200/ARD-2503-46F8C3D4.webp,46F8C3D4D3638F9D30269B425A3A8A2CBF0E36F2178C3BC2851780A9276240C2,READY,
batch001,103,ARD-2519,عطر المؤرخ 100 مل,عطر-المؤرخ-100-مل-ard-2519,perfumes,Lattafa,100 مل,VALID,.tmp-product-import/ard-al-khaleej/bulk2200/normalized/ARD-2519.webp,ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/bulk2200/ARD-2519-0B618CC3.webp,0B618CC3734ED5133D274311C6BCC2429A25FC1A9BC6E37E882AEB83ADD2A996,READY,
batch001,110,ARD-2768,عطر مهرة سيلكي روز وردي 100 مل,عطر-مهرة-سيلكي-روز-وردي-100-مل-ard-2768,perfumes,Lattafa,100 مل,VALID,.tmp-product-import/ard-al-khaleej/bulk2200/normalized/ARD-2768.webp,ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/bulk2200/ARD-2768-F2AB3C10.webp,F2AB3C100E4324DEDBD3302F0B971A6172C32CA1370A4B0B9F6A8675F0C3654E,READY,
batch001,112,ARD-2868,عطر ميار,عطر-ميار-ard-2868,perfumes,Lattafa,,VALID,.tmp-product-import/ard-al-khaleej/bulk2200/normalized/ARD-2868.webp,ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/bulk2200/ARD-2868-9A5C2209.webp,9A5C220935865C7BE4187B0756B106A082A2ABBF3A94250BA2E7BA27FB379D91,READY,
batch001,113,ARD-2875,عطر مسمم,عطر-مسمم-ard-2875,perfumes,Lattafa,,VALID,.tmp-product-import/ard-al-khaleej/bulk2200/normalized/ARD-2875.webp,ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/bulk2200/ARD-2875-B475E647.webp,B475E647F3EED6CD426FA35B1BC19BF03E760CF40C22B9CBE3B4BC7899D9BA9D,READY,
batch001,118,ARD-2962,عطر نشيط,عطر-نشيط-ard-2962,perfumes,Lattafa,,VALID,.tmp-product-import/ard-al-khaleej/bulk2200/normalized/ARD-2962.webp,ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/bulk2200/ARD-2962-406C1F0E.webp,406C1F0E7FE3B175526A8ED4EC6DBDCA68B9E5E4C9CFB63C5A47899216964937,READY,
batch001,119,ARD-2971,عطر كشف 100 مل,عطر-كشف-100-مل-ard-2971,perfumes,Lattafa,100 مل,VALID,.tmp-product-import/ard-al-khaleej/bulk2200/normalized/ARD-2971.webp,ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/bulk2200/ARD-2971-AB337963.webp,AB3379633EBEAC44812B67D1573900BE32B0B0C9E9EC6E11FA1F3E12950F20AB,READY,
batch001,121,ARD-3168,عطر رماد العود,عطر-رماد-العود-ard-3168,perfumes,Lattafa,,VALID,.tmp-product-import/ard-al-khaleej/bulk2200/normalized/ARD-3168.webp,ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/bulk2200/ARD-3168-11EE3827.webp,11EE3827B44B0C9E2B07D3F4A0E1BDFE166F7C7ECE07D059E3A4AEE72FA3EC29,READY,
batch001,126,ARD-3247,عطر صفوان عطر العود 100 مل,عطر-صفوان-عطر-العود-100-مل-ard-3247,perfumes,Lattafa,100 مل,VALID,.tmp-product-import/ard-al-khaleej/bulk2200/normalized/ARD-3247.webp,ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/bulk2200/ARD-3247-0AC35701.webp,0AC35701BF2DAC8F8EF0C42DD3870A60D57C40DFDFCC85C6512F727B561C6A3D,READY,
batch001,127,ARD-3259,عطر صفوان عطر المسك 100 مل,عطر-صفوان-عطر-المسك-100-مل-ard-3259,perfumes,Lattafa,100 مل,VALID,.tmp-product-import/ard-al-khaleej/bulk2200/normalized/ARD-3259.webp,ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/bulk2200/ARD-3259-81070676.webp,8107067677A5C399FCF5C313C18195365D95E138F0BDF21F38732EB009E4615F,READY,
batch001,129,ARD-3346,عطر خلطات عربية رويال ديلايت سلفر,عطر-خلطات-عربية-رويال-ديلايت-سلفر-ard-3346,perfumes,Lattafa,,VALID,.tmp-product-import/ard-al-khaleej/bulk2200/normalized/ARD-3346.webp,ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/bulk2200/ARD-3346-063D75FC.webp,063D75FC391C75569DC1776FFDFCCDFB15379DF18191997274E6A0924B0D7898,READY,
batch001,131,ARD-3348,عطر انت فقط 100 مل,عطر-انت-فقط-100-مل-ard-3348,perfumes,Lattafa,100 مل,VALID,.tmp-product-import/ard-al-khaleej/bulk2200/normalized/ARD-3348.webp,ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/bulk2200/ARD-3348-BD60B9FC.webp,BD60B9FC9E09B736E1D34D044475F48EBAA81619876EBC7D69F7FF84A9B03DDE,READY,
batch001,137,ARD-3354,عطر رائد عود 100 مل,عطر-رائد-عود-100-مل-ard-3354,perfumes,Lattafa,100 مل,VALID,.tmp-product-import/ard-al-khaleej/bulk2200/normalized/ARD-3354.webp,ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/bulk2200/ARD-3354-8568DBFA.webp,8568DBFA83EDDEB065BCDD7A104B896D635BD08E01183979A4034C2709B85A0D,READY,
batch001,142,ARD-3713,عطر جسور 100 مل,عطر-جسور-100-مل-ard-3713,perfumes,Lattafa,100 مل,VALID,.tmp-product-import/ard-al-khaleej/bulk2200/normalized/ARD-3713.webp,ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/bulk2200/ARD-3713-AB8CBDDC.webp,AB8CBDDCEE8FF631D3D97FA797F6E1B8D92FAB64DFF781B8CE2900C52EDF58AE,READY,
batch001,144,ARD-3715,عطر ليام بلو شاين 100 مل,عطر-ليام-بلو-شاين-100-مل-ard-3715,perfumes,Lattafa,100 مل,VALID,.tmp-product-import/ard-al-khaleej/bulk2200/normalized/ARD-3715.webp,ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/bulk2200/ARD-3715-82F821DF.webp,82F821DF05A8FB704432171062959E262E939CA3CFAC0DC3467FC656F4638C47,READY,
