merchant_sku,product_id,merchant_id,name,slug,brand,sizes,price,category_slug,image_url,short_description,description,stock,is_active,is_published,visibility_status,discount_price,cohort,short_char_count,description_present
ARD-1430,1995f2cc-21d1-4e46-8dbc-89505313c316,ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7,عطر امير العود / انتنس عود,عطر-امير-العود-انتنس-عود-ard-1430,Lattafa,100 مل,18000,perfumes,https://ztplxqlthuqkuktbznbo.supabase.co/storage/v1/object/public/products/ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-1430.webp,عطر أمير العود إنتنس عود من لطافة بحجم 100 مل، بطابع عودي دخاني ثابت.,,0,false,false,private,,batch100,69,false
ARD-1480,df4a2fc0-53bc-45b0-8c5e-032a523c4ada,ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7,عطر عود ليل ملكي,عطر-عود-ليل-ملكي-ard-1480,Lattafa,100 مل,15000,perfumes,https://ztplxqlthuqkuktbznbo.supabase.co/storage/v1/object/public/products/ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-1480.webp,عطر عطر عود ليل ملكي من Lattafa بحجم 100 مل، للجنسين بطابع عطري عربي واضح مناسب لليومي والمناسبات الخاصة.,,0,false,false,private,,batch100,105,false
ARD-1826,40e2deb6-4bb6-4a04-b549-00acb617c8f5,ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7,عطر ناو اسود,عطر-ناو-اسود-ard-1826,RAVE,100 مل,20000,perfumes,https://ztplxqlthuqkuktbznbo.supabase.co/storage/v1/object/public/products/products/05a87475-ba64-48d5-a5a9-5252552b7563.webp,عطر رجالي بحجم 100 مل من RAVE، يبدأ بالفواكه والبرغموت ويتدرج إلى قلب زهري خشبي وقاعدة من المسك والفانيليا وطحلب البلوط.,يفتتح Rave Now بالأناناس والكشمش الأسود والبرغموت والتفاح، ثم ينتقل إلى قلب من الورد وخشب البتولا والياسمين المغربي والباتشولي. وتستقر تركيبته على المسك والفانيليا وطحلب البلوط والعنبر الرمادي.,0,false,false,private,,golden10,120,true
ARD-1858,0efda44b-94f2-4352-8de8-ccbfa8c4e224,ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7,عطر يارا,عطر-يارا-ard-1858,Lattafa,100 مل,30000,perfumes,https://ztplxqlthuqkuktbznbo.supabase.co/storage/v1/object/public/products/ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-1858.webp,عطر يارا من لطافة بحجم 100 مل للنساء، برائحة فاكهية فانيليا أنثوية شهيرة بثبات عالٍ واستخدام يومي.,"عائلة عطرية: Amber Vanilla | المقدمة: Tangerine, heliotrope, orchid | القلب: Tropical notes, gourmand | القاعدة: Vanilla, sandalwood, musk",0,false,false,private,,batch100,98,true
ARD-2126,df231857-3081-4c6a-85e6-18b25b66d9e3,ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7,عطر بديع العود اميثست,عطر-بديع-العود-اميثست-ard-2126,Lattafa,100 مل,35000,perfumes,https://ztplxqlthuqkuktbznbo.supabase.co/storage/v1/object/public/products/ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-2126.webp,عطر بديع العود أميثست من لطافة بحجم 100 مل، برائحة خط بديع العود الرسمية.,,0,false,false,private,,batch100,73,false
ARD-2423,fcba2e4c-9a35-40cb-a4c3-20820c8a6520,ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7,عطر قائد الشباب 100 مل,عطر-قائد-الشباب-100-مل-ard-2423,Lattafa,100 مل,18000,perfumes,https://ztplxqlthuqkuktbznbo.supabase.co/storage/v1/object/public/products/ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-2423.webp,عطر قائد الشباب من لطافة بحجم 100 مل للرجال، برائحة كهرمانية جلدية خشبية مع لمسة عود دافئة وثابتة.,"عائلة عطرية: Amber / Leather Woody | المقدمة: Osmanthus, ylang-ylang | القلب: Leather, cedar | القاعدة: Oud, light amber",0,false,false,private,,batch100,98,true
ARD-2436,045101a0-93fd-41b8-8f8c-f812f5557bec,ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7,عطر سقراط,عطر-سقراط-ard-2436,Lattafa,100 مل,18000,perfumes,https://ztplxqlthuqkuktbznbo.supabase.co/storage/v1/object/public/products/ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-2436.webp,عطر عطر سقراط من Lattafa بحجم 100 مل، مخصص للرجال بطابع عطري عربي واضح مناسب لليومي والمناسبات الخاصة.,,0,false,false,private,,batch100,102,false
ARD-2437,96597b43-c10c-40f4-8395-c8202ef174a7,ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7,عطر حياتي الملكي 100 مل,عطر-حياتي-الملكي-100-مل-ard-2437,Lattafa,100 مل,15000,perfumes,https://ztplxqlthuqkuktbznbo.supabase.co/storage/v1/object/public/products/ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-2437.webp,عطر حياتي الملكي من لطافة بحجم 100 مل، بافتتاحية حمضية وقلب من الخوخ والزعفران والجلد، وقاعدة فانيليا ومسك عنبري.,"عائلة عطرية: Amber | المقدمة: Grapefruit, bergamot, cassis | القلب: Peach, saffron, leather | القاعدة: Vetiver, vanilla, amber musk",0,false,false,private,,batch100,113,true
ARD-2471,5a44f177-a1ed-4d91-85b7-b69a4852dfb9,ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7,عطر عودين 100 مل,عطر-عودين-100-مل-ard-2471,Lattafa,100 مل,16000,perfumes,https://ztplxqlthuqkuktbznbo.supabase.co/storage/v1/object/public/products/ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-2471.webp,عطر عودين من لطافة بحجم 100 مل، بمزيج مشرق من البرتقال والزعفران مع كراميل وعنبر وفانيليا دافئة.,"عائلة عطرية: Sweet Oriental Woody | المقدمة: Orange, saffron | القلب: Caramel, dry amber | القاعدة: Tonka, vanilla",0,false,false,private,,batch100,96,true
ARD-2493,07b9cf6e-a45d-4528-8567-72bd87612588,ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7,عطر سمبلي عود 100 مل,عطر-سمبلي-عود-100-مل-ard-2493,Lattafa,100 مل,19000,perfumes,https://ztplxqlthuqkuktbznbo.supabase.co/storage/v1/object/public/products/ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-2493.webp,عطر سمبلي عود من لطافة بحجم 100 مل للجنسين، بتركيبة عودية دافئة مع لمسات زهرية وحارة ولمسة عنبرية ناعمة.,"عائلة عطرية: Woody Oud | المقدمة: Cardamom, pepper | القلب: Jasmine, praline, raspberry, rose | القاعدة: Oud, amber, moss, musk",0,false,false,private,,batch100,104,true
ARD-2494,8803b56e-51ad-49b9-86af-13fb8b98ad2f,ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7,عطر سطور 100 مل,عطر-سطور-100-مل-ard-2494,Lattafa,100 مل,20000,perfumes,https://ztplxqlthuqkuktbznbo.supabase.co/storage/v1/object/public/products/ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-2494.webp,عطر سطور من لطافة بحجم 100 مل، برائحة فاكهية شرقية غنية مع لمسات دافئة من الفانيليا والأخشاب الناعمة.,"عائلة عطرية: Fruity Oriental | المقدمة: Peach, blood orange, cardamom | القلب: Brandy, rum, jasmine, davana | القاعدة: Amber, vanilla, cashmere wood, sandalwood, styrax, vetiver, patchouli, tonka, cistus",0,false,false,private,,batch100,101,true
ARD-2511,50e81234-f7ae-41d3-9e47-63afc2e64e54,ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7,عطر انا الابيض بودري,عطر-انا-الابيض-بودري-ard-2511,Lattafa,100 مل,18000,perfumes,https://ztplxqlthuqkuktbznbo.supabase.co/storage/v1/object/public/products/ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-2511.webp,عطر أنا الأبيض بودري من لطافة، إصدار بودري ناعم للجنسين بطابع مسكي أنيق.,عائلة عطرية: powdery musky,0,false,false,private,,batch100,72,true
ARD-2512,42b8a1b0-cb71-4540-8e5b-88649153587f,ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7,عطر حياتي ذهبي الكسير,عطر-حياتي-ذهبي-الكسير-ard-2512,Lattafa,100 مل,15000,perfumes,https://ztplxqlthuqkuktbznbo.supabase.co/storage/v1/object/public/products/ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-2512.webp,عطر حياتي الذهبي إكسير من لطافة بحجم 100 مل، بطابع دافئ أنيق.,,0,false,false,private,,batch100,61,false
ARD-2515,0c7b9665-d267-4daf-bd5b-cd3e09af28a5,ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7,عطر انا الابيض لذر 60 مل,عطر-انا-الابيض-لذر-60-مل-ard-2515,Lattafa,60 مل,16000,perfumes,https://ztplxqlthuqkuktbznbo.supabase.co/storage/v1/object/public/products/ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-2515.webp,عطر أنا الأبيض ليذر من لطافة بحجم 60 مل، برائحة جلدية أنيقة مع لمسات حارة وزهرية وقاعدة مسك وعنبر.,"عائلة عطرية: Leather Woody | المقدمة: Juniper berries, cardamom, pink pepper, raspberry | القلب: Iris, ginger, rose | القاعدة: Leather, white musk, amber",0,false,false,private,,batch100,98,true
ARD-2583,f61f42fc-8956-46f2-a544-64f9ba0bdd30,ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7,عطر نجدية تربيوت,عطر-نجدية-تربيوت-ard-2583,Lattafa,100 مل,14000,perfumes,https://ztplxqlthuqkuktbznbo.supabase.co/storage/v1/object/public/products/ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-2583.webp,عطر عطر نجدية تربيوت من Lattafa بحجم 100 مل، للجنسين بطابع عطري عربي واضح مناسب لليومي والمناسبات الخاصة.,,0,false,false,private,,batch100,105,false
ARD-2648,3430e3a1-d7c2-4ccc-af19-0ce9dbaaf30f,ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7,عطر الازل 100 مل,عطر-الازل-100-مل-ard-2648,Lattafa,100 مل,14000,perfumes,https://ztplxqlthuqkuktbznbo.supabase.co/storage/v1/object/public/products/ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-2648.webp,عطر الأزل من لطافة بحجم 100 مل، بافتتاحية حمضية عشبية وقلب زهري وقاعدة فانيليا ومسك وخشب أرز دافئة.,"عائلة عطرية: Woody Oriental | المقدمة: Bergamot, lemon, rosemary | القلب: Lavender, geranium, rose | القاعدة: Vanilla, musk, cedarwood",0,false,false,private,,batch100,99,true
ARD-2745,1bd28cea-3159-40a8-a6a8-2c796e158bb3,ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7,عطر مهرة 100 مل,عطر-مهرة-100-مل-ard-2745,Lattafa,100 مل,19000,perfumes,https://ztplxqlthuqkuktbznbo.supabase.co/storage/v1/object/public/products/ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-2745.webp,عطر مهرة من لطافة بحجم 100 مل للجنسين، بمزيج حار زهري مع زعفران وورد وقاعدة خشبية مسكية أنيقة.,"عائلة عطرية: Woody Spicy Floral | المقدمة: Bergamot, blood orange, lavender, saffron | القلب: Rose, black pepper, cashmeran | القاعدة: Cedar, sandalwood, patchouli, labdanum, musk",0,false,false,private,,batch100,94,true
ARD-2753,a990f968-2c45-41c7-b123-5b07ede68aa1,ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7,عطر اوبلينت ريد 100 مل,عطر-اوبلينت-ريد-100-مل-ard-2753,Lattafa,100 مل,14000,perfumes,https://ztplxqlthuqkuktbznbo.supabase.co/storage/v1/object/public/products/ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-2753.webp,عطر أوبلينت ريد من لطافة بحجم 100 مل، برائحة فاكهية زهرية دافئة مع زعفران وكاشمران وقاعدة عنبر وخشب.,"عائلة عطرية: Floral Fruity / Gourmand Woody | المقدمة: Saffron, bergamot | القلب: Patchouli, cashmeran, gourmand | القاعدة: Dry amber, leatherwood, cedarwood",0,false,false,private,,batch100,100,true
ARD-2760,a733d687-ad6d-4a21-9d23-4ef4c24650ba,ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7,عطر اسد 100 مل,عطر-اسد-100-مل-ard-2760,Lattafa,100 مل,30000,perfumes,https://ztplxqlthuqkuktbznbo.supabase.co/storage/v1/object/public/products/ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-2760.webp,عطر أسد من لطافة بحجم 100 مل للرجال، برائحة كهرمانية قوية مع فلفل أسود وتبغ وقهوة وقاعدة فانيليا وعنبر.,"عائلة عطرية: Amber | المقدمة: Black pepper, pineapple, tobacco | القلب: Coffee, iris, patchouli | القاعدة: Amber, vanilla, dry woods, benzoin, labdanum",0,false,false,private,,batch100,103,true
ARD-2765,7ed1c7c0-9451-4da2-8509-e8b7c79a897b,ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7,عطر منى 100 مل,عطر-منى-100-مل-ard-2765,Lattafa,100 مل,14000,perfumes,https://ztplxqlthuqkuktbznbo.supabase.co/storage/v1/object/public/products/ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-2765.webp,عطر منى من لطافة بحجم 100 مل، برائحة زهرية فاكهية خفيفة مع بطيخ وورد دمشق وقاعدة مسكية خشبية ناعمة.,"عائلة عطرية: Floral Fruity | المقدمة: Watermelon, strawberry | القلب: Damascus rose, cyclamen, peony, magnolia | القاعدة: Woody notes, musk",0,false,false,private,,batch100,99,true
ARD-2773,25807a80-5272-47f6-9356-b58c4179d214,ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7,عطر عود مود تذكر 100 مل,عطر-عود-مود-تذكر-100-مل-ard-2773,Lattafa,100 مل,19000,perfumes,https://ztplxqlthuqkuktbznbo.supabase.co/storage/v1/object/public/products/ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-2773.webp,عطر عود مود تذكر من لطافة بحجم 100 مل، برائحة شرقية عودية مع ورد وزعفران وقاعدة فانيليا ومسك وطحلب.,"عائلة عطرية: Oriental Woody | المقدمة: Rose, saffron, cinnamon | القلب: Patchouli, dry amber | القاعدة: Vanilla, musk, oakmoss, oud",0,false,false,private,,batch100,99,true
ARD-2793,0ad730ac-da6f-4493-a333-b816b58b308d,ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7,معطر جو لطافة جديد فخر لطافة هوم,معطر-جو-لطافة-جديد-فخر-لطافة-هوم-ard-2793,Lattafa,300 مل,3000,home-linen-air,https://ztplxqlthuqkuktbznbo.supabase.co/storage/v1/object/public/products/ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-2793.webp,معطر جو فخر لطافة من لطافة، لتعطير المنزل برائحة فخر الأنيقة المنعشة بحجم منزلي عملي وثابت.,,0,false,false,private,,batch100,91,false
ARD-2797,a4fdeaaf-ef5d-4464-9d98-a2f2e2e79e16,ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7,معطر جو لطافة جديد فخر لطافة نسائي,معطر-جو-لطافة-جديد-فخر-لطافة-نسائي-ard-2797,Lattafa,300 مل,3000,home-linen-air,https://ztplxqlthuqkuktbznbo.supabase.co/storage/v1/object/public/products/ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-2797.webp,معطر جو فخر لطافة نسائي من لطافة، يعطّر الأجواء برائحة زهرية أنثوية مستوحاة من عطر فخر للنساء.,"المقدمة: Orange blossom | القلب: Tuberose, jasmine | القاعدة: Vetiver, patchouli | التصنيف الرسمي: women",0,false,false,private,,batch100,94,true
ARD-2800,5893b483-9ff1-487d-a721-20f5a20efea7,ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7,عطر ناو انتينس ازرق,عطر-ناو-انتينس-ازرق-ard-2800,RAVE,100 مل,20000,perfumes,https://ztplxqlthuqkuktbznbo.supabase.co/storage/v1/object/public/products/products/02d63533-5bc2-4812-9b46-16d3a546c52c.webp,عطر رجالي بحجم 100 مل من RAVE ضمن إصدار Now Intense، بعبوة زرقاء وتصميم عصري من مجموعة Now.,,0,false,false,private,,golden10,91,false
ARD-287,0210fcbf-9ca9-4279-910c-9814835511d9,ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7,عطر انا الابيض,عطر-انا-الابيض-ard-287,Lattafa,100 مل,18000,perfumes,https://ztplxqlthuqkuktbznbo.supabase.co/storage/v1/object/public/products/ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-287.webp,عطر أنا الأبيض من لطافة، رائحة مسكية منعشة للجنسين بطابع نظيف وأنيق للاستخدام اليومي.,عائلة عطرية: musky fresh,0,false,false,private,,batch100,85,true
ARD-2876,7690edb5-05cc-4972-a2be-d0b98afb0aab,ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7,عطر قصائد السلطان 100 مل,عطر-قصائد-السلطان-100-مل-ard-2876,Lattafa,100 مل,15000,perfumes,https://ztplxqlthuqkuktbznbo.supabase.co/storage/v1/object/public/products/ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-2876.webp,عطر قصائد السلطان من لطافة بحجم 100 مل، برائحة جلدية شرقية دافئة مع عسل وتوابل وقاعدة عود وفانيليا.,"عائلة عطرية: Leather Oriental | المقدمة: Bergamot, amber | القلب: Spices, honey, leather | القاعدة: Sandalwood, patchouli, vanilla, oud",0,false,false,private,,batch100,99,true
ARD-2879,c256c0f3-a76f-4e9f-a6e2-0c06b7cf3221,ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7,عطر خمرة 100 مل,عطر-خمرة-100-مل-ard-2879,Lattafa,100 مل,40000,perfumes,https://ztplxqlthuqkuktbznbo.supabase.co/storage/v1/object/public/products/ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-2879.webp,عطر خمرة من لطافة بحجم 100 مل للجنسين، برائحة غورماند حارة مع قرفة وتمر وبراالين وقاعدة فانيليا وتونكا.,"عائلة عطرية: Aromatic Spicy Gourmand | المقدمة: Bergamot, cinnamon, nutmeg | القلب: Dates, lily of the valley, praline, tuberose | القاعدة: Roasted tonka, benzoin, myrrh, akigalawood, vanilla, amberwood",0,false,false,private,,batch100,103,true
ARD-2932,eec78115-f3cd-4e5d-8cbe-0b71f92f27f6,ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7,عطر الاوصاف 100 مل,عطر-الاوصاف-100-مل-ard-2932,Lattafa,100 مل,13000,perfumes,https://ztplxqlthuqkuktbznbo.supabase.co/storage/v1/object/public/products/ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-2932.webp,عطر الأوصاف من لطافة بحجم 100 مل، برائحة خشبية راتنجية داكنة مع مر وعود وباتشولي تناسب الأمسيات والأجواء الباردة.,"عائلة عطرية: Woody Resinous Amber | المقدمة: Myrrh, tonka bean, spices, cedar | القاعدة: Patchouli, oud, cedar, musk, oakmoss",0,false,false,private,,batch100,113,true
ARD-2933,0a6fc7e8-181a-4f3b-8563-6d583ae8f243,ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7,عطر تميمة 100 مل,عطر-تميمة-100-مل-ard-2933,Lattafa,100 مل,16000,perfumes,https://ztplxqlthuqkuktbznbo.supabase.co/storage/v1/object/public/products/ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-2933.webp,عطر تميمة من لطافة بحجم 100 مل للنساء، برائحة فاكهية صيفية خفيفة مع توت وكيوي وقلب زهري وقاعدة صندل ومسك.,"عائلة عطرية: Fruity Floral | المقدمة: Pink pepper, rhubarb, redcurrant, kiwi | القلب: Cyclamen, jasmine, watermelon | القاعدة: Sandalwood, musk, woody notes, cedar | التصنيف الرسمي: women",0,false,false,private,,batch100,105,true
ARD-308,6bae4a29-eefb-4033-9158-1b232a7ea144,ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7,عطر اختياري,عطر-اختياري-ard-308,Lattafa,100 مل,12000,perfumes,https://ztplxqlthuqkuktbznbo.supabase.co/storage/v1/object/public/products/ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-308.webp,عطر اختياري (إختياري) من لطافة، عطر فاكهي عطري للجنسين بطابع منعش يناسب الاستخدام اليومي.,عائلة عطرية: aromatic fruity,0,false,false,private,,batch100,89,true
