batch_id,source_row_number,merchant_sku,normalized_name,slug,category,brand,size,price_source_status,image_readiness_status,image_source,normalized_image_path,image_sha256,validation_status,rejection_reason
batch006,1489,ARD-2893,عطر شمم 100 مل,عطر-شمم-100-مل-ard-2893,perfumes,مملكة العود,100 مل,VALID,IMAGE_PENDING,,,,READY,
batch006,1490,ARD-2894,عطر يارا 100 مل,عطر-يارا-100-مل-ard-2894,perfumes,مملكة العود,100 مل,VALID,IMAGE_PENDING,,,,READY,
batch006,1491,ARD-2931,عطر لين,عطر-لين-ard-2931,perfumes,مملكة العود,,VALID,IMAGE_PENDING,,,,READY,
batch006,1492,ARD-2934,عطر اسمى,عطر-اسمى-ard-2934,perfumes,مملكة العود,,VALID,IMAGE_PENDING,,,,READY,
batch006,1493,ARD-2935,عطر افق,عطر-افق-ard-2935,perfumes,مملكة العود,,VALID,IMAGE_PENDING,,,,READY,
batch006,1494,ARD-2936,عطر امارة,عطر-امارة-ard-2936,perfumes,مملكة العود,,VALID,IMAGE_PENDING,,,,READY,
batch006,1495,ARD-2937,عطر حور,عطر-حور-ard-2937,perfumes,مملكة العود,,VALID,IMAGE_PENDING,,,,READY,
batch006,1496,ARD-2938,عطر تسنيم,عطر-تسنيم-ard-2938,perfumes,مملكة العود,,VALID,IMAGE_PENDING,,,,READY,
batch006,1497,ARD-2939,عطر تالا,عطر-تالا-ard-2939,perfumes,مملكة العود,,VALID,IMAGE_PENDING,,,,READY,
batch006,1498,ARD-2940,عطر رواد,عطر-رواد-ard-2940,perfumes,مملكة العود,,VALID,IMAGE_PENDING,,,,READY,
batch006,1499,ARD-2941,عطر منار,عطر-منار-ard-2941,perfumes,مملكة العود,,VALID,IMAGE_PENDING,,,,READY,
batch006,1500,ARD-2942,عطر ذهب,عطر-ذهب-ard-2942,perfumes,مملكة العود,,VALID,IMAGE_PENDING,,,,READY,
batch006,1501,ARD-2943,عطر شاهين,عطر-شاهين-ard-2943,perfumes,مملكة العود,,VALID,IMAGE_PENDING,,,,READY,
batch006,1502,ARD-2968,عطر العراب ذهبي,عطر-العراب-ذهبي-ard-2968,perfumes,مملكة العود,,VALID,IMAGE_PENDING,,,,READY,
batch006,1503,ARD-2977,عطر انس,عطر-انس-ard-2977,perfumes,مملكة العود,,VALID,IMAGE_PENDING,,,,READY,
batch006,1504,ARD-3021,عطر زين,عطر-زين-ard-3021,perfumes,مملكة العود,,VALID,IMAGE_PENDING,,,,READY,
batch006,1505,ARD-3087,عطر لاجيري لمار وردي 100 مل,عطر-لاجيري-لمار-وردي-100-مل-ard-3087,perfumes,مملكة العود,100 مل,VALID,IMAGE_PENDING,,,,READY,
batch006,1506,ARD-3088,عطر لا امور لمار اخضر 80 مل,عطر-لا-امور-لمار-اخضر-80-مل-ard-3088,perfumes,مملكة العود,80 مل,VALID,IMAGE_PENDING,,,,READY,
batch006,1507,ARD-3120,عطر بينات,عطر-بينات-ard-3120,perfumes,مملكة العود,,VALID,IMAGE_PENDING,,,,READY,
batch006,1508,ARD-3478,عطر قسور 100 مل,عطر-قسور-100-مل-ard-3478,perfumes,مملكة العود,100 مل,VALID,IMAGE_PENDING,,,,READY,
batch006,1509,ARD-3480,عطر ملهم 100 مل,عطر-ملهم-100-مل-ard-3480,perfumes,مملكة العود,100 مل,VALID,IMAGE_PENDING,,,,READY,
batch006,1510,ARD-3552,عطر ميقات 100 مل,عطر-ميقات-100-مل-ard-3552,perfumes,مملكة العود,100 مل,VALID,IMAGE_PENDING,,,,READY,
batch006,1511,ARD-3556,عطر صميم 100 مل,عطر-صميم-100-مل-ard-3556,perfumes,مملكة العود,100 مل,VALID,IMAGE_PENDING,,,,READY,
batch006,1512,ARD-3650,عطر مقدام 100 مل,عطر-مقدام-100-مل-ard-3650,perfumes,مملكة العود,100 مل,VALID,IMAGE_PENDING,,,,READY,
batch006,1513,ARD-3696,عطر نوح 100 مل,عطر-نوح-100-مل-ard-3696,perfumes,مملكة العود,100 مل,VALID,IMAGE_PENDING,,,,READY,
batch006,1514,ARD-3703,عطر الدرة 100 مل مملكة العود / موافي,عطر-الدرة-100-مل-مملكة-العود-موافي-ard-3703,perfumes,مملكة العود,100 مل,VALID,IMAGE_PENDING,,,,READY,
batch006,1515,ARD-3704,عطر الدرة 100 مل مملكة العود / بيرل,عطر-الدرة-100-مل-مملكة-العود-بيرل-ard-3704,perfumes,مملكة العود,100 مل,VALID,IMAGE_PENDING,,,,READY,
batch006,1516,ARD-3705,عطر الدرة 100 مل مملكة العود / بينك,عطر-الدرة-100-مل-مملكة-العود-بينك-ard-3705,perfumes,مملكة العود,100 مل,VALID,IMAGE_PENDING,,,,READY,
batch006,1517,ARD-3706,عطر الدرة 100 مل مملكة العود / تيفاني,عطر-الدرة-100-مل-مملكة-العود-تيفاني-ard-3706,perfumes,مملكة العود,100 مل,VALID,IMAGE_PENDING,,,,READY,
batch006,1518,ARD-3708,عطر الاجهر 100 مل,عطر-الاجهر-100-مل-ard-3708,perfumes,مملكة العود,100 مل,VALID,IMAGE_PENDING,,,,READY,
batch006,1519,ARD-3895,عطر الشهم 100 مل الابيض / مملكه العود,عطر-الشهم-100-مل-الابيض-مملكه-العود-ard-3895,perfumes,مملكة العود,100 مل,VALID,IMAGE_PENDING,,,,READY,
batch006,1520,ARD-3901,عطر ماغنايت جديد,عطر-ماغنايت-جديد-ard-3901,perfumes,مملكة العود,,VALID,IMAGE_PENDING,,,,READY,
batch006,1521,ARD-3958,عطر تيماء 100 مل,عطر-تيماء-100-مل-ard-3958,perfumes,مملكة العود,100 مل,VALID,IMAGE_PENDING,,,,READY,
batch006,1522,ARD-3965,عطر مها 100 مل,عطر-مها-100-مل-ard-3965,perfumes,مملكة العود,100 مل,VALID,IMAGE_PENDING,,,,READY,
batch006,1523,ARD-3966,عطر رزان 100 مل,عطر-رزان-100-مل-ard-3966,perfumes,مملكة العود,100 مل,VALID,IMAGE_PENDING,,,,READY,
batch006,1524,ARD-4204,عطر كاريزما 100 مل,عطر-كاريزما-100-مل-ard-4204,perfumes,مملكة العود,100 مل,VALID,IMAGE_PENDING,,,,READY,
batch006,1525,ARD-4259,عطر روعه رجال 200 مل,عطر-روعه-رجال-200-مل-ard-4259,perfumes,مملكة العود,200 مل,VALID,IMAGE_PENDING,,,,READY,
batch006,1526,ARD-4260,عطر روعه نساء 200 مل,عطر-روعه-نساء-200-مل-ard-4260,perfumes,مملكة العود,200 مل,VALID,IMAGE_PENDING,,,,READY,
batch006,1527,ARD-4263,عطر الحان 210 مل,عطر-الحان-210-مل-ard-4263,perfumes,مملكة العود,210 مل,VALID,IMAGE_PENDING,,,,READY,
batch006,1528,ARD-4264,عطر الحان نوير 210 مل,عطر-الحان-نوير-210-مل-ard-4264,perfumes,مملكة العود,210 مل,VALID,IMAGE_PENDING,,,,READY,
batch006,1529,ARD-4274,عطر افراح اكسكلوسف 100 مل,عطر-افراح-اكسكلوسف-100-مل-ard-4274,perfumes,مملكة العود,100 مل,VALID,IMAGE_PENDING,,,,READY,
batch006,1530,ARD-4276,عطر افراح جيري 100 مل,عطر-افراح-جيري-100-مل-ard-4276,perfumes,مملكة العود,100 مل,VALID,IMAGE_PENDING,,,,READY,
batch006,1531,ARD-4277,عطر افراح سنشوال 100 مل,عطر-افراح-سنشوال-100-مل-ard-4277,perfumes,مملكة العود,100 مل,VALID,IMAGE_PENDING,,,,READY,
batch006,1532,ARD-4280,عطر قرطبة كلوري 100 مل,عطر-قرطبة-كلوري-100-مل-ard-4280,perfumes,مملكة العود,100 مل,VALID,IMAGE_PENDING,,,,READY,
batch006,1533,ARD-4281,عطر قرطبة اصيل 100 مل,عطر-قرطبة-اصيل-100-مل-ard-4281,perfumes,مملكة العود,100 مل,VALID,IMAGE_PENDING,,,,READY,
batch006,1534,ARD-4282,عطر قرطبة روج 100 مل,عطر-قرطبة-روج-100-مل-ard-4282,perfumes,مملكة العود,100 مل,VALID,IMAGE_PENDING,,,,READY,
batch006,1535,ARD-4308,عطر حمزة 100 مل,عطر-حمزة-100-مل-ard-4308,perfumes,مملكة العود,100 مل,VALID,IMAGE_PENDING,,,,READY,
batch006,1536,ARD-4309,عطر ثريا روزا 100 مل,عطر-ثريا-روزا-100-مل-ard-4309,perfumes,مملكة العود,100 مل,VALID,IMAGE_PENDING,,,,READY,
batch006,1537,ARD-4310,عطر جاذبية ازرق 100 مل,عطر-جاذبية-ازرق-100-مل-ard-4310,perfumes,مملكة العود,100 مل,VALID,IMAGE_PENDING,,,,READY,
batch006,1538,ARD-4312,عطر جاذبية بلوش 100 مل,عطر-جاذبية-بلوش-100-مل-ard-4312,perfumes,مملكة العود,100 مل,VALID,IMAGE_PENDING,,,,READY,
batch006,1539,ARD-4314,عطر ثريا 100 مل,عطر-ثريا-100-مل-ard-4314,perfumes,مملكة العود,100 مل,VALID,IMAGE_PENDING,,,,READY,
batch006,1540,ARD-4325,عطر سدرة 100 مل,عطر-سدرة-100-مل-ard-4325,perfumes,مملكة العود,100 مل,VALID,IMAGE_PENDING,,,,READY,
batch006,1541,ARD-4339,عطر قصر العود انفنتي 100 مل,عطر-قصر-العود-انفنتي-100-مل-ard-4339,perfumes,مملكة العود,100 مل,VALID,IMAGE_PENDING,,,,READY,
batch006,1542,ARD-4340,عطر قصر العود ميراج 100 مل,عطر-قصر-العود-ميراج-100-مل-ard-4340,perfumes,مملكة العود,100 مل,VALID,IMAGE_PENDING,,,,READY,
batch006,1543,ARD-4341,عطر اوج ازوري 90 مل,عطر-اوج-ازوري-90-مل-ard-4341,perfumes,مملكة العود,90 مل,VALID,IMAGE_PENDING,,,,READY,
batch006,1544,ARD-4354,عطر البدلة 100 مل,عطر-البدلة-100-مل-ard-4354,perfumes,مملكة العود,100 مل,VALID,IMAGE_PENDING,,,,READY,
batch006,1545,ARD-4364,عطر ريم 100 مل / اصداف,عطر-ريم-100-مل-اصداف-ard-4364,perfumes,مملكة العود,100 مل,VALID,IMAGE_PENDING,,,,READY,
batch006,1546,ARD-4366,عطر سراب 100 مل,عطر-سراب-100-مل-ard-4366,perfumes,مملكة العود,100 مل,VALID,IMAGE_PENDING,,,,READY,
batch006,1547,ARD-4384,عطر روح,عطر-روح-ard-4384,perfumes,مملكة العود,,VALID,IMAGE_PENDING,,,,READY,
batch006,1548,ARD-4386,عطر سحاب 100 مل,عطر-سحاب-100-مل-ard-4386,perfumes,مملكة العود,100 مل,VALID,IMAGE_PENDING,,,,READY,
batch006,1549,ARD-4458,عطر دانة 100 مل,عطر-دانة-100-مل-ard-4458,perfumes,مملكة العود,100 مل,VALID,IMAGE_PENDING,,,,READY,
batch006,1550,ARD-4478,عطر اصحاب فانيلا 100 مل,عطر-اصحاب-فانيلا-100-مل-ard-4478,perfumes,مملكة العود,100 مل,VALID,IMAGE_PENDING,,,,READY,
batch006,1551,ARD-4479,عطر اصحاب كراميل 100 مل,عطر-اصحاب-كراميل-100-مل-ard-4479,perfumes,مملكة العود,100 مل,VALID,IMAGE_PENDING,,,,READY,
batch006,1552,ARD-4488,عطر غنى 100 مل,عطر-غنى-100-مل-ard-4488,perfumes,مملكة العود,100 مل,VALID,IMAGE_PENDING,,,,READY,
batch006,1553,ARD-4507,عطر لوتس 100 مل,عطر-لوتس-100-مل-ard-4507,perfumes,مملكة العود,100 مل,VALID,IMAGE_PENDING,,,,READY,
batch006,1554,ARD-4517,عطر ميرال 100 مل,عطر-ميرال-100-مل-ard-4517,perfumes,مملكة العود,100 مل,VALID,IMAGE_PENDING,,,,READY,
batch006,1555,ARD-4518,عطر ايلاف 100 مل,عطر-ايلاف-100-مل-ard-4518,perfumes,مملكة العود,100 مل,VALID,IMAGE_PENDING,,,,READY,
batch006,1556,ARD-4612,عطر افق بريز 100 مل,عطر-افق-بريز-100-مل-ard-4612,perfumes,مملكة العود,100 مل,VALID,IMAGE_PENDING,,,,READY,
batch006,1557,ARD-4613,عطر افق دلكايت 100 مل,عطر-افق-دلكايت-100-مل-ard-4613,perfumes,مملكة العود,100 مل,VALID,IMAGE_PENDING,,,,READY,
batch006,1558,ARD-4614,عطر افق ديفاين 100 مل,عطر-افق-ديفاين-100-مل-ard-4614,perfumes,مملكة العود,100 مل,VALID,IMAGE_PENDING,,,,READY,
batch006,1559,ARD-4615,عطر افق هارموني 100 مل,عطر-افق-هارموني-100-مل-ard-4615,perfumes,مملكة العود,100 مل,VALID,IMAGE_PENDING,,,,READY,
batch006,1560,ARD-4616,عطر افق اوبسشن 100 مل,عطر-افق-اوبسشن-100-مل-ard-4616,perfumes,مملكة العود,100 مل,VALID,IMAGE_PENDING,,,,READY,
batch006,1561,ARD-4629,عطر سيرتي امورا 100 مل,عطر-سيرتي-امورا-100-مل-ard-4629,perfumes,مملكة العود,100 مل,VALID,IMAGE_PENDING,,,,READY,
batch006,1562,ARD-4630,عطر سيرتي لونايري 100 مل,عطر-سيرتي-لونايري-100-مل-ard-4630,perfumes,مملكة العود,100 مل,VALID,IMAGE_PENDING,,,,READY,
batch006,1563,ARD-4631,عطر سيرتي اونلي يو 100 مل,عطر-سيرتي-اونلي-يو-100-مل-ard-4631,perfumes,مملكة العود,100 مل,VALID,IMAGE_PENDING,,,,READY,
batch006,1564,ARD-4633,عطر سيرتي فالي مست 100 مل,عطر-سيرتي-فالي-مست-100-مل-ard-4633,perfumes,مملكة العود,100 مل,VALID,IMAGE_PENDING,,,,READY,
batch006,1565,ARD-4673,عطر رويال قطن وردي / مملكه العود,عطر-رويال-قطن-وردي-مملكه-العود-ard-4673,perfumes,مملكة العود,,VALID,IMAGE_PENDING,,,,READY,
batch006,1566,ARD-4674,عطر رويال قطن روج / مملكه العود,عطر-رويال-قطن-روج-مملكه-العود-ard-4674,perfumes,مملكة العود,,VALID,IMAGE_PENDING,,,,READY,
batch006,1567,ARD-4675,عطر رويال قطن ملكي / مملكه العود,عطر-رويال-قطن-ملكي-مملكه-العود-ard-4675,perfumes,مملكة العود,,VALID,IMAGE_PENDING,,,,READY,
batch006,1568,ARD-4676,عطر رويال قطن ابيض / مملكه العود,عطر-رويال-قطن-ابيض-مملكه-العود-ard-4676,perfumes,مملكة العود,,VALID,IMAGE_PENDING,,,,READY,
batch006,1569,ARD-4915,عطر ريو توباكو 100 مل,عطر-ريو-توباكو-100-مل-ard-4915,perfumes,مملكة العود,100 مل,VALID,IMAGE_PENDING,,,,READY,
batch006,1570,ARD-4916,عطر كوهيبا توباكو 100 مل,عطر-كوهيبا-توباكو-100-مل-ard-4916,perfumes,مملكة العود,100 مل,VALID,IMAGE_PENDING,,,,READY,
batch006,1571,ARD-4917,عطر باريسيان توباكو 100 مل,عطر-باريسيان-توباكو-100-مل-ard-4917,perfumes,مملكة العود,100 مل,VALID,IMAGE_PENDING,,,,READY,
batch006,1572,ARD-4922,عطر فانيلا مادنس كورماند كولكشن 100 مل,عطر-فانيلا-مادنس-كورماند-كولكشن-100-مل-ard-4922,perfumes,مملكة العود,100 مل,VALID,IMAGE_PENDING,,,,READY,
batch006,1573,ARD-4923,عطر مارشميلو كلايز كورماند كولكشن 100 مل,عطر-مارشميلو-كلايز-كورماند-كولكشن-100-مل-ard-4923,perfumes,مملكة العود,100 مل,VALID,IMAGE_PENDING,,,,READY,
batch006,1574,ARD-4924,عطر كوكي بايت كورماند كولكشن 100 مل,عطر-كوكي-بايت-كورماند-كولكشن-100-مل-ard-4924,perfumes,مملكة العود,100 مل,VALID,IMAGE_PENDING,,,,READY,
batch006,1575,ARD-4925,عطر ميلت مارشميلو كيز 100 مل,عطر-ميلت-مارشميلو-كيز-100-مل-ard-4925,perfumes,مملكة العود,100 مل,VALID,IMAGE_PENDING,,,,READY,
batch006,1576,ARD-4926,عطر ميلت كافيه بلس 100 مل,عطر-ميلت-كافيه-بلس-100-مل-ard-4926,perfumes,مملكة العود,100 مل,VALID,IMAGE_PENDING,,,,READY,
batch006,1577,ARD-4927,عطر ميلت كريم كراميل 100 مل,عطر-ميلت-كريم-كراميل-100-مل-ard-4927,perfumes,مملكة العود,100 مل,VALID,IMAGE_PENDING,,,,READY,
batch006,1578,ARD-4928,عطر ميلت فلفت بريز 100 مل,عطر-ميلت-فلفت-بريز-100-مل-ard-4928,perfumes,مملكة العود,100 مل,VALID,IMAGE_PENDING,,,,READY,
batch006,1579,ARD-4957,عطر شهلة ليتشي بلوم,عطر-شهلة-ليتشي-بلوم-ard-4957,perfumes,مملكة العود,,VALID,IMAGE_PENDING,,,,READY,
batch006,1580,ARD-4958,عطر كهرمانة انتنس ذهبي,عطر-كهرمانة-انتنس-ذهبي-ard-4958,perfumes,مملكة العود,,VALID,IMAGE_PENDING,,,,READY,
batch006,1581,ARD-4959,عطر ساهارا توباكو 100 مل,عطر-ساهارا-توباكو-100-مل-ard-4959,perfumes,مملكة العود,100 مل,VALID,IMAGE_PENDING,,,,READY,
batch006,1582,ARD-4960,عطر افراح سندريم 100 مل,عطر-افراح-سندريم-100-مل-ard-4960,perfumes,مملكة العود,100 مل,VALID,IMAGE_PENDING,,,,READY,
batch006,1583,ARD-4962,عطر جواهر كريمسون 100 مل,عطر-جواهر-كريمسون-100-مل-ard-4962,perfumes,مملكة العود,100 مل,VALID,IMAGE_PENDING,,,,READY,
batch006,1584,ARD-4963,عطر جواهر تيرا 100 مل,عطر-جواهر-تيرا-100-مل-ard-4963,perfumes,مملكة العود,100 مل,VALID,IMAGE_PENDING,,,,READY,
batch006,1585,ARD-4964,عطر جواهر ازوري 100 مل,عطر-جواهر-ازوري-100-مل-ard-4964,perfumes,مملكة العود,100 مل,VALID,IMAGE_PENDING,,,,READY,
batch006,1586,ARD-4965,عطر جواهر ارديسنت 100 مل,عطر-جواهر-ارديسنت-100-مل-ard-4965,perfumes,مملكة العود,100 مل,VALID,IMAGE_PENDING,,,,READY,
batch006,1587,ARD-4966,عطر الق 100 مل,عطر-الق-100-مل-ard-4966,perfumes,مملكة العود,100 مل,VALID,IMAGE_PENDING,,,,READY,
batch006,1588,ARD-4967,عطر فلفت لوش كورماند كولكشن 100 مل,عطر-فلفت-لوش-كورماند-كولكشن-100-مل-ard-4967,perfumes,مملكة العود,100 مل,VALID,IMAGE_PENDING,,,,READY,
batch006,1589,ARD-5024,عطر اوج اكستراكت 100 مل,عطر-اوج-اكستراكت-100-مل-ard-5024,perfumes,مملكة العود,100 مل,VALID,IMAGE_PENDING,,,,READY,
batch006,1590,ARD-5068,عطر هلال 100 مل,عطر-هلال-100-مل-ard-5068,perfumes,مملكة العود,100 مل,VALID,IMAGE_PENDING,,,,READY,
batch006,1591,ARD-5069,عطر محق 100 مل,عطر-محق-100-مل-ard-5069,perfumes,مملكة العود,100 مل,VALID,IMAGE_PENDING,,,,READY,
batch006,1592,ARD-5070,عطر افراح بارادايس 100 مل,عطر-افراح-بارادايس-100-مل-ard-5070,perfumes,مملكة العود,100 مل,VALID,IMAGE_PENDING,,,,READY,
batch006,1593,ARD-5075,عطر فهد 80 مل / لطافة,عطر-فهد-80-مل-لطافة-ard-5075,perfumes,مملكة العود,80 مل,VALID,IMAGE_PENDING,,,,READY,
batch006,1594,ARD-5162,عطر زهراء ليلك دريم 100 مل,عطر-زهراء-ليلك-دريم-100-مل-ard-5162,perfumes,مملكة العود,100 مل,VALID,IMAGE_PENDING,,,,READY,
batch006,1595,ARD-5163,عطر زهراء بيتال كيز 100 مل,عطر-زهراء-بيتال-كيز-100-مل-ard-5163,perfumes,مملكة العود,100 مل,VALID,IMAGE_PENDING,,,,READY,
batch006,1596,ARD-5164,عطر زهراء فلفت افاير 100 مل,عطر-زهراء-فلفت-افاير-100-مل-ard-5164,perfumes,مملكة العود,100 مل,VALID,IMAGE_PENDING,,,,READY,
batch006,1597,ARD-5166,عطر سلطان رمال 100 مل,عطر-سلطان-رمال-100-مل-ard-5166,perfumes,مملكة العود,100 مل,VALID,IMAGE_PENDING,,,,READY,
batch006,1598,ARD-5167,عطر سلطان بوادي 100 مل,عطر-سلطان-بوادي-100-مل-ard-5167,perfumes,مملكة العود,100 مل,VALID,IMAGE_PENDING,,,,READY,
batch006,1599,ARD-5168,عطر سلطان خيمة 100 مل,عطر-سلطان-خيمة-100-مل-ard-5168,perfumes,مملكة العود,100 مل,VALID,IMAGE_PENDING,,,,READY,
