priority,source_row,merchant_sku,product_name,brand,size,category,current_image_status,source_product_url,image_source_url,source_type,acquisition_status,review_notes
12,1456,ARD-240,عطر صدفه,مملكة العود,,perfumes,PENDING_ACQUISITION,,,merchant_backfill_required,QUEUED_FOR_BACKFILL,Staged as metadata-only IMAGE_PENDING
13,1457,ARD-241,عطر قوارير,مملكة العود,,perfumes,PENDING_ACQUISITION,,,merchant_backfill_required,QUEUED_FOR_BACKFILL,Staged as metadata-only IMAGE_PENDING
14,1458,ARD-243,عطر فزاع اصدار محدود,مملكة العود,,perfumes,PENDING_ACQUISITION,,,merchant_backfill_required,QUEUED_FOR_BACKFILL,Staged as metadata-only IMAGE_PENDING
15,1459,ARD-244,عطر الباشا,مملكة العود,,perfumes,PENDING_ACQUISITION,,,merchant_backfill_required,QUEUED_FOR_BACKFILL,Staged as metadata-only IMAGE_PENDING
16,1460,ARD-245,عطر الاسطوره رجالي,مملكة العود,,perfumes,PENDING_ACQUISITION,,,merchant_backfill_required,QUEUED_FOR_BACKFILL,Staged as metadata-only IMAGE_PENDING
17,1461,ARD-250,عطر ايهم,مملكة العود,,perfumes,PENDING_ACQUISITION,,,merchant_backfill_required,QUEUED_FOR_BACKFILL,Staged as metadata-only IMAGE_PENDING
18,1462,ARD-251,عطر مينا,مملكة العود,,perfumes,PENDING_ACQUISITION,,,merchant_backfill_required,QUEUED_FOR_BACKFILL,Staged as metadata-only IMAGE_PENDING
19,1463,ARD-347,عطر غلا راشد,مملكة العود,,perfumes,PENDING_ACQUISITION,,,merchant_backfill_required,QUEUED_FOR_BACKFILL,Staged as metadata-only IMAGE_PENDING
20,1464,ARD-358,عطر ملك / مملكه العود,مملكة العود,,perfumes,PENDING_ACQUISITION,,,merchant_backfill_required,QUEUED_FOR_BACKFILL,Staged as metadata-only IMAGE_PENDING
21,1465,ARD-461,عطر كيان / رجالي,مملكة العود,,perfumes,PENDING_ACQUISITION,,,merchant_backfill_required,QUEUED_FOR_BACKFILL,Staged as metadata-only IMAGE_PENDING
22,1466,ARD-589,عطر كيان نسائي,مملكة العود,,perfumes,PENDING_ACQUISITION,,,merchant_backfill_required,QUEUED_FOR_BACKFILL,Staged as metadata-only IMAGE_PENDING
23,1467,ARD-616,عطر جود,مملكة العود,,perfumes,PENDING_ACQUISITION,,,merchant_backfill_required,QUEUED_FOR_BACKFILL,Staged as metadata-only IMAGE_PENDING
24,1468,ARD-1001,عطر الافندي,مملكة العود,,perfumes,PENDING_ACQUISITION,,,merchant_backfill_required,QUEUED_FOR_BACKFILL,Staged as metadata-only IMAGE_PENDING
25,1469,ARD-1147,عطر نخبة العود,مملكة العود,,perfumes,PENDING_ACQUISITION,,,merchant_backfill_required,QUEUED_FOR_BACKFILL,Staged as metadata-only IMAGE_PENDING
26,1470,ARD-1313,عطر الحفرة,مملكة العود,,perfumes,PENDING_ACQUISITION,,,merchant_backfill_required,QUEUED_FOR_BACKFILL,Staged as metadata-only IMAGE_PENDING
27,1471,ARD-1347,عطر شهلة,مملكة العود,,perfumes,PENDING_ACQUISITION,,,merchant_backfill_required,QUEUED_FOR_BACKFILL,Staged as metadata-only IMAGE_PENDING
28,1472,ARD-1364,عطر شجاع,مملكة العود,,perfumes,PENDING_ACQUISITION,,,merchant_backfill_required,QUEUED_FOR_BACKFILL,Staged as metadata-only IMAGE_PENDING
29,1473,ARD-1718,عطر ميرا,مملكة العود,,perfumes,PENDING_ACQUISITION,,,merchant_backfill_required,QUEUED_FOR_BACKFILL,Staged as metadata-only IMAGE_PENDING
30,1474,ARD-1862,عطر مهرة,مملكة العود,,perfumes,PENDING_ACQUISITION,,,merchant_backfill_required,QUEUED_FOR_BACKFILL,Staged as metadata-only IMAGE_PENDING
31,1475,ARD-1994,عطر نشوة 100 مل,مملكة العود,100 مل,perfumes,PENDING_ACQUISITION,,,merchant_backfill_required,QUEUED_FOR_BACKFILL,Staged as metadata-only IMAGE_PENDING
32,1476,ARD-2011,عطر القدوة,مملكة العود,,perfumes,PENDING_ACQUISITION,,,merchant_backfill_required,QUEUED_FOR_BACKFILL,Staged as metadata-only IMAGE_PENDING
33,1477,ARD-2087,عطر قسم 100 مل,مملكة العود,100 مل,perfumes,PENDING_ACQUISITION,,,merchant_backfill_required,QUEUED_FOR_BACKFILL,Staged as metadata-only IMAGE_PENDING
34,1478,ARD-2093,عطر لواء 80 مل,مملكة العود,80 مل,perfumes,PENDING_ACQUISITION,,,merchant_backfill_required,QUEUED_FOR_BACKFILL,Staged as metadata-only IMAGE_PENDING
35,1479,ARD-2102,عطر الكوخ رجال,مملكة العود,,perfumes,PENDING_ACQUISITION,,,merchant_backfill_required,QUEUED_FOR_BACKFILL,Staged as metadata-only IMAGE_PENDING
36,1480,ARD-2103,عطر الكوخ نسائي,مملكة العود,,perfumes,PENDING_ACQUISITION,,,merchant_backfill_required,QUEUED_FOR_BACKFILL,Staged as metadata-only IMAGE_PENDING
37,1481,ARD-2244,سيت مملكة العود ابيض 6ق 35 مل,مملكة العود,35 مل,perfumes,PENDING_ACQUISITION,,,merchant_backfill_required,QUEUED_FOR_BACKFILL,Staged as metadata-only IMAGE_PENDING
38,1482,ARD-2431,عطر العراب 100 مل,مملكة العود,100 مل,perfumes,PENDING_ACQUISITION,,,merchant_backfill_required,QUEUED_FOR_BACKFILL,Staged as metadata-only IMAGE_PENDING
39,1483,ARD-2434,عطر لولو,مملكة العود,,perfumes,PENDING_ACQUISITION,,,merchant_backfill_required,QUEUED_FOR_BACKFILL,Staged as metadata-only IMAGE_PENDING
40,1484,ARD-2678,عطر نيشان احمر,مملكة العود,,perfumes,PENDING_ACQUISITION,,,merchant_backfill_required,QUEUED_FOR_BACKFILL,Staged as metadata-only IMAGE_PENDING
41,1485,ARD-2731,عطر فزاع احمر 100 مل,مملكة العود,100 مل,perfumes,PENDING_ACQUISITION,,,merchant_backfill_required,QUEUED_FOR_BACKFILL,Staged as metadata-only IMAGE_PENDING
42,1486,ARD-2821,عطر اكنان 100 مل,مملكة العود,100 مل,perfumes,PENDING_ACQUISITION,,,merchant_backfill_required,QUEUED_FOR_BACKFILL,Staged as metadata-only IMAGE_PENDING
43,1487,ARD-2871,عطر نشمي,مملكة العود,,perfumes,PENDING_ACQUISITION,,,merchant_backfill_required,QUEUED_FOR_BACKFILL,Staged as metadata-only IMAGE_PENDING
44,1488,ARD-2872,عطر قهار,مملكة العود,,perfumes,PENDING_ACQUISITION,,,merchant_backfill_required,QUEUED_FOR_BACKFILL,Staged as metadata-only IMAGE_PENDING
45,1489,ARD-2893,عطر شمم 100 مل,مملكة العود,100 مل,perfumes,PENDING_ACQUISITION,,,merchant_backfill_required,QUEUED_FOR_BACKFILL,Staged as metadata-only IMAGE_PENDING
46,1490,ARD-2894,عطر يارا 100 مل,مملكة العود,100 مل,perfumes,PENDING_ACQUISITION,,,merchant_backfill_required,QUEUED_FOR_BACKFILL,Staged as metadata-only IMAGE_PENDING
47,1491,ARD-2931,عطر لين,مملكة العود,,perfumes,PENDING_ACQUISITION,,,merchant_backfill_required,QUEUED_FOR_BACKFILL,Staged as metadata-only IMAGE_PENDING
48,1492,ARD-2934,عطر اسمى,مملكة العود,,perfumes,PENDING_ACQUISITION,,,merchant_backfill_required,QUEUED_FOR_BACKFILL,Staged as metadata-only IMAGE_PENDING
49,1493,ARD-2935,عطر افق,مملكة العود,,perfumes,PENDING_ACQUISITION,,,merchant_backfill_required,QUEUED_FOR_BACKFILL,Staged as metadata-only IMAGE_PENDING
50,1494,ARD-2936,عطر امارة,مملكة العود,,perfumes,PENDING_ACQUISITION,,,merchant_backfill_required,QUEUED_FOR_BACKFILL,Staged as metadata-only IMAGE_PENDING
51,1495,ARD-2937,عطر حور,مملكة العود,,perfumes,PENDING_ACQUISITION,,,merchant_backfill_required,QUEUED_FOR_BACKFILL,Staged as metadata-only IMAGE_PENDING
52,1496,ARD-2938,عطر تسنيم,مملكة العود,,perfumes,PENDING_ACQUISITION,,,merchant_backfill_required,QUEUED_FOR_BACKFILL,Staged as metadata-only IMAGE_PENDING
53,1497,ARD-2939,عطر تالا,مملكة العود,,perfumes,PENDING_ACQUISITION,,,merchant_backfill_required,QUEUED_FOR_BACKFILL,Staged as metadata-only IMAGE_PENDING
54,1498,ARD-2940,عطر رواد,مملكة العود,,perfumes,PENDING_ACQUISITION,,,merchant_backfill_required,QUEUED_FOR_BACKFILL,Staged as metadata-only IMAGE_PENDING
55,1499,ARD-2941,عطر منار,مملكة العود,,perfumes,PENDING_ACQUISITION,,,merchant_backfill_required,QUEUED_FOR_BACKFILL,Staged as metadata-only IMAGE_PENDING
56,1500,ARD-2942,عطر ذهب,مملكة العود,,perfumes,PENDING_ACQUISITION,,,merchant_backfill_required,QUEUED_FOR_BACKFILL,Staged as metadata-only IMAGE_PENDING
57,1501,ARD-2943,عطر شاهين,مملكة العود,,perfumes,PENDING_ACQUISITION,,,merchant_backfill_required,QUEUED_FOR_BACKFILL,Staged as metadata-only IMAGE_PENDING
58,1502,ARD-2968,عطر العراب ذهبي,مملكة العود,,perfumes,PENDING_ACQUISITION,,,merchant_backfill_required,QUEUED_FOR_BACKFILL,Staged as metadata-only IMAGE_PENDING
59,1503,ARD-2977,عطر انس,مملكة العود,,perfumes,PENDING_ACQUISITION,,,merchant_backfill_required,QUEUED_FOR_BACKFILL,Staged as metadata-only IMAGE_PENDING
60,1504,ARD-3021,عطر زين,مملكة العود,,perfumes,PENDING_ACQUISITION,,,merchant_backfill_required,QUEUED_FOR_BACKFILL,Staged as metadata-only IMAGE_PENDING
61,1505,ARD-3087,عطر لاجيري لمار وردي 100 مل,مملكة العود,100 مل,perfumes,PENDING_ACQUISITION,,,merchant_backfill_required,QUEUED_FOR_BACKFILL,Staged as metadata-only IMAGE_PENDING
62,1506,ARD-3088,عطر لا امور لمار اخضر 80 مل,مملكة العود,80 مل,perfumes,PENDING_ACQUISITION,,,merchant_backfill_required,QUEUED_FOR_BACKFILL,Staged as metadata-only IMAGE_PENDING
63,1507,ARD-3120,عطر بينات,مملكة العود,,perfumes,PENDING_ACQUISITION,,,merchant_backfill_required,QUEUED_FOR_BACKFILL,Staged as metadata-only IMAGE_PENDING
64,1508,ARD-3478,عطر قسور 100 مل,مملكة العود,100 مل,perfumes,PENDING_ACQUISITION,,,merchant_backfill_required,QUEUED_FOR_BACKFILL,Staged as metadata-only IMAGE_PENDING
65,1509,ARD-3480,عطر ملهم 100 مل,مملكة العود,100 مل,perfumes,PENDING_ACQUISITION,,,merchant_backfill_required,QUEUED_FOR_BACKFILL,Staged as metadata-only IMAGE_PENDING
66,1510,ARD-3552,عطر ميقات 100 مل,مملكة العود,100 مل,perfumes,PENDING_ACQUISITION,,,merchant_backfill_required,QUEUED_FOR_BACKFILL,Staged as metadata-only IMAGE_PENDING
67,1511,ARD-3556,عطر صميم 100 مل,مملكة العود,100 مل,perfumes,PENDING_ACQUISITION,,,merchant_backfill_required,QUEUED_FOR_BACKFILL,Staged as metadata-only IMAGE_PENDING
68,1512,ARD-3650,عطر مقدام 100 مل,مملكة العود,100 مل,perfumes,PENDING_ACQUISITION,,,merchant_backfill_required,QUEUED_FOR_BACKFILL,Staged as metadata-only IMAGE_PENDING
69,1513,ARD-3696,عطر نوح 100 مل,مملكة العود,100 مل,perfumes,PENDING_ACQUISITION,,,merchant_backfill_required,QUEUED_FOR_BACKFILL,Staged as metadata-only IMAGE_PENDING
70,1514,ARD-3703,عطر الدرة 100 مل مملكة العود / موافي,مملكة العود,100 مل,perfumes,PENDING_ACQUISITION,,,merchant_backfill_required,QUEUED_FOR_BACKFILL,Staged as metadata-only IMAGE_PENDING
71,1515,ARD-3704,عطر الدرة 100 مل مملكة العود / بيرل,مملكة العود,100 مل,perfumes,PENDING_ACQUISITION,,,merchant_backfill_required,QUEUED_FOR_BACKFILL,Staged as metadata-only IMAGE_PENDING
72,1516,ARD-3705,عطر الدرة 100 مل مملكة العود / بينك,مملكة العود,100 مل,perfumes,PENDING_ACQUISITION,,,merchant_backfill_required,QUEUED_FOR_BACKFILL,Staged as metadata-only IMAGE_PENDING
73,1517,ARD-3706,عطر الدرة 100 مل مملكة العود / تيفاني,مملكة العود,100 مل,perfumes,PENDING_ACQUISITION,,,merchant_backfill_required,QUEUED_FOR_BACKFILL,Staged as metadata-only IMAGE_PENDING
74,1518,ARD-3708,عطر الاجهر 100 مل,مملكة العود,100 مل,perfumes,PENDING_ACQUISITION,,,merchant_backfill_required,QUEUED_FOR_BACKFILL,Staged as metadata-only IMAGE_PENDING
75,1519,ARD-3895,عطر الشهم 100 مل الابيض / مملكه العود,مملكة العود,100 مل,perfumes,PENDING_ACQUISITION,,,merchant_backfill_required,QUEUED_FOR_BACKFILL,Staged as metadata-only IMAGE_PENDING
76,1520,ARD-3901,عطر ماغنايت جديد,مملكة العود,,perfumes,PENDING_ACQUISITION,,,merchant_backfill_required,QUEUED_FOR_BACKFILL,Staged as metadata-only IMAGE_PENDING
77,1521,ARD-3958,عطر تيماء 100 مل,مملكة العود,100 مل,perfumes,PENDING_ACQUISITION,,,merchant_backfill_required,QUEUED_FOR_BACKFILL,Staged as metadata-only IMAGE_PENDING
78,1522,ARD-3965,عطر مها 100 مل,مملكة العود,100 مل,perfumes,PENDING_ACQUISITION,,,merchant_backfill_required,QUEUED_FOR_BACKFILL,Staged as metadata-only IMAGE_PENDING
79,1523,ARD-3966,عطر رزان 100 مل,مملكة العود,100 مل,perfumes,PENDING_ACQUISITION,,,merchant_backfill_required,QUEUED_FOR_BACKFILL,Staged as metadata-only IMAGE_PENDING
80,1524,ARD-4204,عطر كاريزما 100 مل,مملكة العود,100 مل,perfumes,PENDING_ACQUISITION,,,merchant_backfill_required,QUEUED_FOR_BACKFILL,Staged as metadata-only IMAGE_PENDING
81,1525,ARD-4259,عطر روعه رجال 200 مل,مملكة العود,200 مل,perfumes,PENDING_ACQUISITION,,,merchant_backfill_required,QUEUED_FOR_BACKFILL,Staged as metadata-only IMAGE_PENDING
82,1526,ARD-4260,عطر روعه نساء 200 مل,مملكة العود,200 مل,perfumes,PENDING_ACQUISITION,,,merchant_backfill_required,QUEUED_FOR_BACKFILL,Staged as metadata-only IMAGE_PENDING
83,1527,ARD-4263,عطر الحان 210 مل,مملكة العود,210 مل,perfumes,PENDING_ACQUISITION,,,merchant_backfill_required,QUEUED_FOR_BACKFILL,Staged as metadata-only IMAGE_PENDING
84,1528,ARD-4264,عطر الحان نوير 210 مل,مملكة العود,210 مل,perfumes,PENDING_ACQUISITION,,,merchant_backfill_required,QUEUED_FOR_BACKFILL,Staged as metadata-only IMAGE_PENDING
85,1529,ARD-4274,عطر افراح اكسكلوسف 100 مل,مملكة العود,100 مل,perfumes,PENDING_ACQUISITION,,,merchant_backfill_required,QUEUED_FOR_BACKFILL,Staged as metadata-only IMAGE_PENDING
86,1530,ARD-4276,عطر افراح جيري 100 مل,مملكة العود,100 مل,perfumes,PENDING_ACQUISITION,,,merchant_backfill_required,QUEUED_FOR_BACKFILL,Staged as metadata-only IMAGE_PENDING
87,1531,ARD-4277,عطر افراح سنشوال 100 مل,مملكة العود,100 مل,perfumes,PENDING_ACQUISITION,,,merchant_backfill_required,QUEUED_FOR_BACKFILL,Staged as metadata-only IMAGE_PENDING
88,1532,ARD-4280,عطر قرطبة كلوري 100 مل,مملكة العود,100 مل,perfumes,PENDING_ACQUISITION,,,merchant_backfill_required,QUEUED_FOR_BACKFILL,Staged as metadata-only IMAGE_PENDING
89,1533,ARD-4281,عطر قرطبة اصيل 100 مل,مملكة العود,100 مل,perfumes,PENDING_ACQUISITION,,,merchant_backfill_required,QUEUED_FOR_BACKFILL,Staged as metadata-only IMAGE_PENDING
90,1534,ARD-4282,عطر قرطبة روج 100 مل,مملكة العود,100 مل,perfumes,PENDING_ACQUISITION,,,merchant_backfill_required,QUEUED_FOR_BACKFILL,Staged as metadata-only IMAGE_PENDING
91,1535,ARD-4308,عطر حمزة 100 مل,مملكة العود,100 مل,perfumes,PENDING_ACQUISITION,,,merchant_backfill_required,QUEUED_FOR_BACKFILL,Staged as metadata-only IMAGE_PENDING
92,1536,ARD-4309,عطر ثريا روزا 100 مل,مملكة العود,100 مل,perfumes,PENDING_ACQUISITION,,,merchant_backfill_required,QUEUED_FOR_BACKFILL,Staged as metadata-only IMAGE_PENDING
93,1537,ARD-4310,عطر جاذبية ازرق 100 مل,مملكة العود,100 مل,perfumes,PENDING_ACQUISITION,,,merchant_backfill_required,QUEUED_FOR_BACKFILL,Staged as metadata-only IMAGE_PENDING
94,1538,ARD-4312,عطر جاذبية بلوش 100 مل,مملكة العود,100 مل,perfumes,PENDING_ACQUISITION,,,merchant_backfill_required,QUEUED_FOR_BACKFILL,Staged as metadata-only IMAGE_PENDING
95,1539,ARD-4314,عطر ثريا 100 مل,مملكة العود,100 مل,perfumes,PENDING_ACQUISITION,,,merchant_backfill_required,QUEUED_FOR_BACKFILL,Staged as metadata-only IMAGE_PENDING
96,1540,ARD-4325,عطر سدرة 100 مل,مملكة العود,100 مل,perfumes,PENDING_ACQUISITION,,,merchant_backfill_required,QUEUED_FOR_BACKFILL,Staged as metadata-only IMAGE_PENDING
97,1541,ARD-4339,عطر قصر العود انفنتي 100 مل,مملكة العود,100 مل,perfumes,PENDING_ACQUISITION,,,merchant_backfill_required,QUEUED_FOR_BACKFILL,Staged as metadata-only IMAGE_PENDING
98,1542,ARD-4340,عطر قصر العود ميراج 100 مل,مملكة العود,100 مل,perfumes,PENDING_ACQUISITION,,,merchant_backfill_required,QUEUED_FOR_BACKFILL,Staged as metadata-only IMAGE_PENDING
99,1543,ARD-4341,عطر اوج ازوري 90 مل,مملكة العود,90 مل,perfumes,PENDING_ACQUISITION,,,merchant_backfill_required,QUEUED_FOR_BACKFILL,Staged as metadata-only IMAGE_PENDING
100,1544,ARD-4354,عطر البدلة 100 مل,مملكة العود,100 مل,perfumes,PENDING_ACQUISITION,,,merchant_backfill_required,QUEUED_FOR_BACKFILL,Staged as metadata-only IMAGE_PENDING
101,1545,ARD-4364,عطر ريم 100 مل / اصداف,مملكة العود,100 مل,perfumes,PENDING_ACQUISITION,,,merchant_backfill_required,QUEUED_FOR_BACKFILL,Staged as metadata-only IMAGE_PENDING
102,1546,ARD-4366,عطر سراب 100 مل,مملكة العود,100 مل,perfumes,PENDING_ACQUISITION,,,merchant_backfill_required,QUEUED_FOR_BACKFILL,Staged as metadata-only IMAGE_PENDING
103,1547,ARD-4384,عطر روح,مملكة العود,,perfumes,PENDING_ACQUISITION,,,merchant_backfill_required,QUEUED_FOR_BACKFILL,Staged as metadata-only IMAGE_PENDING
104,1548,ARD-4386,عطر سحاب 100 مل,مملكة العود,100 مل,perfumes,PENDING_ACQUISITION,,,merchant_backfill_required,QUEUED_FOR_BACKFILL,Staged as metadata-only IMAGE_PENDING
105,1549,ARD-4458,عطر دانة 100 مل,مملكة العود,100 مل,perfumes,PENDING_ACQUISITION,,,merchant_backfill_required,QUEUED_FOR_BACKFILL,Staged as metadata-only IMAGE_PENDING
106,1550,ARD-4478,عطر اصحاب فانيلا 100 مل,مملكة العود,100 مل,perfumes,PENDING_ACQUISITION,,,merchant_backfill_required,QUEUED_FOR_BACKFILL,Staged as metadata-only IMAGE_PENDING
107,1551,ARD-4479,عطر اصحاب كراميل 100 مل,مملكة العود,100 مل,perfumes,PENDING_ACQUISITION,,,merchant_backfill_required,QUEUED_FOR_BACKFILL,Staged as metadata-only IMAGE_PENDING
108,1552,ARD-4488,عطر غنى 100 مل,مملكة العود,100 مل,perfumes,PENDING_ACQUISITION,,,merchant_backfill_required,QUEUED_FOR_BACKFILL,Staged as metadata-only IMAGE_PENDING
109,1553,ARD-4507,عطر لوتس 100 مل,مملكة العود,100 مل,perfumes,PENDING_ACQUISITION,,,merchant_backfill_required,QUEUED_FOR_BACKFILL,Staged as metadata-only IMAGE_PENDING
110,1554,ARD-4517,عطر ميرال 100 مل,مملكة العود,100 مل,perfumes,PENDING_ACQUISITION,,,merchant_backfill_required,QUEUED_FOR_BACKFILL,Staged as metadata-only IMAGE_PENDING
111,1555,ARD-4518,عطر ايلاف 100 مل,مملكة العود,100 مل,perfumes,PENDING_ACQUISITION,,,merchant_backfill_required,QUEUED_FOR_BACKFILL,Staged as metadata-only IMAGE_PENDING
112,1556,ARD-4612,عطر افق بريز 100 مل,مملكة العود,100 مل,perfumes,PENDING_ACQUISITION,,,merchant_backfill_required,QUEUED_FOR_BACKFILL,Staged as metadata-only IMAGE_PENDING
113,1557,ARD-4613,عطر افق دلكايت 100 مل,مملكة العود,100 مل,perfumes,PENDING_ACQUISITION,,,merchant_backfill_required,QUEUED_FOR_BACKFILL,Staged as metadata-only IMAGE_PENDING
114,1558,ARD-4614,عطر افق ديفاين 100 مل,مملكة العود,100 مل,perfumes,PENDING_ACQUISITION,,,merchant_backfill_required,QUEUED_FOR_BACKFILL,Staged as metadata-only IMAGE_PENDING
115,1559,ARD-4615,عطر افق هارموني 100 مل,مملكة العود,100 مل,perfumes,PENDING_ACQUISITION,,,merchant_backfill_required,QUEUED_FOR_BACKFILL,Staged as metadata-only IMAGE_PENDING
116,1560,ARD-4616,عطر افق اوبسشن 100 مل,مملكة العود,100 مل,perfumes,PENDING_ACQUISITION,,,merchant_backfill_required,QUEUED_FOR_BACKFILL,Staged as metadata-only IMAGE_PENDING
117,1561,ARD-4629,عطر سيرتي امورا 100 مل,مملكة العود,100 مل,perfumes,PENDING_ACQUISITION,,,merchant_backfill_required,QUEUED_FOR_BACKFILL,Staged as metadata-only IMAGE_PENDING
118,1562,ARD-4630,عطر سيرتي لونايري 100 مل,مملكة العود,100 مل,perfumes,PENDING_ACQUISITION,,,merchant_backfill_required,QUEUED_FOR_BACKFILL,Staged as metadata-only IMAGE_PENDING
119,1563,ARD-4631,عطر سيرتي اونلي يو 100 مل,مملكة العود,100 مل,perfumes,PENDING_ACQUISITION,,,merchant_backfill_required,QUEUED_FOR_BACKFILL,Staged as metadata-only IMAGE_PENDING
120,1564,ARD-4633,عطر سيرتي فالي مست 100 مل,مملكة العود,100 مل,perfumes,PENDING_ACQUISITION,,,merchant_backfill_required,QUEUED_FOR_BACKFILL,Staged as metadata-only IMAGE_PENDING
121,1565,ARD-4673,عطر رويال قطن وردي / مملكه العود,مملكة العود,,perfumes,PENDING_ACQUISITION,,,merchant_backfill_required,QUEUED_FOR_BACKFILL,Staged as metadata-only IMAGE_PENDING
122,1566,ARD-4674,عطر رويال قطن روج / مملكه العود,مملكة العود,,perfumes,PENDING_ACQUISITION,,,merchant_backfill_required,QUEUED_FOR_BACKFILL,Staged as metadata-only IMAGE_PENDING
123,1567,ARD-4675,عطر رويال قطن ملكي / مملكه العود,مملكة العود,,perfumes,PENDING_ACQUISITION,,,merchant_backfill_required,QUEUED_FOR_BACKFILL,Staged as metadata-only IMAGE_PENDING
124,1568,ARD-4676,عطر رويال قطن ابيض / مملكه العود,مملكة العود,,perfumes,PENDING_ACQUISITION,,,merchant_backfill_required,QUEUED_FOR_BACKFILL,Staged as metadata-only IMAGE_PENDING
125,1569,ARD-4915,عطر ريو توباكو 100 مل,مملكة العود,100 مل,perfumes,PENDING_ACQUISITION,,,merchant_backfill_required,QUEUED_FOR_BACKFILL,Staged as metadata-only IMAGE_PENDING
126,1570,ARD-4916,عطر كوهيبا توباكو 100 مل,مملكة العود,100 مل,perfumes,PENDING_ACQUISITION,,,merchant_backfill_required,QUEUED_FOR_BACKFILL,Staged as metadata-only IMAGE_PENDING
127,1571,ARD-4917,عطر باريسيان توباكو 100 مل,مملكة العود,100 مل,perfumes,PENDING_ACQUISITION,,,merchant_backfill_required,QUEUED_FOR_BACKFILL,Staged as metadata-only IMAGE_PENDING
128,1572,ARD-4922,عطر فانيلا مادنس كورماند كولكشن 100 مل,مملكة العود,100 مل,perfumes,PENDING_ACQUISITION,,,merchant_backfill_required,QUEUED_FOR_BACKFILL,Staged as metadata-only IMAGE_PENDING
129,1573,ARD-4923,عطر مارشميلو كلايز كورماند كولكشن 100 مل,مملكة العود,100 مل,perfumes,PENDING_ACQUISITION,,,merchant_backfill_required,QUEUED_FOR_BACKFILL,Staged as metadata-only IMAGE_PENDING
130,1574,ARD-4924,عطر كوكي بايت كورماند كولكشن 100 مل,مملكة العود,100 مل,perfumes,PENDING_ACQUISITION,,,merchant_backfill_required,QUEUED_FOR_BACKFILL,Staged as metadata-only IMAGE_PENDING
131,1575,ARD-4925,عطر ميلت مارشميلو كيز 100 مل,مملكة العود,100 مل,perfumes,PENDING_ACQUISITION,,,merchant_backfill_required,QUEUED_FOR_BACKFILL,Staged as metadata-only IMAGE_PENDING
132,1576,ARD-4926,عطر ميلت كافيه بلس 100 مل,مملكة العود,100 مل,perfumes,PENDING_ACQUISITION,,,merchant_backfill_required,QUEUED_FOR_BACKFILL,Staged as metadata-only IMAGE_PENDING
133,1577,ARD-4927,عطر ميلت كريم كراميل 100 مل,مملكة العود,100 مل,perfumes,PENDING_ACQUISITION,,,merchant_backfill_required,QUEUED_FOR_BACKFILL,Staged as metadata-only IMAGE_PENDING
