priority,source_row,merchant_sku,product_name,brand,size,category,current_image_status,source_product_url,image_source_url,source_type,acquisition_status,review_notes
25,328,ARD-4297,معطر جو اجود 300 مل,Lattafa,300 مل,home-linen-air,PENDING_ACQUISITION,,,merchant_backfill_required,QUEUED_FOR_BACKFILL,Staged as metadata-only IMAGE_PENDING
26,329,ARD-4298,معطر جو لطافة جديد بديع العود اميثست,Lattafa,,home-linen-air,PENDING_ACQUISITION,,,merchant_backfill_required,QUEUED_FOR_BACKFILL,Staged as metadata-only IMAGE_PENDING
27,330,ARD-4299,معطر جو لطافة جديد بديع العود سبليم,Lattafa,,home-linen-air,PENDING_ACQUISITION,,,merchant_backfill_required,QUEUED_FOR_BACKFILL,Staged as metadata-only IMAGE_PENDING
28,332,ARD-4551,معطر جو ماهر لاغاسي 300 مل,Lattafa,300 مل,home-linen-air,PENDING_ACQUISITION,,,merchant_backfill_required,QUEUED_FOR_BACKFILL,Staged as metadata-only IMAGE_PENDING
29,333,ARD-4553,معطر جو اسد زينزبار 300 مل,Lattafa,300 مل,home-linen-air,PENDING_ACQUISITION,,,merchant_backfill_required,QUEUED_FOR_BACKFILL,Staged as metadata-only IMAGE_PENDING
30,334,ARD-4563,معطر جو انا الابيض بودري,Lattafa,,home-linen-air,PENDING_ACQUISITION,,,merchant_backfill_required,QUEUED_FOR_BACKFILL,Staged as metadata-only IMAGE_PENDING
31,336,ARD-4565,معطر جو ثريا 300 مل,Lattafa,300 مل,home-linen-air,PENDING_ACQUISITION,,,merchant_backfill_required,QUEUED_FOR_BACKFILL,Staged as metadata-only IMAGE_PENDING
32,340,ARD-4753,معطر جو هير كونفشن 300 مل,Lattafa,300 مل,home-linen-air,PENDING_ACQUISITION,,,merchant_backfill_required,QUEUED_FOR_BACKFILL,Staged as metadata-only IMAGE_PENDING
33,341,ARD-4754,معطر جو هز كونفشن 300 مل,Lattafa,300 مل,home-linen-air,PENDING_ACQUISITION,,,merchant_backfill_required,QUEUED_FOR_BACKFILL,Staged as metadata-only IMAGE_PENDING
34,342,ARD-4755,معطر جو اسد بوبون 300 مل,Lattafa,300 مل,home-linen-air,PENDING_ACQUISITION,,,merchant_backfill_required,QUEUED_FOR_BACKFILL,Staged as metadata-only IMAGE_PENDING
35,343,ARD-3041,معطر دبدوب لطافة عشق الشيوخ ذهبي,Lattafa,,home-linen-air,PENDING_ACQUISITION,,,merchant_backfill_required,QUEUED_FOR_BACKFILL,Staged as metadata-only IMAGE_PENDING
36,344,ARD-3042,معطر دبدوب لطافة عشق الشيوخ سلفر,Lattafa,,home-linen-air,PENDING_ACQUISITION,,,merchant_backfill_required,QUEUED_FOR_BACKFILL,Staged as metadata-only IMAGE_PENDING
37,345,ARD-3043,معطر دبدوب لطافة لحضات,Lattafa,,home-linen-air,PENDING_ACQUISITION,,,merchant_backfill_required,QUEUED_FOR_BACKFILL,Staged as metadata-only IMAGE_PENDING
38,346,ARD-3045,معطر دبدوب لطافة شاهين ذهبي,Lattafa,,home-linen-air,PENDING_ACQUISITION,,,merchant_backfill_required,QUEUED_FOR_BACKFILL,Staged as metadata-only IMAGE_PENDING
39,347,ARD-3046,معطر دبدوب لطافة شاهين سلفر,Lattafa,,home-linen-air,PENDING_ACQUISITION,,,merchant_backfill_required,QUEUED_FOR_BACKFILL,Staged as metadata-only IMAGE_PENDING
40,348,ARD-3047,معطر دبدوب لطافة ثروة سلفر,Lattafa,,home-linen-air,PENDING_ACQUISITION,,,merchant_backfill_required,QUEUED_FOR_BACKFILL,Staged as metadata-only IMAGE_PENDING
41,349,ARD-3048,معطر دبدوب لطافة ثروة ذهبي,Lattafa,,home-linen-air,PENDING_ACQUISITION,,,merchant_backfill_required,QUEUED_FOR_BACKFILL,Staged as metadata-only IMAGE_PENDING
42,350,ARD-3049,معطر دبدوب لطافة كاس الفائز سلفر,Lattafa,,home-linen-air,PENDING_ACQUISITION,,,merchant_backfill_required,QUEUED_FOR_BACKFILL,Staged as metadata-only IMAGE_PENDING
43,351,ARD-3050,معطر دبدوب لطافة كاس الفائز ذهبي,Lattafa,,home-linen-air,PENDING_ACQUISITION,,,merchant_backfill_required,QUEUED_FOR_BACKFILL,Staged as metadata-only IMAGE_PENDING
44,352,ARD-3051,معطر دبدوب لطافة ذوق,Lattafa,,home-linen-air,PENDING_ACQUISITION,,,merchant_backfill_required,QUEUED_FOR_BACKFILL,Staged as metadata-only IMAGE_PENDING
45,353,ARD-3052,معطر دبدوب لطافة وجود,Lattafa,,home-linen-air,PENDING_ACQUISITION,,,merchant_backfill_required,QUEUED_FOR_BACKFILL,Staged as metadata-only IMAGE_PENDING
46,354,ARD-3053,معطر دبدوب لطافة هالا,Lattafa,,home-linen-air,PENDING_ACQUISITION,,,merchant_backfill_required,QUEUED_FOR_BACKFILL,Staged as metadata-only IMAGE_PENDING
47,355,ARD-3054,معطر دبدوب لطافة انسام ذهبي,Lattafa,,home-linen-air,PENDING_ACQUISITION,,,merchant_backfill_required,QUEUED_FOR_BACKFILL,Staged as metadata-only IMAGE_PENDING
48,356,ARD-3055,معطر دبدوب لطافة مهرجان ذهبي,Lattafa,,home-linen-air,PENDING_ACQUISITION,,,merchant_backfill_required,QUEUED_FOR_BACKFILL,Staged as metadata-only IMAGE_PENDING
49,357,ARD-3056,معطر دبدوب لطافة مهرجان سلفر,Lattafa,,home-linen-air,PENDING_ACQUISITION,,,merchant_backfill_required,QUEUED_FOR_BACKFILL,Staged as metadata-only IMAGE_PENDING
50,358,ARD-3057,معطر دبدوب لطافة اترنال عود,Lattafa,,home-linen-air,PENDING_ACQUISITION,,,merchant_backfill_required,QUEUED_FOR_BACKFILL,Staged as metadata-only IMAGE_PENDING
51,359,ARD-3058,معطر دبدوب لطافة افاق,Lattafa,,home-linen-air,PENDING_ACQUISITION,,,merchant_backfill_required,QUEUED_FOR_BACKFILL,Staged as metadata-only IMAGE_PENDING
52,360,ARD-3059,معطر دبدوب لطافة اوان,Lattafa,,home-linen-air,PENDING_ACQUISITION,,,merchant_backfill_required,QUEUED_FOR_BACKFILL,Staged as metadata-only IMAGE_PENDING
53,361,ARD-3060,معطر دبدوب لطافة العريق سلفر,Lattafa,,home-linen-air,PENDING_ACQUISITION,,,merchant_backfill_required,QUEUED_FOR_BACKFILL,Staged as metadata-only IMAGE_PENDING
54,362,ARD-3061,معطر دبدوب لطافة العريق ذهبي,Lattafa,,home-linen-air,PENDING_ACQUISITION,,,merchant_backfill_required,QUEUED_FOR_BACKFILL,Staged as metadata-only IMAGE_PENDING
55,363,ARD-3062,معطر دبدوب لطافة القيم ذهبي,Lattafa,,home-linen-air,PENDING_ACQUISITION,,,merchant_backfill_required,QUEUED_FOR_BACKFILL,Staged as metadata-only IMAGE_PENDING
56,364,ARD-3063,معطر دبدوب لطافة العميد,Lattafa,,home-linen-air,PENDING_ACQUISITION,,,merchant_backfill_required,QUEUED_FOR_BACKFILL,Staged as metadata-only IMAGE_PENDING
57,365,ARD-4716,معطر جسم ارت اوف يونيفيرس / 200 مل لطافة برايد,Lattafa,200 مل,body-mist-splash,PENDING_ACQUISITION,,,merchant_backfill_required,QUEUED_FOR_BACKFILL,Staged as metadata-only IMAGE_PENDING
58,366,ARD-4717,معطر جسم ارت اوف نايتور11 / 200 مل لطافة برايد,Lattafa,200 مل,body-mist-splash,PENDING_ACQUISITION,,,merchant_backfill_required,QUEUED_FOR_BACKFILL,Staged as metadata-only IMAGE_PENDING
59,367,ARD-4718,معطر جسم كوين اوف ارابيا / 200 مل لطافة برايد,Lattafa,200 مل,body-mist-splash,PENDING_ACQUISITION,,,merchant_backfill_required,QUEUED_FOR_BACKFILL,Staged as metadata-only IMAGE_PENDING
60,368,ARD-4719,معطر جسم بيس اند لوف / 200 مل لطافة برايد,Lattafa,200 مل,body-mist-splash,PENDING_ACQUISITION,,,merchant_backfill_required,QUEUED_FOR_BACKFILL,Staged as metadata-only IMAGE_PENDING
61,369,ARD-4720,معطر جسم بيزا / 200 مل لطافة برايد,Lattafa,200 مل,body-mist-splash,PENDING_ACQUISITION,,,merchant_backfill_required,QUEUED_FOR_BACKFILL,Staged as metadata-only IMAGE_PENDING
62,370,ARD-4721,معطر جسم نبراس / 200 مل لطافة برايد,Lattafa,200 مل,body-mist-splash,PENDING_ACQUISITION,,,merchant_backfill_required,QUEUED_FOR_BACKFILL,Staged as metadata-only IMAGE_PENDING
63,371,ARD-4722,معطر جسم فنتاج راديو / 200 مل لطافة برايد,Lattafa,200 مل,body-mist-splash,PENDING_ACQUISITION,,,merchant_backfill_required,QUEUED_FOR_BACKFILL,Staged as metadata-only IMAGE_PENDING
64,372,ARD-4723,معطر جسم اترنال عود / 200 مل لطافة برايد,Lattafa,200 مل,body-mist-splash,PENDING_ACQUISITION,,,merchant_backfill_required,QUEUED_FOR_BACKFILL,Staged as metadata-only IMAGE_PENDING
65,373,ARD-4724,معطر جسم ثروة ذهبي / 200 مل لطافة برايد,Lattafa,200 مل,body-mist-splash,PENDING_ACQUISITION,,,merchant_backfill_required,QUEUED_FOR_BACKFILL,Staged as metadata-only IMAGE_PENDING
66,374,ARD-4725,معطر جسم افيكشن / 200 مل لطافة برايد,Lattafa,200 مل,body-mist-splash,PENDING_ACQUISITION,,,merchant_backfill_required,QUEUED_FOR_BACKFILL,Staged as metadata-only IMAGE_PENDING
67,375,ARD-4726,معطر جسم نبراس الكسير / 200 مل لطافة برايد,Lattafa,200 مل,body-mist-splash,PENDING_ACQUISITION,,,merchant_backfill_required,QUEUED_FOR_BACKFILL,Staged as metadata-only IMAGE_PENDING
68,376,ARD-4727,معطر جسم القيم ذهبي / 200 مل لطافة برايد,Lattafa,200 مل,body-mist-splash,PENDING_ACQUISITION,,,merchant_backfill_required,QUEUED_FOR_BACKFILL,Staged as metadata-only IMAGE_PENDING
69,377,ARD-4728,معطر جسم شاهين ذهبي / 200 مل لطافة برايد,Lattafa,200 مل,body-mist-splash,PENDING_ACQUISITION,,,merchant_backfill_required,QUEUED_FOR_BACKFILL,Staged as metadata-only IMAGE_PENDING
70,378,ARD-5001,معطر جسم اترنال فانيلا / 200 مل لطافة برايد,Lattafa,200 مل,body-mist-splash,PENDING_ACQUISITION,,,merchant_backfill_required,QUEUED_FOR_BACKFILL,Staged as metadata-only IMAGE_PENDING
71,379,ARD-5002,معطر جسم ارت اوف ارابيا 1 / 200 مل لطافة برايد,Lattafa,200 مل,body-mist-splash,PENDING_ACQUISITION,,,merchant_backfill_required,QUEUED_FOR_BACKFILL,Staged as metadata-only IMAGE_PENDING
72,380,ARD-4805,معطر جو بيزا 300 مل / لطافة برايد,Lattafa,300 مل,home-linen-air,PENDING_ACQUISITION,,,merchant_backfill_required,QUEUED_FOR_BACKFILL,Staged as metadata-only IMAGE_PENDING
73,381,ARD-4806,معطر جو بيس اند لوف 300 مل / لطافة برايد,Lattafa,300 مل,home-linen-air,PENDING_ACQUISITION,,,merchant_backfill_required,QUEUED_FOR_BACKFILL,Staged as metadata-only IMAGE_PENDING
74,383,ARD-4808,معطر جو ثروة ذهبي 300 مل / لطافة برايد,Lattafa,300 مل,home-linen-air,PENDING_ACQUISITION,,,merchant_backfill_required,QUEUED_FOR_BACKFILL,Staged as metadata-only IMAGE_PENDING
75,384,ARD-4809,معطر جو ملكة العرب 300 مل / لطافة برايد,Lattafa,300 مل,home-linen-air,PENDING_ACQUISITION,,,merchant_backfill_required,QUEUED_FOR_BACKFILL,Staged as metadata-only IMAGE_PENDING
76,385,ARD-4810,معطر جو ارت اوف نايتور 11 300 مل / لطافة برايد,Lattafa,300 مل,home-linen-air,PENDING_ACQUISITION,,,merchant_backfill_required,QUEUED_FOR_BACKFILL,Staged as metadata-only IMAGE_PENDING
77,386,ARD-4811,معطر جو ارت اوف يونيفيرس 300 مل / لطافة برايد,Lattafa,300 مل,home-linen-air,PENDING_ACQUISITION,,,merchant_backfill_required,QUEUED_FOR_BACKFILL,Staged as metadata-only IMAGE_PENDING
78,387,ARD-4812,معطر جو افيكشن 300 مل / لطافة برايد,Lattafa,300 مل,home-linen-air,PENDING_ACQUISITION,,,merchant_backfill_required,QUEUED_FOR_BACKFILL,Staged as metadata-only IMAGE_PENDING
79,388,ARD-4813,معطر جو عشق الشيوخ سلفر 300 مل / لطافة برايد,Lattafa,300 مل,home-linen-air,PENDING_ACQUISITION,,,merchant_backfill_required,QUEUED_FOR_BACKFILL,Staged as metadata-only IMAGE_PENDING
80,389,ARD-4814,معطر جو اترنال عود 300 مل / لطافة برايد,Lattafa,300 مل,home-linen-air,PENDING_ACQUISITION,,,merchant_backfill_required,QUEUED_FOR_BACKFILL,Staged as metadata-only IMAGE_PENDING
81,390,ARD-4815,معطر جو شاهين ذهبي 300 مل / لطافة برايد,Lattafa,300 مل,home-linen-air,PENDING_ACQUISITION,,,merchant_backfill_required,QUEUED_FOR_BACKFILL,Staged as metadata-only IMAGE_PENDING
82,391,ARD-4816,معطر جو ارت اوف ارابيا 1 300 مل / لطافة برايد,Lattafa,300 مل,home-linen-air,PENDING_ACQUISITION,,,merchant_backfill_required,QUEUED_FOR_BACKFILL,Staged as metadata-only IMAGE_PENDING
83,392,ARD-4817,معطر جو القيم ذهبي 300 مل / لطافة برايد,Lattafa,300 مل,home-linen-air,PENDING_ACQUISITION,,,merchant_backfill_required,QUEUED_FOR_BACKFILL,Staged as metadata-only IMAGE_PENDING
84,393,ARD-4818,معطر جو فنتاج راديو 300 مل / لطافة برايد,Lattafa,300 مل,home-linen-air,PENDING_ACQUISITION,,,merchant_backfill_required,QUEUED_FOR_BACKFILL,Staged as metadata-only IMAGE_PENDING
85,395,ARD-3533,عطر راو هيومان 100 مل,Lattafa,100 مل,perfumes,PENDING_ACQUISITION,,,merchant_backfill_required,QUEUED_FOR_BACKFILL,Staged as metadata-only IMAGE_PENDING
86,396,ARD-3534,عطر ماسا 100 مل,Lattafa,100 مل,perfumes,PENDING_ACQUISITION,,,merchant_backfill_required,QUEUED_FOR_BACKFILL,Staged as metadata-only IMAGE_PENDING
87,397,ARD-3535,عطر بريز 100 مل,Lattafa,100 مل,perfumes,PENDING_ACQUISITION,,,merchant_backfill_required,QUEUED_FOR_BACKFILL,Staged as metadata-only IMAGE_PENDING
88,399,ARD-3537,عطر افيكشن 100 مل,Lattafa,100 مل,perfumes,PENDING_ACQUISITION,,,merchant_backfill_required,QUEUED_FOR_BACKFILL,Staged as metadata-only IMAGE_PENDING
89,402,ARD-3699,عطر غرام 100 مل / لطافة برايد,Lattafa,100 مل,perfumes,PENDING_ACQUISITION,,,merchant_backfill_required,QUEUED_FOR_BACKFILL,Staged as metadata-only IMAGE_PENDING
90,403,ARD-3700,عطر امبريس 100 مل / لطافة برايد,Lattafa,100 مل,perfumes,PENDING_ACQUISITION,,,merchant_backfill_required,QUEUED_FOR_BACKFILL,Staged as metadata-only IMAGE_PENDING
91,405,ARD-3702,عطر ارت اوف ارابيا 111 100 مل / لطافة برايد,Lattafa,100 مل,perfumes,PENDING_ACQUISITION,,,merchant_backfill_required,QUEUED_FOR_BACKFILL,Staged as metadata-only IMAGE_PENDING
92,406,ARD-4218,عطر لا افريكان درمر 100 مل,Lattafa,100 مل,perfumes,PENDING_ACQUISITION,,,merchant_backfill_required,QUEUED_FOR_BACKFILL,Staged as metadata-only IMAGE_PENDING
93,407,ARD-4223,عطر لين 100 مل / لطافة برايد,Lattafa,100 مل,perfumes,PENDING_ACQUISITION,,,merchant_backfill_required,QUEUED_FOR_BACKFILL,Staged as metadata-only IMAGE_PENDING
94,408,ARD-4224,عطر ارت اوف ارابيا 11 100 مل / لطافة برايد,Lattafa,100 مل,perfumes,PENDING_ACQUISITION,,,merchant_backfill_required,QUEUED_FOR_BACKFILL,Staged as metadata-only IMAGE_PENDING
95,409,ARD-4225,عطر بيس اند لوف 100 مل,Lattafa,100 مل,perfumes,PENDING_ACQUISITION,,,merchant_backfill_required,QUEUED_FOR_BACKFILL,Staged as metadata-only IMAGE_PENDING
96,410,ARD-4226,عطر بيبي هابي بروش 75 مل,Lattafa,75 مل,perfumes,PENDING_ACQUISITION,,,merchant_backfill_required,QUEUED_FOR_BACKFILL,Staged as metadata-only IMAGE_PENDING
97,411,ARD-4227,عطر بيبي هابي تايم 75 مل,Lattafa,75 مل,perfumes,PENDING_ACQUISITION,,,merchant_backfill_required,QUEUED_FOR_BACKFILL,Staged as metadata-only IMAGE_PENDING
98,412,ARD-4228,عطر بيبي ستوب ويت كو 75 مل,Lattafa,75 مل,perfumes,PENDING_ACQUISITION,,,merchant_backfill_required,QUEUED_FOR_BACKFILL,Staged as metadata-only IMAGE_PENDING
99,413,ARD-4229,عطر بيبي سينغ 75 مل,Lattafa,75 مل,perfumes,PENDING_ACQUISITION,,,merchant_backfill_required,QUEUED_FOR_BACKFILL,Staged as metadata-only IMAGE_PENDING
100,414,ARD-4232,عطر بيزا 100 مل,Lattafa,100 مل,perfumes,PENDING_ACQUISITION,,,merchant_backfill_required,QUEUED_FOR_BACKFILL,Staged as metadata-only IMAGE_PENDING
101,415,ARD-4233,عطر ارت اوف نايتور 1 100 مل / لطافة برايد,Lattafa,100 مل,perfumes,PENDING_ACQUISITION,,,merchant_backfill_required,QUEUED_FOR_BACKFILL,Staged as metadata-only IMAGE_PENDING
102,416,ARD-4234,عطر كاشان 100 مل,Lattafa,100 مل,perfumes,PENDING_ACQUISITION,,,merchant_backfill_required,QUEUED_FOR_BACKFILL,Staged as metadata-only IMAGE_PENDING
103,417,ARD-4235,عطر ارت اوف نايتور 11هورس 100 مل / لطافة برايد,Lattafa,100 مل,perfumes,PENDING_ACQUISITION,,,merchant_backfill_required,QUEUED_FOR_BACKFILL,Staged as metadata-only IMAGE_PENDING
104,418,ARD-4236,عطر بيبي رايدرز 75 مل,Lattafa,75 مل,perfumes,PENDING_ACQUISITION,,,merchant_backfill_required,QUEUED_FOR_BACKFILL,Staged as metadata-only IMAGE_PENDING
105,419,ARD-4237,عطر بيبي بلاي 75 مل,Lattafa,75 مل,perfumes,PENDING_ACQUISITION,,,merchant_backfill_required,QUEUED_FOR_BACKFILL,Staged as metadata-only IMAGE_PENDING
106,420,ARD-4238,عطر ارت اوف وود 100 مل / لطافة برايد,Lattafa,100 مل,perfumes,PENDING_ACQUISITION,,,merchant_backfill_required,QUEUED_FOR_BACKFILL,Staged as metadata-only IMAGE_PENDING
107,421,ARD-4257,عطر لا كولكشن 1505 واتش 100 مل,Lattafa,100 مل,perfumes,PENDING_ACQUISITION,,,merchant_backfill_required,QUEUED_FOR_BACKFILL,Staged as metadata-only IMAGE_PENDING
108,422,ARD-4258,عطر بريوتشي فانيلا 100 مل / لطافة برايد,Lattafa,100 مل,perfumes,PENDING_ACQUISITION,,,merchant_backfill_required,QUEUED_FOR_BACKFILL,Staged as metadata-only IMAGE_PENDING
109,423,ARD-4449,عطر سور ميسور نوير 100 مل / لطافة برايد,Lattafa,100 مل,perfumes,PENDING_ACQUISITION,,,merchant_backfill_required,QUEUED_FOR_BACKFILL,Staged as metadata-only IMAGE_PENDING
110,424,ARD-4450,عطر حلم الضباب 100 مل / لطافة برايد,Lattafa,100 مل,perfumes,PENDING_ACQUISITION,,,merchant_backfill_required,QUEUED_FOR_BACKFILL,Staged as metadata-only IMAGE_PENDING
111,425,ARD-4451,عطر ملكة العرب 100 مل / لطافة برايد,Lattafa,100 مل,perfumes,PENDING_ACQUISITION,,,merchant_backfill_required,QUEUED_FOR_BACKFILL,Staged as metadata-only IMAGE_PENDING
112,426,ARD-4536,عطر ملك العرب 100 مل / لطافة برايد,Lattafa,100 مل,perfumes,PENDING_ACQUISITION,,,merchant_backfill_required,QUEUED_FOR_BACKFILL,Staged as metadata-only IMAGE_PENDING
113,427,ARD-4746,عطر تاوريو دي كومبات / لطافة برايد,Lattafa,,perfumes,PENDING_ACQUISITION,,,merchant_backfill_required,QUEUED_FOR_BACKFILL,Staged as metadata-only IMAGE_PENDING
114,428,ARD-4756,عطر ارت اوف يونيفيرس 100 مل / لطافة برايد,Lattafa,100 مل,perfumes,PENDING_ACQUISITION,,,merchant_backfill_required,QUEUED_FOR_BACKFILL,Staged as metadata-only IMAGE_PENDING
115,429,ARD-4757,عطر ناتورال عود 100 مل / لطافة برايد,Lattafa,100 مل,perfumes,PENDING_ACQUISITION,,,merchant_backfill_required,QUEUED_FOR_BACKFILL,Staged as metadata-only IMAGE_PENDING
116,430,ARD-4759,عطر كوين اوف روز / لطافة برايد,Lattafa,,perfumes,PENDING_ACQUISITION,,,merchant_backfill_required,QUEUED_FOR_BACKFILL,Staged as metadata-only IMAGE_PENDING
117,431,ARD-4918,عطر اترنال فانيلا 100 مل / لطافة برايد,Lattafa,100 مل,perfumes,PENDING_ACQUISITION,,,merchant_backfill_required,QUEUED_FOR_BACKFILL,Staged as metadata-only IMAGE_PENDING
118,432,ARD-1400,عطر اورا دكلات,Alhambra,,perfumes,PENDING_ACQUISITION,,,merchant_backfill_required,QUEUED_FOR_BACKFILL,Staged as metadata-only IMAGE_PENDING
119,433,ARD-1403,عطر مونوكلين,Alhambra,,perfumes,PENDING_ACQUISITION,,,merchant_backfill_required,QUEUED_FOR_BACKFILL,Staged as metadata-only IMAGE_PENDING
120,434,ARD-1405,عطر ارمتك روج,Alhambra,,perfumes,PENDING_ACQUISITION,,,merchant_backfill_required,QUEUED_FOR_BACKFILL,Staged as metadata-only IMAGE_PENDING
121,435,ARD-1406,عطر كلاتا,Alhambra,,perfumes,PENDING_ACQUISITION,,,merchant_backfill_required,QUEUED_FOR_BACKFILL,Staged as metadata-only IMAGE_PENDING
122,436,ARD-1407,عطر هيركولس,Alhambra,,perfumes,PENDING_ACQUISITION,,,merchant_backfill_required,QUEUED_FOR_BACKFILL,Staged as metadata-only IMAGE_PENDING
123,437,ARD-1408,عطر جانس تندرين,Alhambra,,perfumes,PENDING_ACQUISITION,,,merchant_backfill_required,QUEUED_FOR_BACKFILL,Staged as metadata-only IMAGE_PENDING
124,438,ARD-1409,عطر فيلوس اوبس نوير,Alhambra,,perfumes,PENDING_ACQUISITION,,,merchant_backfill_required,QUEUED_FOR_BACKFILL,Staged as metadata-only IMAGE_PENDING
125,439,ARD-1410,عطر فيلوس بور,Alhambra,,perfumes,PENDING_ACQUISITION,,,merchant_backfill_required,QUEUED_FOR_BACKFILL,Staged as metadata-only IMAGE_PENDING
126,440,ARD-1411,عطر فيلوس روزو,Alhambra,,perfumes,PENDING_ACQUISITION,,,merchant_backfill_required,QUEUED_FOR_BACKFILL,Staged as metadata-only IMAGE_PENDING
